score,user_rating,elastic_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
6.359463667196646,5,7.8548737011129575,0671744569,Capone : The Man and the Era,Laurence Bergreen,1994,Simon & Schuster,"The real man emerges from behind the legend in a portrait of the
notorious gangster that includes the little-known story of his older
brother--a lawman and Prohibition officer--and brings to life the
1920s and 1930s in America. 40,000 first ...",['biography & autobiography']
6.359463667196646,5,7.8548737011129575,0826313701,The Zuni Man-Woman,Will Roscoe,1992,University of New Mexico Press,"The Zuni Man-Womanfocuses on the life of We&#39;wha (1849-96), the
Zuni who was perhaps the most famous berdache (an individual who
combined the work and traits of both men and women) in American Indian
history.",['biography & autobiography']
6.359463667196646,5,7.8548737011129575,0802130410,The Elephant Man: A Play,Bernard Pomerance,1979,Grove Press,"The award-winning drama based on the life of John Merrick focuses on a
horribly deformed man&#39;s introduction to London society and his
transformation from a sensational object of pity to the witty favorite
of the aristocracy and literati",['drama']
6.348463302040688,5,7.831772934285446,0679723064,The Man Who Walked Through Time,Colin Fletcher,1989,Vintage Books USA,"The remarkable classic of nature writing by the first man ever to have
walked the entire length of the Grand Canyon. In 1963 Colin Fletcher
became the first man to walk the length of Grand canyon, below the
Rim.",['nature']
6.348463302040688,5,7.831772934285446,0575070293,Being a Man in the Lousy Modern World,Robert Twigger,2002,"George Weidenfeld & Nicholson, Ltd.","BEING A MAN isn¿t exactly a search for the lost attributes of
primitive man - hunting, shooting, making fires, etc - but, hooked on
a nostalgia for past writers such as Hemingway, the book features
Twigger participating in, and writing on: ...",['adventure and adventurers']
6.34368645909624,5,7.821741564102104,0679730249,Diary of a Mad Old Man (Vintage International),JUNICHIRO TANIZAKI,1991,Vintage,"Diary of a Mad Old Man is the journal of Utsugi, a seventy-seven-year-
old man of refined tastes who is recovering from a stroke.",['fiction']
6.341547393529239,5,7.817249526411401,0061082740,Young Man's Darling,Lee Scofield,1995,Harper Mass Market Paperbacks (Mm),"Trying to escape marriage to an older man, Jesse Mae Banning runs away
to the West, but is unprepared for George&#39;s dogged pursuit or the
determination of handsome cowboy Luke McCarthy to make her his own.
Original.",['fiction']
6.335389236457934,5,7.804317396561663,0310231876,Forgiving the Dead Man Walking,Debbie Morris,2000,Zondervan Publishing Company,"Robert Willie, the death-row prisoner in Dead Man Walking, was
convicted of raping a woman who tells her story here.",['biography & autobiography']
6.335389236457934,5,7.804317396561663,1893956172,The Man Who Grew Young,Daniel Quinn,2001,Context Books,"A masterful tale of a future world where life runs backward, and the
trials of one man who cannot find a mother to return to.",['comics & graphic novels']
6.335389236457934,5,7.804317396561663,0553442821,"A Man to Believe in (Loveswept, No 585)",Deborah Harmse,1992,Loveswept,"At a costume party, Cori McLaughlin is pleasantly suprised to be
paired up for charades with Jake Tanner, a tall, dark, handsome, and
wealthy man",['fiction']
6.329693477230297,5,7.792356302183625,0553270672,Man Of The Shadows (Spanish Bit #5),Don Coldsmith,1988,Bantam,"Separated from his fellow warriors and stranded with a broken leg and
no horse, Eagle encounters the mythical Old Man of the Shadows, a
whimsical, prankish old man who, according to legend, holds the power
to hurt or to help",['fiction']
6.318346918924369,5,7.768528529741174,0684195208,Constantine the Great: The Man and His Times,Michael Grant,1994,Scribner Book Company,"Assesses the achievements of the man who founded Constantinople and
converted the Roman Empire to Christianity",['history']
6.3086625027550625,5,7.748191255785632,0373483821,Do You Take This Man,Diana Palmer,1999,Silhouette,"Do You Take This Man? by Diana Palmer\Annette Broadrick\Elizabeth
Bevarly released on May 25, 1999 is available now for purchase.",['fiction']
6.3086625027550625,5,7.748191255785632,0525275452,The Cat Who Wished to Be a Man,Lloyd Alexander,1973,Penguin USA,"When he begins dealing with humanity, Lionel the cat begins to
understand why his wizard master was reluctant to change him into a
man.",['juvenile fiction']
6.3086625027550625,5,7.748191255785632,0440405807,The Cat Who Wished to Be a Man,Lloyd Alexander,1992,Yearling Books,"When he begins dealing with humanity, Lionel the cat begins to
understand why his wizard master was reluctant to change him into a
man.",['juvenile fiction']
6.307578617308501,5,7.7459150963478525,0425181626,Hook Man Speaks,Matt Clark,2001,Berkley Trade,"The infamous Hook Man, the terror of romantic teens parked on
Lovers&#39; Lanes across the country, speaks out for himself as he
describes his own life, fears, and dreams, in a novel that brings to
life a popular urban legend. Original.",['fiction']
6.292942359459596,5,7.715178954865152,1572971487,Spider-Man: The Lizard Sanction (Spider-Man (Boulevard Books)),Diane Duane,1996,Berkley Publishing Group,"Covering a space shuttle launch in Florida, Peter Parker, in the guise
of Spider-Man, must outwit his two arch enemies, Lizard and Venom,
while preventing a group of sinister mercenaries from sabotaging the
launch. Reprint.",['fiction']
6.292942359459596,5,7.715178954865152,0373619073,"Perishing Game (Stony Man #23) (Stony Man , No 23)",Don Pendleton,1996,Gold Eagle,"When a genetically engineered killer virus known as White Death wipes
out two towns, the Stony Man commandos face a double jeopardy mission
that promises its fighters will either be contaminated or destroyed by
terrorists. Original.",['fiction']
6.291462824698783,5,7.712071931867444,0060936436,The Piano Man's Daughter,Timothy Findley,2002,Perennial,"Narrated by Charlie Kilworth, whose birth is an echo of his
mother&#39;s own illegitimate beginnings, The Piano Man&#39;s Daughter
is the lyrical, multilayered tale of Charlie&#39;s mother, Lily, his
grandmother Ede, and their family.",['fiction']
6.291462824698783,5,7.712071931867444,0002243792,The Piano Man's Daughter,Timothy Findley,1995,HarperCollins Publishers,"Narrated by Charlie Kilworth, whose birth is an echo of his
mother&#39;s own illegitimate beginnings, The Piano Man&#39;s Daughter
is the lyrical, multilayered tale of Charlie&#39;s mother, Lily, his
grandmother Ede, and their family.",['domestic fiction']
6.291462824698783,5,7.712071931867444,0786014393,Ambush of the Mountain Man,William W. Johnstone,2003,Pinnacle Books,"When a man bent on revenge takes Smoke Jensen hostage, determined to
make a public spectacle out of killing him, Smoke is rescued by a
beautiful stranger and must rely on his survival skills in the
Colorado wilderness as he makes his escape ...",['fiction']
6.2830805236240215,5,7.694469099610446,0553214047,A Portrait of the Artist As a Young Man,James Joyce,1992,Bantam,"Published in 1916 when Joyce was already at work on Ulysses, A
Portrait of the Artist as a Young Man is exactly what its title says
and much more.",['fiction']
6.2830805236240215,5,7.694469099610446,0380713624,The Dead Man in Indian Creek,Mary Downing Hahn,1991,HarperTrophy,"When Parker Pettengill and Matt Armentrout find a dead man at the edge
of Indian Creek, their camping trip comes to a close -- and a
detective hunt begins.",['juvenile fiction']
6.2830805236240215,5,7.694469099610446,1576902889,The Gingerbread Man Easy Reader,Emily Clark,1997,Teacher Created Materials,"A fresh baked gingerbread man escapes when he is taken out of the oven
until he meets a clever fox who offers to help.",['fairy tales']
6.282804883323795,5,7.69389025497997,0373222440,"Fantasy Man (Harlequin Intrigue, No 22244)",Sharon Green,1993,Harlequin,"Fantasy Man by Sharon Green released on Jul 23, 1993 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373111169,"Miracle Man (Harlequin Presents, No 1116)",Joanna Mansell,1988,Harlequin,"Miracle Man by Joanna Mansell released on Aug 25, 1988 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373111797,"Takeover Man (Harlequin Presents, No 1179)",Vanessa Grant,1989,Harlequin,"Takeover Man by Vanessa Grant released on Apr 24, 1989 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373112750,"Man On The Make (Harlequin Presents, No 1275)",Roberta Leigh,1990,Harlequin,"Man On The Make by Roberta Leigh released on Apr 24, 1990 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373059469,"Man Overboard (Silhouette Desire, No 946)",Karen Leabo,1995,Silhouette,"Man Overboard by Karen Leabo released on Jun 23, 1995 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373033117,Traveling Man (Harlequin Romance No 3311),Fern Michaels,1994,Harlequin,"Traveling Man by Leigh Michaels released on Mar 25, 1994 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373031173,"Only Man (Harlequin Romance, No 3117)",Rosemary Hammond,1991,Harlequin,"The Only Man by Rosemary Hammond released on Feb 22, 1991 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373254350,"Oklahoma Man (Harlequin Temptation, No. 335)",Delayne Camp,1991,Harlequin,"Oklahoma Man by Delayne Camp released on Dec 25, 1990 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373111630,"Man Of Stone (Harlequin Presents, No 1163)",Frances Roding,1989,Harlequin,"Man Of Stone by Frances Roding released on Feb 22, 1989 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373028482,"In Love With The Man (Harlequin Romance, No 2848)",Marjorie Lewty,1987,Harlequin,"In Love With The Man by Marjorie Lewty released on May 25, 1987 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373117701,"Masterful Man (Harlequin Presents, No 1770)",Lindsay Armstrong,1995,Harlequin,"A Masterful Man by Lindsay Armstrong released on Aug 25, 1995 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373028571,"Man Of Contrasts (Harlequin Romance, No 2857)",Claudia Jameson,1987,Harlequin,"A Man Of Contrasts by Claudia Jameson released on Jul 24, 1987 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373114796,"Man Of Rock (Harlequin Presents, No 11479)",Rachel Ford,1992,Harlequin,"Man Of Rock by Rachel Ford released on Jun 24, 1992 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373078498,"Ice Man (Intimate Moments, No 849)",Brittany Young,1998,Silhouette,"The Ice Man by Brittany Young released on Feb 20, 1998 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373256035,"Ranger Man (Harlequin Temptation, No 503)",Sheryl Danson,1994,Harlequin,"The Ranger Man by Sheryl Danson released on Jun 24, 1994 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373109628,"Man Possessed (Harlequin Presents, No 962)",Penny Jordan,1987,Harlequin,"A Man Possessed by Penny Jordan released on Jan 23, 1987 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373109032,"Man In The Park (Harlequin Presents, No 903)",Emma Darcy,1986,Harlequin,"Man In The Park by Emma Darcy released on Jun 24, 1986 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373115628,"Outback Man (Harlequin Presents, No. 11562)",Miranda Lee,1993,Harlequin,"Outback Man by Miranda Lee released on Apr 23, 1993 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373029209,"Man Of Shadows (Harlequin Romance, No 2920)",Kate Walker,1988,Harlequin,"Man Of Shadows by Kate Walker released on May 25, 1988 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373032072,"Man Of Truth (Harlequin Romance, No 3207)",Jessica Marchant,1992,Harlequin,"Man Of Truth by Jessica Marchant released on May 25, 1992 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373289138,"Man Of The Mist (Harlequin Historical, No 313)",Elizabeth Mayne,1996,Harlequin,"Man Of The Mist by Elizabeth Mayne released on Feb 23, 1996 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373076819,Man To Die For (Silhouette Intimate Moments),Suzanne Brockmann,1995,Silhouette,"A Man To Die For by Suzanne Brockmann released on Oct 25, 1995 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373115105,"That Midas Man (Harlequin Presents, No 1510)",Valerie Parv,1992,Harlequin,"That Midas Man by Valerie Parv released on Sep 24, 1992 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373025017,Man of Teak (Harlequin Romance Series),Sue Peters,1982,Harlequin Books,"Man Of Teak by Sue Peters released on Jul 23, 1982 is available now
for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373790686,"A Man for the Night (Harlequin Blaze, No 64)",Miranda Lee,2002,Harlequin,"A Man For The Night by Miranda Lee released on Oct 25, 2002 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373028962,"Man Shy (Harlequin Romance, No 2896)",Valerie Parv,1988,Harlequin,"Man Shy by Valerie Parv released on Jan 25, 1988 is available now for
purchase.",['fiction']
6.282804883323795,5,7.69389025497997,037302438X,"The Everywhere Man (Harlequin Romance, 2438)",Victoria Gordon,1981,Harlequin,"The Everywhere Man by Victoria Gordon released on Sep 24, 1981 is
available now for purchase.",['dog shows']
6.282804883323795,5,7.69389025497997,0373029241,Man Of Iron (Harlequin Romance 2924),Catherine George,1988,Harlequin,"Man Of Iron by Catherine George released on Jun 24, 1988 is available
now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373118929,"Married To The Man (Harlequin Presents, No 1892)",Ann Charlton,1997,Harlequin,"Married To The Man by Ann Charlton released on Apr 24, 1997 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373059094,"Man Of The Land (Silhouette Desire, No 909)",Carol Devine,1995,Silhouette,"A Man Of The Land by Carol Devine released on Dec 23, 1994 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373710933,Man With A Miracle  (men of maple hill),Muriel Jensen,2002,Harlequin,"Man With A Miracle by Muriel Jensen released on Oct 25, 2002 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373710771,"The Man On The Cliff (Harlequin Superromance, 1077)",Janice Macdonald,2002,Harlequin,"The Man On The Cliff by Janice Macdonald released on Jul 25, 2002 is
available now for purchase.",['fiction']
6.282804883323795,5,7.69389025497997,0373023057,"The Man on the Peak (Harlequin Romance, 2305)",Katrina Britt,1980,Harlequin,"The Man On The Peak by Katrina Britt released on Dec 25, 1979 is
available now for purchase.",['love stories']
6.27565881343242,5,7.678883508208083,0441007171,"Psi-Man: Main Street D.O.A (Psi-Man, 3)",Peter David,2000,Ace Books,"Psi-Man Chuck Simon hopes to gain some peace of mind by hiding out in
Wonderworld, a planned community within an amusement park, but when
the government locates him, they try to bring down Wonderworld around
him. Original.",['fiction']
6.258571708673158,5,7.643000588213633,0671656236,MAN WHO SOLD MOON,Robert A. Heinlein,1987,Baen,"The Man Who Sold the Moon is a pivotal work in that tapestry of the
future, chronicling the amazing events and discoveries between the
&quot;crazy years&quot; and the Age of Space.",['fiction']
6.258571708673158,5,7.643000588213633,0679601392,Invisible Man (Commemorative Edition),Ralph Ellison,1994,Modern Library,"A Black man&#39;s search for success and the American dream leads him
out of college to Harlem and a growing sense of personal rejection and
social invisibility.",['fiction']
6.2490100682962995,5,7.622921143422229,0373105665,The Man She Married (Harlequin Presents),Violet Winspear,1983,Harlequin Books,"The Man She Married by Violet Winspear released on Nov 24, 1982 is
available now for purchase.",['romance fiction']
6.2490100682962995,5,7.622921143422229,0373287550,"Gamblin Man (Harlequin Historical, No 28755)",Barbara Faith,1992,Harlequin,"Gamblin&#39; Man by Barbara Faith released on Nov 24, 1992 is
available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373163509,"Man For Maggie (American Romance, No 350)",Linda Randall Wisdom,1990,Harlequin,"A Man For Maggie by Linda Randall Wisdom released on May 25, 1990 is
available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,037322480X,"One - Woman Man (Intrigue , No 480)",M.L. Gamble,1998,Harlequin,"A One-Woman Man by M.L. Gamble released on Jun 24, 1998 is available
now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,037382579X,Her Outback Man  (The Australians) (The Australians),Margaret Way,1998,Harlequin,"Her Outback Man by Margaret Way released on Nov 24, 1998 is available
now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373245149,Man Behind the Badge  (The Winchester Brides),Pamela Toth,2003,Silhouette,"Man Behind The Badge by Pamela Toth released on Dec 25, 2002 is
available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373224680,"Man That Got Away (Intrigue , No 468)",Thomas B. Allen,1998,Harlequin,"The Man That Got Away by Harper Allen released on Mar 25, 1998 is
available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0307681157,Happy Man and His Dump Truck,Miryam,1982,Goldencraft,"The story of a man and his dump truck and what happens when he tips
his dumper.",['juvenile fiction']
6.2490100682962995,5,7.622921143422229,0373790465,"One-Night Man (Blaze, 42)",Jeanie London,2002,Harlequin,"One-Night Man by Jeanie London released on May 24, 2002 is available
now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373257929,"The Wrong Man in Wyoming (Temptation, No 692)",Kristine Rolofson,1998,Harlequin,"The Wrong Man In Wyoming by Kristine Rolofson released on May 25, 1998
is available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373272855,All A Man Can Be  (Trouble in Eden),Virginia Kantra,2003,Harlequin,"All A Man Can Be by Virginia Kantra released on Mar 25, 2003 is
available now for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373225881,"One Good Man (Intrigue, 588)",Jim Miller,2000,Harlequin,"One Good Man by Julie Miller released on Sep 22, 2000 is available now
for purchase.",['fiction']
6.2490100682962995,5,7.622921143422229,0373028377,"Apollo Man (Harlequin Romance, No. 2837)",Jean S. MacLeod,1987,Harlequin,"The Apollo Man by Jean S. Macleod released on Mar 25, 1987 is
available now for purchase.",['fiction']
6.235070346914967,5,7.593647728521431,0439065089,Sammy Keyes; and the skeleton man,Wendelin Van Draanen,1999,Scholastic Inc,"On Halloween night, seventh grader Sammy stumbles onto a mystery
involving a twenty-year-old family feud and some heirlooms stolen by a
man in a skeleton costume.","[""children's stories""]"
6.216837277118316,5,7.5553582819484655,0373110928,"No Man'S Mistress (Harlequin Presents, No 1092)",Roberta Leigh,1988,Harlequin,"No Man&#39;s Mistress by Roberta Leigh released on May 25, 1988 is
available now for purchase.",['fiction']
6.216837277118316,5,7.5553582819484655,0373287062,King'S Man (Harlequin Historical No 706),Caryn Cameron,1991,Harlequin,"King&#39;s Man by Caryn Cameron released on Oct 25, 1991 is available
now for purchase.",['fiction']
6.212514877529573,5,7.546281242812103,0887801064,An Arctic Man (Goodread Biographies),Ernie Lyall,2002,Goodread Biography,"An Arctic Man tells about life in the north as it is actually lived,
by its native and non-native inhabitants alike; it offers a rare,
privileged view of the peoples of the Canadian Arctic.",['biography & autobiography']
6.2122202156277,5,7.54566245281817,0425170373,Spider-Man: Emerald Mystery (Spider-Man (Boulevard Books)),Dean Wesley Smith,2000,Berkley Publishing Group,"Spider-Man faces a new challenge as he matches wits with an
archvillain known as &quot;The Jewel,&quot; who has stolen a fragment
of one of the magical Jewels of Cyttorak and is using its mind-control
power to make the citizens of New york run amok.",['fiction']
6.190849964948548,5,7.500784926391952,0373619405,Stony Man: State of Aggression,Don Pendleton,2001,Gold Eagle,"When a mysterious force unleashes a deadly assault to destabilize
Indonesia, murder and mayhem ensues, and the warriors of Stony Man
must destroy this elusive enemy amidst political upheaval. Original.",['fiction']
6.186172380179965,5,7.490961998377927,0345417186,Queen's Man (Ballantine Reader's Circle),SHARON KAY PENMAN,1998,Ballantine Books,"In England in 1193, a dying man gives Justin de Quincy a letter that
reveals if Richard Lionheart is living or dead",['fiction']
6.17002338622919,5,7.4570491110813,0786708840,When the Dark Man Calls,Stuart Kaminsky,2001,Carroll & Graf Publishers,"Chicago radio psychologist Jean Kaiser is terrorized by telephone
calls from a man convicted of the brutal murder of her parents twenty-
five years earlier and now out on parole. Reprint.",['fiction']
6.156911623290445,5,7.429514408909935,1582341540,Motherhood Made a Man Out of Me,Karen Karbo,2001,Bloomsbury Publishing (NY),"Motherhood Made a Man Out of Me celebrates the courage and strength of
women and the bonds that join them &quot;in the motherhood.&quot;",['fiction']
6.149987414443731,5,7.414973570331837,0804001944,The Man Who Killed the Deer,Frank Waters,1970,Ohio University Press,"The story of Martiniano, the man who killed the deer, is a timeless
story of Pueblo Indian sin and redemption, and of the conflict between
Indian and white laws; written with a poetically charged beauty of
style, a purity of conception, and ...",['fiction']
6.149987414443731,5,7.414973570331837,1858411467,Illustrated History of Early Man,John Haywood,1995,Smithmark+publishers Inc,"The book is the story of the development of early man. Drawing on many
disciplines, notably archaeology, palaeontology, and geology, it shows
how the first hunter-gatherer groups existed in China, Java, and
Europe as well as Africa.","['civilisation, ancient']"
6.147438519823069,5,7.409620891628446,076240499X,The Best Man's Handbook: A Guy's Guide to the Big Event,Jim Grace,1999,Running Press Book Publishers,"Provides tips and information for the best man at a wedding on topics
such as the bachelor party, the rehearsal dinner, gifts, the wedding
ceremony, and the best man&#39;s speech",['reference']
6.143459719529527,5,7.401265411012007,0865433054,The Black Man in the Old Testament and Its World,"Alfred G., Jr. Dunston",1992,Africa World Press,"An attempt to portray the Black man as he was viewed during the Old
Testament times.",['religion']
6.1289605901361295,5,7.370817239285872,0373201613,Man She Married (By Request) (By Request),Ann Major,1999,Harlequin,"The Man She Married by Ann Major\Emma Darcy\Annette Broadrick released
on Mar 25, 1999 is available now for purchase.",['fiction']
6.112114022175874,5,7.335439446569336,1559704861,A Man Jumps Out of an Airplane,Barry Yourgrau,1999,Arcade Publishing,"A Man Jumps Out of an Airplane is a collection of flash fiction from
Barry Yourgrau, a writer/performer whose twilit world lies somewhere
between the surreal days of David Lynch and the moonlit nights of
Maurice Sendak.",['fiction']
6.112114022175874,5,7.335439446569336,014045019X,Man and Superman : A Comedy and a Philosophy,Dan H. Laurence,1990,Penguin Books,"This volume includes Shaw&#39;s Preface of 1903 and his appendix,
&#39;The Revolutionist&#39;s Handbook&#39;, the cast list from the
first production of Man and Superman and a list of his principal
works.",['english drama']
6.112114022175874,5,7.335439446569336,0821224743,Self Portrait : Man Ray,Man Ray,1999,Bulfinch,"Self Portrait is Man Ray&#39;s extremely frank autobiography, long
unavailable in English. This new edition, now available for the first
time in paperback, is fully illustrated with 250 pictures, in color
and black and white.",['biography & autobiography']
6.107917856852604,5,7.32662749939047,0373076223,"Irresistible Man (Silhouette Intimate Moments, No 622)",Kylie Brant,1995,Silhouette,"An Irresistible Man by Kylie Brant released on Dec 23, 1994 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373164556,"Sand Man (Harlequin American Romance, No. 455)",Bettany Hughes,1992,Harlequin,"Sand Man by Tracy Hughes released on Jul 24, 1992 is available now for
purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373271263,"Man For Maggie (Silhouette Intimate Moments, No 1056)",Frances Housden,2001,Silhouette,"The Man For Maggie by Frances Housden released on Dec 25, 2000 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373223978,"Man Of Secrets (Lawman) (Harlequin Intrigue, No 397)",Mark Stevens,1996,Harlequin,"A Man Of Secrets by Amanda Stevens released on Oct 25, 1996 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373244622,"The Man In Charge (Silhouette Special Edition, No. 1462)",Judith Lyons,2002,Silhouette,"The Man In Charge by Judith Lyons released on Mar 25, 2002 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373168071,"Man In A Million (Harlequin American Romance, 807)",Darlene Scalera,1999,Harlequin,"Man In A Million by Darlene Scalera released on Nov 24, 1999 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0373099886,"Man And A Million (Silhouette Special Edition, No 988)",Jackie Merritt,1995,Silhouette,"A Man And A Million by Jackie Merritt released on Aug 25, 1995 is
available now for purchase.",['fiction']
6.107917856852604,5,7.32662749939047,0142400297,THE GREEN MAN: Tales from the Mythic Forest,Ellen Datlow,2004,Firebird,"A collection of stories and poems by a variety of authors relating to
the Green Man and other myths of the forest.",['juvenile fiction']
6.107917856852604,5,7.32662749939047,0670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,2002,Viking Juvenile,"A collection of stories and poems by a variety of authors relating to
the Green Man and other myths of the forest.",['juvenile fiction']
6.102233510585954,5,7.314690372230506,0747514100,Village Affair a Passionate Man the Rect,Joanna Trollope,1994,Trafalgar Square,"Omnibus edition of three of Joanna Trollope&#39;s novels, comprising A
VILLAGE AFFAIR; A PASSIONATE MAN: and THE RECTOR&#39;S WIFE.",['english fiction']
6.102233510585954,5,7.314690372230506,0684830493,Old Man And The Sea (Scribner Classics),Ernest Hemingway,1996,Scribner,"The last novel Ernest Hemingway saw published, The Old Man and the Sea
has proved itself to be one of the enduring works of American fiction.",['fiction']
6.101322202943425,5,7.312776626181193,0867162791,Wild Man's Journey: Reflections on Male Spirituality,Richard Rohr,1996,Saint Anthony Messenger Press and Franciscan,"In a new Introduction to The Wild Man&#39;s Journey, Father Richard
Rohr acknowledges the movement&#39;s contributions and analyzes its
weaknesses, tracing the journey of a man&#39;s life and offering seven
promises for a healthy spirityuality for ...",['religion']
6.09419809435577,5,7.297815998147117,0553440675,Moonlight Man (Loveswept No 436),Judy Gill,1990,Loveswept,"Wary of Marc Duval, a handsome drifter who has befriended her son,
Sharon Leslie fights her attraction to the man who only wants to win
her heart and chase away the ghosts of her past",['fiction']
6.090399307583266,5,7.289838545924858,0671003216,STEEL TERROR: IRON MAN SUPER THRILLER (Iron Man Super Thriller),Tom Smith,1996,Pocket,"Iron Man Tony Stark faces the challenge of his life when he and
Earth&#39;s mightiest heroes, the Avengers, are faced with the threat
of Ultron, the villainous super robot that can never be destroyed.",['heroes']
6.074123041825108,5,7.255658387832729,037302990X,"Man Of The High Plains (Harlequin Romances, No 2990)",Kerry Allyne,1989,Harlequin,"Man Of The High Plai by Kerry Allyne released on May 25, 1989 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373227795,Last Man Standing : The Taylor Clan (Intrigue),Julie Miller,2004,Harlequin,"Last Man Standing by Julie Miller released on May 25, 2004 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373037937,"The Man From Madrid (Harlequin Romance, 3793)",Anne Weale,2004,Harlequin,"THE MAN FROM MADRID by Anne Weale released on Mar 25, 2004 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,037322401X,Man Without A Badge (Lawman) (Harlequin Intrigue),Dani Sinclair,1996,Harlequin,"Man Without A Badge by Dani Sinclair released on Nov 22, 1996 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373166680,"Pick - Up Man (Harlequin American, No 668)",Pamela Bauer,1997,Harlequin,"The Pick-Up Man by Pamela Bauer released on Dec 25, 1996 is available
now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373709943,"Man From Oklahoma (Harlequin Superromance, No 994)",Darlene Graham,2001,Harlequin,"The Man From Oklahoma by Darlene Graham released on May 25, 2001 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373108656,"Man Worth Knowing (Harlequin Presents, No 865)",Alison Fraser,1986,Harlequin,"A Man Worth Knowing by Alison Fraser released on Jan 24, 1986 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373029381,"One Woman Man (Harlequin Romance, No 2938)",Ralph Peters,1988,Harlequin,"One-Woman Man by Sue Peters released on Aug 25, 1988 is available now
for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373711476,"The Last Honest Man (Harlequin Superromance, 1147)",Lynnette Kent,2003,Harlequin,"The Last Honest Man by Lynnette Kent released on Jul 25, 2003 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373033303,"Impossible Kind Of Man (Harlequin Romance, No 3330)",Kay Gregory,1994,Harlequin,"An Impossible Kind Of Man by Kay Gregory released on Jul 25, 1994 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373706502,Man For All Time (Harlequin Superromance No 650),Rebecca Winters,1995,Harlequin,"A Man For All Time by Rebecca Winters released on May 25, 1995 is
available now for purchase.",['fiction']
6.074123041825108,5,7.255658387832729,0373765614,"Man Beneath The Uniform (Silhouette Desire, 1561)",Maureen Child,2004,Silhouette,"Man Beneath the Uniform by Maureen Child released on Jan 23, 2004 is
available now for purchase.",['fiction']
