Country,ID,Age
usa,137916,28.0
usa,137917,36.0
usa,137918,
usa,137920,
usa,137921,29.0
usa,137922,
usa,137923,16.0
usa,137924,15.0
usa,137925,
usa,137926,12.0
usa,137927,
usa,137931,20.0
usa,137932,29.0
usa,137936,19.0
usa,137940,17.0
usa,137941,
usa,137943,26.0
usa,137944,
usa,137949,63.0
usa,137952,
usa,137954,37.0
usa,137955,30.0
usa,137957,
usa,137963,
usa,137964,
usa,137973,38.0
usa,137974,26.0
usa,137975,34.0
usa,137976,
usa,137979,41.0
usa,137980,
usa,137981,58.0
usa,137987,
usa,137999,73.0
usa,138000,
usa,138004,21.0
usa,138007,37.0
usa,138008,
usa,138009,
usa,138011,
usa,138012,51.0
usa,138015,60.0
usa,138016,
usa,138017,56.0
usa,138021,49.0
usa,138024,34.0
usa,138025,14.0
usa,138027,57.0
usa,138030,18.0
usa,138031,
usa,138032,
usa,138038,55.0
usa,138041,
usa,138044,
usa,138046,24.0
usa,138051,
usa,138054,
usa,138058,
usa,138059,41.0
usa,138065,37.0
usa,138067,19.0
usa,138077,16.0
usa,138079,20.0
usa,138096,34.0
usa,138101,45.0
usa,138106,
usa,138114,
usa,138119,47.0
usa,138120,
usa,138121,
usa,138122,
usa,138127,
usa,138128,21.0
usa,138129,
usa,138130,18.0
usa,138133,46.0
usa,138136,
usa,138142,31.0
usa,138144,
usa,138145,
usa,138146,37.0
usa,138147,17.0
usa,138148,
usa,138149,
usa,138151,
usa,138152,52.0
usa,138153,
usa,138156,58.0
usa,138160,30.0
usa,138161,32.0
usa,138164,17.0
usa,138165,17.0
usa,138166,29.0
usa,138168,
usa,138169,
usa,138172,27.0
usa,138175,25.0
usa,138177,
usa,138181,
usa,138182,42.0
usa,138187,44.0
usa,138188,
usa,138190,30.0
usa,138191,
usa,138194,16.0
usa,138195,56.0
usa,138197,38.0
usa,138199,36.0
usa,138200,38.0
usa,138201,27.0
usa,138203,43.0
usa,138204,46.0
usa,138205,42.0
usa,138206,26.0
usa,138207,31.0
usa,138209,42.0
usa,138210,24.0
usa,138211,46.0
usa,138213,
usa,138214,37.0
usa,138215,
usa,138216,33.0
usa,138217,51.0
usa,138218,29.0
usa,138219,34.0
usa,138225,34.0
usa,138226,45.0
usa,138229,57.0
usa,138230,
usa,138233,45.0
usa,138240,67.0
usa,138243,39.0
usa,138247,31.0
usa,138248,
usa,138250,45.0
usa,138251,35.0
usa,138252,51.0
usa,138257,45.0
usa,138260,45.0
usa,138261,35.0
usa,138262,25.0
usa,138264,35.0
usa,138265,
usa,138266,
usa,138267,57.0
usa,138271,
usa,138275,
usa,138281,38.0
usa,138283,
usa,138285,
usa,138288,59.0
usa,138289,
usa,138290,
usa,138293,
usa,138294,14.0
usa,138295,35.0
usa,138296,69.0
usa,138297,49.0
usa,138304,92.0
usa,138305,
usa,138306,35.0
usa,138308,31.0
usa,138309,
usa,138310,
usa,138311,23.0
usa,138316,21.0
usa,138317,15.0
usa,138322,
usa,138323,18.0
usa,138324,16.0
usa,138326,42.0
usa,138327,37.0
usa,138334,17.0
usa,138335,
usa,138336,23.0
usa,138338,
usa,138339,25.0
usa,138342,15.0
usa,138343,
usa,138344,
usa,138347,
usa,138348,35.0
usa,138349,35.0
usa,138352,24.0
usa,138354,21.0
usa,138355,42.0
usa,138356,27.0
usa,138357,52.0
usa,138367,46.0
usa,138374,52.0
usa,138377,
usa,138384,
usa,138386,21.0
usa,138388,
usa,138389,31.0
usa,138391,43.0
usa,138392,49.0
usa,138396,29.0
usa,138398,36.0
usa,138399,
usa,138400,44.0
usa,138401,
usa,138402,46.0
usa,138403,23.0
usa,138404,29.0
usa,138405,50.0
usa,138406,43.0
usa,138408,29.0
usa,138409,54.0
usa,138411,
usa,138412,23.0
usa,138414,
usa,138416,45.0
usa,138417,44.0
usa,138419,
usa,138420,42.0
usa,138422,34.0
usa,138423,44.0
usa,138427,
usa,138433,
usa,138434,36.0
usa,138442,
usa,138443,34.0
usa,138446,30.0
usa,138448,44.0
usa,138451,46.0
usa,138456,31.0
usa,138460,26.0
usa,138465,34.0
usa,138472,15.0
usa,138476,20.0
usa,138477,
usa,138488,17.0
usa,138489,17.0
usa,138490,12.0
usa,138491,35.0
usa,138493,70.0
usa,138518,31.0
usa,138519,22.0
usa,138520,71.0
usa,138521,
usa,138524,
usa,138527,
usa,138530,49.0
usa,138531,
usa,138532,38.0
usa,138534,
usa,138536,
usa,138538,
usa,138542,34.0
usa,138544,26.0
usa,138545,54.0
usa,138548,46.0
usa,138549,22.0
usa,138550,57.0
usa,138551,
usa,138553,
usa,138554,46.0
usa,138555,49.0
usa,138556,39.0
usa,138557,
usa,138563,31.0
usa,138565,
usa,138566,38.0
usa,138567,35.0
usa,138571,40.0
usa,138574,
usa,138575,
usa,138579,35.0
usa,138580,
usa,138582,
usa,138584,30.0
usa,138587,
usa,138590,50.0
usa,138593,
usa,138594,62.0
usa,138595,
usa,138596,
usa,138597,34.0
usa,138599,
usa,138610,49.0
usa,138614,68.0
usa,138618,17.0
usa,138622,60.0
usa,138623,17.0
usa,138624,34.0
usa,138625,
usa,138627,
usa,138630,
usa,138633,
usa,138636,
usa,138637,
usa,138639,56.0
usa,138645,
usa,138646,39.0
usa,138648,42.0
usa,138651,50.0
usa,138652,31.0
usa,138655,29.0
usa,138657,
usa,138659,56.0
usa,138660,47.0
usa,138662,40.0
usa,138663,41.0
usa,138665,
usa,138667,
usa,138668,
usa,138669,30.0
usa,138671,
usa,138672,33.0
usa,138673,
usa,138676,
usa,138680,
usa,138683,
usa,138684,
usa,138685,33.0
usa,138688,
usa,138692,49.0
usa,138697,
usa,138702,30.0
usa,138705,23.0
usa,138706,
usa,138707,
usa,138710,35.0
usa,138713,48.0
usa,138714,
usa,138715,
usa,138716,
usa,138717,
usa,138720,37.0
usa,138725,
usa,138729,
usa,138730,
usa,138731,24.0
usa,138732,
usa,138733,23.0
usa,138734,
usa,138735,
usa,138736,23.0
usa,138737,
usa,138738,
usa,138740,
usa,138745,
usa,138749,
usa,138752,
usa,138753,53.0
usa,138754,38.0
usa,138755,
usa,138759,36.0
usa,138765,21.0
usa,138767,
usa,138771,
usa,138773,38.0
usa,138781,30.0
usa,138784,61.0
usa,138786,
usa,138788,
usa,138789,
usa,138792,
usa,138795,61.0
usa,138803,31.0
usa,138804,50.0
usa,138805,
usa,138807,32.0
usa,138808,18.0
usa,138810,62.0
usa,138814,
usa,138817,57.0
usa,138818,14.0
usa,138828,61.0
usa,138831,
usa,138834,50.0
usa,138835,
usa,138836,
usa,138838,26.0
usa,138840,
usa,138842,
usa,138843,
usa,138846,
usa,138852,40.0
usa,138854,
usa,138856,56.0
usa,138859,51.0
usa,138864,25.0
usa,138868,
usa,138869,32.0
usa,138873,21.0
usa,138879,
usa,138880,23.0
usa,138881,35.0
usa,138884,31.0
usa,138885,31.0
usa,138888,
usa,138891,
usa,138893,33.0
usa,138895,
usa,138896,
usa,138900,
usa,138901,
usa,138904,
usa,138907,
usa,138908,19.0
usa,138909,13.0
usa,138911,22.0
usa,138912,
usa,138913,41.0
usa,138914,31.0
usa,138915,
usa,138916,
usa,138917,
usa,138919,32.0
usa,138920,25.0
usa,138921,39.0
usa,138922,
usa,138923,
usa,138924,
usa,138925,38.0
usa,138926,
usa,138927,
usa,138929,43.0
usa,138930,
usa,138933,
usa,138934,42.0
usa,138936,35.0
usa,138938,39.0
usa,138939,
usa,138942,
usa,138943,
usa,138944,
usa,138945,25.0
usa,138946,50.0
usa,138947,38.0
usa,138948,
usa,138950,
usa,138952,41.0
usa,138953,
usa,138956,46.0
usa,138959,32.0
usa,138960,62.0
usa,138961,46.0
usa,138962,47.0
usa,138965,14.0
usa,138967,
usa,138968,22.0
usa,138971,30.0
usa,138972,29.0
usa,138973,33.0
usa,138974,39.0
usa,138976,
usa,138980,76.0
usa,138982,58.0
usa,138983,53.0
usa,138986,
usa,138989,62.0
usa,138992,27.0
usa,138993,54.0
usa,138996,40.0
usa,138997,
usa,138999,
usa,139000,
usa,139001,
usa,139003,28.0
usa,139005,34.0
usa,139006,
usa,139008,
usa,139009,
usa,139010,
usa,139011,
usa,139012,
usa,139013,39.0
usa,139017,60.0
usa,139018,40.0
usa,139019,
usa,139020,
usa,139022,41.0
usa,139023,19.0
usa,139025,
usa,139027,31.0
usa,139028,43.0
usa,139029,
usa,139030,
usa,139031,36.0
usa,139032,
usa,139033,20.0
usa,139035,63.0
usa,139036,
usa,139042,
usa,139043,41.0
usa,139044,56.0
usa,139045,34.0
usa,139046,
usa,139048,
usa,139049,
usa,139050,29.0
usa,139052,38.0
usa,139054,56.0
usa,139056,16.0
usa,139059,42.0
usa,139060,
usa,139061,
usa,139062,
usa,139066,
usa,139067,65.0
usa,139069,
usa,139071,
usa,139072,46.0
usa,139073,41.0
usa,139075,30.0
usa,139076,
usa,139077,41.0
usa,139078,21.0
usa,139082,
usa,139083,
usa,139086,22.0
usa,139087,
usa,139089,
usa,139091,60.0
usa,139093,33.0
usa,139094,
usa,139095,53.0
usa,139096,37.0
usa,139097,36.0
usa,139098,
usa,139100,44.0
usa,139101,41.0
usa,139103,
usa,139104,41.0
usa,139106,27.0
usa,139107,
usa,139108,
usa,139109,27.0
usa,139112,
usa,139113,
usa,139114,
usa,139115,
usa,139116,42.0
usa,139118,
usa,139119,
usa,139120,44.0
usa,139121,
usa,139123,25.0
usa,139124,49.0
usa,139125,
usa,139128,30.0
usa,139131,47.0
usa,139132,31.0
usa,139133,16.0
usa,139134,47.0
usa,139137,
usa,139138,
usa,139139,
usa,139140,
usa,139143,34.0
usa,139144,
usa,139145,41.0
usa,139146,
usa,139151,43.0
usa,139152,24.0
usa,139153,
usa,139155,38.0
usa,139157,36.0
usa,139158,47.0
usa,139159,
usa,139161,24.0
usa,139162,
usa,139163,
usa,139164,26.0
usa,139165,
usa,139166,
usa,139167,
usa,139168,
usa,139169,
usa,139170,
usa,139172,
usa,139173,53.0
usa,139176,61.0
usa,139186,
usa,139188,22.0
usa,139191,27.0
usa,139194,33.0
usa,139195,23.0
usa,139196,
usa,139198,
usa,139201,37.0
usa,139207,52.0
usa,139208,
usa,139210,
usa,139211,
usa,139212,57.0
usa,139215,
usa,139217,32.0
usa,139225,
usa,139226,
usa,139227,
usa,139228,
usa,139234,26.0
usa,139235,
usa,139240,38.0
usa,139241,40.0
usa,139244,
usa,139247,
usa,139248,24.0
usa,139251,
usa,139252,15.0
usa,139255,21.0
usa,139256,
usa,139258,33.0
usa,139261,
usa,139264,
usa,139265,48.0
usa,139268,28.0
usa,139269,36.0
usa,139271,
usa,139272,41.0
usa,139275,
usa,139276,
usa,139278,47.0
usa,139281,24.0
usa,139282,35.0
usa,139285,
usa,139301,50.0
usa,139302,24.0
usa,139303,33.0
usa,139313,
usa,139315,62.0
usa,139316,
usa,139317,
usa,139318,42.0
usa,139319,
usa,139322,19.0
usa,139325,
usa,139326,
usa,139333,
usa,139334,
usa,139335,
usa,139337,34.0
usa,139345,40.0
usa,139348,
usa,139350,24.0
usa,139353,104.0
usa,139358,
usa,139361,60.0
usa,139362,35.0
usa,139363,18.0
usa,139365,
usa,139370,58.0
usa,139373,57.0
usa,139375,
usa,139377,
usa,139379,43.0
usa,139381,44.0
usa,139382,
usa,139384,33.0
usa,139385,
usa,139386,23.0
usa,139388,
usa,139391,22.0
usa,139398,39.0
usa,139403,74.0
usa,139407,
usa,139409,
usa,139411,
usa,139412,
usa,139413,42.0
usa,139415,50.0
usa,139416,
usa,139418,45.0
usa,139422,56.0
usa,139430,
usa,139436,
usa,139444,43.0
usa,139447,
usa,139448,33.0
usa,139454,
usa,139457,
usa,139460,48.0
usa,139461,
usa,139463,
usa,139476,
usa,139479,
usa,139481,
usa,139487,34.0
usa,139491,
usa,139502,
usa,139508,
usa,139517,45.0
usa,139527,
usa,139534,
usa,139543,
usa,139545,50.0
usa,139548,30.0
usa,139552,30.0
usa,139559,47.0
usa,139561,
usa,139562,49.0
usa,139568,39.0
usa,139576,23.0
usa,139577,
usa,139578,26.0
usa,139582,
usa,139583,49.0
usa,139587,
usa,139589,
usa,139590,
usa,139591,55.0
usa,139592,
usa,139593,37.0
usa,139595,
usa,139596,33.0
usa,139604,
usa,139606,37.0
usa,139608,34.0
usa,139612,
usa,139614,36.0
usa,139616,15.0
usa,139622,
usa,139624,
usa,139628,
usa,139631,
usa,139633,
usa,139635,
usa,139641,23.0
usa,139646,35.0
usa,139647,17.0
usa,139648,
usa,139649,51.0
usa,139650,49.0
usa,139653,
usa,139654,
usa,139655,63.0
usa,139658,54.0
usa,139661,28.0
usa,139662,
usa,139663,41.0
usa,139664,59.0
usa,139665,40.0
usa,139666,
usa,139675,
usa,139679,
usa,139681,52.0
usa,139684,
usa,139690,
usa,139692,
usa,139693,
usa,139695,
usa,139697,38.0
usa,139698,
usa,139701,78.0
usa,139702,50.0
usa,139703,
usa,139704,48.0
usa,139707,
usa,139708,54.0
usa,139709,
usa,139710,
usa,139712,
usa,139714,55.0
usa,139715,51.0
usa,139718,
usa,139721,40.0
usa,139723,32.0
usa,139724,
usa,139725,39.0
usa,139730,
usa,139731,
usa,139736,46.0
usa,139739,40.0
usa,139741,
usa,139744,25.0
usa,139749,15.0
usa,139753,
usa,139757,
usa,139762,35.0
usa,139763,66.0
usa,139764,
usa,139767,
usa,139769,45.0
usa,139771,25.0
usa,139772,
usa,139774,
usa,139775,
usa,139776,25.0
usa,139780,
usa,139789,57.0
usa,139793,51.0
usa,139795,
usa,139799,22.0
usa,139801,20.0
usa,139803,36.0
usa,139804,22.0
usa,139808,35.0
usa,139809,
usa,139810,42.0
usa,139811,
usa,139812,64.0
usa,139813,
usa,139814,
usa,139815,50.0
usa,139817,20.0
usa,139820,
usa,139821,
usa,139822,20.0
usa,139824,46.0
usa,139829,43.0
usa,139830,
usa,139832,41.0
usa,139833,51.0
usa,139834,48.0
usa,139836,
usa,139837,
usa,139840,
usa,139841,
usa,139845,
usa,139850,72.0
usa,139853,19.0
usa,139857,21.0
usa,139863,29.0
usa,139866,48.0
usa,139867,45.0
usa,139870,33.0
usa,139875,54.0
usa,139876,
usa,139877,34.0
usa,139878,38.0
usa,139882,7.0
usa,139885,38.0
usa,139886,41.0
usa,139896,
usa,139905,22.0
usa,139909,
usa,139911,
usa,139914,25.0
usa,139915,15.0
usa,139919,18.0
usa,139920,
usa,139921,37.0
usa,139922,36.0
usa,139925,25.0
usa,139929,36.0
usa,139935,
usa,139937,
usa,139938,47.0
usa,139940,
usa,139944,34.0
usa,139946,61.0
usa,139948,
usa,139950,
usa,139952,
usa,139957,22.0
usa,139963,
usa,139965,40.0
usa,139970,
usa,139972,29.0
usa,139978,20.0
usa,139979,14.0
usa,139981,32.0
usa,139983,22.0
usa,139984,
usa,139988,
usa,139990,14.0
usa,139992,22.0
usa,139993,
usa,139994,
usa,139995,
usa,139997,
usa,139998,31.0
usa,139999,35.0
usa,140001,30.0
usa,140002,
usa,140003,
usa,140004,33.0
usa,140006,20.0
usa,140014,48.0
usa,140015,
usa,140016,39.0
usa,140019,30.0
usa,140024,
usa,140025,
usa,140034,15.0
usa,140037,61.0
usa,140038,50.0
usa,140039,24.0
usa,140041,
usa,140042,49.0
usa,140045,35.0
usa,140046,
usa,140054,
usa,140068,22.0
usa,140074,
usa,140075,
usa,140077,
usa,140104,48.0
usa,140113,
usa,140115,27.0
usa,140123,
usa,140137,
usa,140148,17.0
usa,140151,
usa,140152,
usa,140154,
usa,140158,
usa,140159,
usa,140174,
usa,140176,
usa,140177,66.0
usa,140185,
usa,140202,
usa,140204,
usa,140207,
usa,140208,29.0
usa,140210,
usa,140211,38.0
usa,140214,18.0
usa,140216,16.0
usa,140218,
usa,140235,
usa,140236,62.0
usa,140241,28.0
usa,140245,
usa,140248,18.0
usa,140254,
usa,140256,51.0
usa,140257,
usa,140258,19.0
usa,140259,22.0
usa,140262,
usa,140270,
usa,140271,34.0
usa,140273,91.0
usa,140274,
usa,140285,30.0
usa,140286,
usa,140287,
usa,140289,
usa,140297,
usa,140298,26.0
usa,140302,
usa,140303,22.0
usa,140304,
usa,140309,48.0
usa,140310,
usa,140315,
usa,140325,28.0
usa,140326,
usa,140328,26.0
usa,140343,31.0
usa,140347,
usa,140352,
usa,140354,
usa,140355,28.0
usa,140361,52.0
usa,140363,37.0
usa,140373,
usa,140374,52.0
usa,140383,
usa,140384,
usa,140385,65.0
usa,140387,
usa,140401,19.0
usa,140406,
usa,140418,
usa,140426,
usa,140427,
usa,140433,34.0
usa,140434,
usa,140435,59.0
usa,140439,
usa,140440,77.0
usa,140446,
usa,140460,58.0
usa,140471,28.0
usa,140480,
usa,140484,38.0
usa,140489,
usa,140490,59.0
usa,140494,
usa,140495,56.0
usa,140509,
usa,140511,
usa,140516,13.0
usa,140518,44.0
usa,140519,
usa,140520,
usa,140521,35.0
usa,140522,19.0
usa,140523,
usa,140527,
usa,140529,
usa,140534,50.0
usa,140540,25.0
usa,140547,61.0
usa,140557,71.0
usa,140558,
usa,140561,34.0
usa,140563,
usa,140568,34.0
usa,140571,18.0
usa,140573,
usa,140575,29.0
usa,140576,29.0
usa,140578,
usa,140584,45.0
usa,140585,35.0
usa,140587,
usa,140589,54.0
usa,140600,20.0
usa,140601,
usa,140610,
usa,140614,32.0
usa,140617,
usa,140625,77.0
usa,140634,27.0
usa,140636,47.0
usa,140637,
usa,140638,12.0
usa,140640,21.0
usa,140642,55.0
usa,140643,37.0
usa,140646,44.0
usa,140647,
usa,140649,
usa,140654,
usa,140655,
usa,140656,
usa,140665,
usa,140668,
usa,140669,34.0
usa,140681,
usa,140683,35.0
usa,140684,18.0
usa,140686,
usa,140691,54.0
usa,140699,
usa,140700,18.0
usa,140706,64.0
usa,140707,8.0
usa,140715,
usa,140716,53.0
usa,140721,
usa,140722,21.0
usa,140728,38.0
usa,140729,24.0
usa,140731,76.0
usa,140733,32.0
usa,140734,43.0
usa,140735,23.0
usa,140738,
usa,140741,47.0
usa,140742,
usa,140744,33.0
usa,140746,
usa,140749,
usa,140753,
usa,140759,
usa,140760,
usa,140762,40.0
usa,140764,31.0
usa,140766,29.0
usa,140768,54.0
usa,140771,56.0
usa,140774,
usa,140775,
usa,140776,34.0
usa,140787,
usa,140818,
usa,140858,
usa,140861,36.0
usa,140885,
usa,140889,34.0
usa,140892,16.0
usa,140893,
usa,140895,31.0
usa,140896,20.0
usa,140897,
usa,140899,35.0
usa,140904,24.0
usa,140910,47.0
usa,140917,
usa,140921,
usa,140925,
usa,140926,63.0
usa,140929,
usa,140931,
usa,140936,34.0
usa,140937,34.0
usa,140939,62.0
usa,140942,54.0
usa,140943,46.0
usa,140944,
usa,140950,41.0
usa,140951,
usa,140952,
usa,140953,
usa,140954,52.0
usa,140957,25.0
usa,140958,32.0
usa,140959,59.0
usa,140961,
usa,140962,58.0
usa,140963,45.0
usa,140964,
usa,140965,45.0
usa,140966,51.0
usa,140969,
usa,140970,
usa,140975,
usa,140976,33.0
usa,140977,45.0
usa,140979,58.0
usa,140983,
usa,140987,49.0
usa,140988,
usa,140990,
usa,140992,
usa,140993,39.0
usa,140994,49.0
usa,140995,48.0
usa,140996,43.0
usa,141000,39.0
usa,141003,
usa,141004,
usa,141013,36.0
usa,141018,
usa,141020,
usa,141023,15.0
usa,141025,
usa,141027,37.0
usa,141028,16.0
usa,141029,
usa,141031,14.0
usa,141035,
usa,141037,20.0
usa,141038,
usa,141039,48.0
usa,141042,
usa,141050,
usa,141054,28.0
usa,141058,
usa,141060,
usa,141063,31.0
usa,141067,17.0
usa,141069,
usa,141079,22.0
usa,141084,
usa,141090,42.0
usa,141091,29.0
usa,141092,
usa,141096,57.0
usa,141100,23.0
usa,141102,
usa,141104,
usa,141107,
usa,141108,
usa,141115,
usa,141121,37.0
usa,141129,
usa,141131,
usa,141132,45.0
usa,141133,38.0
usa,141135,19.0
usa,141136,
usa,141137,
usa,141142,38.0
usa,141143,
usa,141149,
usa,141154,
usa,141155,
usa,141159,22.0
usa,141160,23.0
usa,141161,50.0
usa,141165,52.0
usa,141170,
usa,141171,
usa,141176,
usa,141180,
usa,141182,
usa,141187,47.0
usa,141188,
usa,141190,25.0
usa,141192,25.0
usa,141196,
usa,141197,22.0
usa,141209,19.0
usa,141221,22.0
usa,141224,59.0
usa,141236,
usa,141237,
usa,141238,
usa,141245,15.0
usa,141246,35.0
usa,141259,
usa,141260,18.0
usa,141261,
usa,141263,
usa,141265,16.0
usa,141266,
usa,141271,38.0
usa,141274,57.0
usa,141275,52.0
usa,141276,25.0
usa,141279,
usa,141280,
usa,141281,
usa,141283,
usa,141285,
usa,141286,
usa,141290,50.0
usa,141291,
usa,141293,
usa,141295,
usa,141298,26.0
usa,141299,34.0
usa,141301,
usa,141302,
usa,141303,
usa,141305,
usa,141306,23.0
usa,141308,22.0
usa,141314,
usa,141318,
usa,141321,19.0
usa,141332,58.0
usa,141340,
usa,141341,32.0
usa,141344,
usa,141345,
usa,141348,18.0
usa,141349,37.0
usa,141350,
usa,141351,31.0
usa,141355,
usa,141356,33.0
usa,141360,48.0
usa,141361,
usa,141364,
usa,141365,
usa,141366,
usa,141368,
usa,141369,20.0
usa,141370,20.0
usa,141380,38.0
usa,141381,16.0
usa,141383,
usa,141384,19.0
usa,141387,14.0
usa,141392,31.0
usa,141396,
usa,141403,41.0
usa,141404,
usa,141414,42.0
usa,141415,48.0
usa,141416,23.0
usa,141417,49.0
usa,141419,
usa,141420,
usa,141421,61.0
usa,141422,31.0
usa,141423,
usa,141424,15.0
usa,141427,28.0
usa,141429,
usa,141433,
usa,141436,
usa,141440,58.0
usa,141442,36.0
usa,141443,
usa,141445,
usa,141449,
usa,141452,
usa,141453,21.0
usa,141454,
usa,141455,
usa,141456,21.0
usa,141457,56.0
usa,141464,46.0
usa,141465,
usa,141469,
usa,141473,38.0
usa,141474,40.0
usa,141475,51.0
usa,141476,18.0
usa,141477,
usa,141478,48.0
usa,141479,
usa,141480,40.0
usa,141482,
usa,141483,30.0
usa,141484,59.0
usa,141487,
usa,141488,
usa,141489,
usa,141492,
usa,141498,
usa,141499,44.0
usa,141504,33.0
usa,141505,32.0
usa,141507,
usa,141508,24.0
usa,141510,
usa,141512,
usa,141513,25.0
usa,141514,22.0
usa,141517,
usa,141519,
usa,141522,
usa,141523,38.0
usa,141524,58.0
usa,141525,28.0
usa,141527,30.0
usa,141528,
usa,141529,66.0
usa,141532,40.0
usa,141534,61.0
usa,141535,
usa,141536,
usa,141537,69.0
usa,141538,
usa,141539,55.0
usa,141542,
usa,141544,
usa,141545,47.0
usa,141546,47.0
usa,141552,28.0
usa,141556,21.0
usa,141557,44.0
usa,141559,30.0
usa,141560,
usa,141561,
usa,141563,31.0
usa,141566,32.0
usa,141567,
usa,141570,64.0
usa,141572,
usa,141573,28.0
usa,141576,29.0
usa,141577,43.0
usa,141578,41.0
usa,141579,
usa,141580,
usa,141581,
usa,141582,54.0
usa,141583,
usa,141586,
usa,141587,18.0
usa,141589,16.0
usa,141590,
usa,141591,
usa,141592,
usa,141593,
usa,141594,50.0
usa,141595,40.0
usa,141596,22.0
usa,141597,39.0
usa,141599,
usa,141602,39.0
usa,141603,
usa,141607,
usa,141612,34.0
usa,141614,
usa,141619,
usa,141622,24.0
usa,141625,33.0
usa,141626,
usa,141627,24.0
usa,141632,33.0
usa,141636,34.0
usa,141642,28.0
usa,141643,
usa,141645,
usa,141646,39.0
usa,141647,21.0
usa,141653,38.0
usa,141654,24.0
usa,141655,
usa,141664,39.0
usa,141666,42.0
usa,141667,
usa,141668,28.0
usa,141670,27.0
usa,141681,
usa,141684,33.0
usa,141685,37.0
usa,141686,44.0
usa,141691,
usa,141692,55.0
usa,141698,49.0
usa,141700,45.0
usa,141705,52.0
usa,141706,29.0
usa,141708,
usa,141711,
usa,141712,
usa,141714,
usa,141715,53.0
usa,141717,50.0
usa,141718,35.0
usa,141720,67.0
usa,141721,
usa,141722,52.0
usa,141724,37.0
usa,141726,48.0
usa,141728,
usa,141731,39.0
usa,141732,46.0
usa,141736,32.0
usa,141739,51.0
usa,141742,48.0
usa,141755,1.0
usa,141756,
usa,141759,
usa,141767,
usa,141768,
usa,141770,35.0
usa,141776,
usa,141778,
usa,141781,
usa,141803,24.0
usa,141804,
usa,141809,34.0
usa,141815,
usa,141816,52.0
usa,141822,
usa,141823,41.0
usa,141824,
usa,141828,23.0
usa,141830,25.0
usa,141833,
usa,141835,
usa,141838,18.0
usa,141839,
usa,141841,
usa,141844,16.0
usa,141846,
usa,141849,
usa,141852,
usa,141854,
usa,141855,
usa,141856,30.0
usa,141858,
usa,141859,
usa,141863,
usa,141865,
usa,141866,45.0
usa,141867,44.0
usa,141868,
usa,141872,
usa,141873,
usa,141874,47.0
usa,141880,
usa,141881,
usa,141883,
usa,141884,
usa,141885,
usa,141887,57.0
usa,141889,
usa,141890,18.0
usa,141893,
usa,141897,43.0
usa,141898,30.0
usa,141899,42.0
usa,141903,
usa,141905,59.0
usa,141910,
usa,141911,56.0
usa,141912,38.0
usa,141918,
usa,141919,32.0
usa,141921,54.0
usa,141922,
usa,141924,
usa,141925,32.0
usa,141926,32.0
usa,141927,29.0
usa,141928,63.0
usa,141929,29.0
usa,141932,31.0
usa,141936,70.0
usa,141938,25.0
usa,141941,52.0
usa,141946,
usa,141947,39.0
usa,141950,
usa,141951,30.0
usa,141955,57.0
usa,141959,
usa,141963,
usa,141964,0.0
usa,141968,
usa,141969,
usa,141970,
usa,141972,
usa,141973,41.0
usa,141975,43.0
usa,141977,
usa,141979,51.0
usa,141980,
usa,141981,52.0
usa,141982,
usa,141983,
usa,141990,
usa,141996,22.0
usa,141999,53.0
usa,142000,37.0
usa,142001,36.0
usa,142002,
usa,142003,45.0
usa,142004,59.0
usa,142007,62.0
usa,142008,
usa,142009,22.0
usa,142011,55.0
usa,142013,65.0
usa,142014,
usa,142016,
usa,142018,30.0
usa,142019,29.0
usa,142021,25.0
usa,142022,
usa,142023,52.0
usa,142027,
usa,142029,
usa,142030,
usa,142032,46.0
usa,142033,
usa,142034,54.0
usa,142035,51.0
usa,142036,
usa,142037,
usa,142038,
usa,142042,45.0
usa,142043,
usa,142044,47.0
usa,142045,40.0
usa,142046,52.0
usa,142047,50.0
usa,142048,
usa,142049,
usa,142050,
usa,142053,
usa,142054,
usa,142056,
usa,142058,
usa,142060,34.0
usa,142061,
usa,142066,
usa,142067,73.0
usa,142069,
usa,142070,
usa,142071,48.0
usa,142072,
usa,142073,52.0
usa,142075,
usa,142078,58.0
usa,142079,
usa,142085,
usa,142089,53.0
usa,142092,
usa,142095,
usa,142099,34.0
usa,142101,55.0
usa,142107,
usa,142108,
usa,142111,49.0
usa,142112,
usa,142113,43.0
usa,142114,0.0
usa,142117,
usa,142118,54.0
usa,142119,20.0
usa,142122,
usa,142128,
usa,142131,
usa,142137,
usa,142141,
usa,142144,
usa,142145,53.0
usa,142148,41.0
usa,142152,
usa,142153,43.0
usa,142155,
usa,142158,46.0
usa,142161,34.0
usa,142163,
usa,142164,
usa,142166,
usa,142167,
usa,142168,
usa,142169,25.0
usa,142173,
usa,142175,65.0
usa,142180,30.0
usa,142184,
usa,142188,55.0
usa,142191,19.0
usa,142193,18.0
usa,142195,
usa,142196,36.0
usa,142197,
usa,142198,33.0
usa,142201,
usa,142205,30.0
usa,142207,
usa,142208,20.0
usa,142209,
usa,142217,19.0
usa,142230,42.0
usa,142234,22.0
usa,142238,
usa,142249,
usa,142251,19.0
usa,142252,
usa,142260,
usa,142264,
usa,142266,36.0
usa,142280,
usa,142287,
usa,142289,32.0
usa,142291,
usa,142299,34.0
usa,142301,
usa,142303,
usa,142304,
usa,142310,50.0
usa,142312,
usa,142313,51.0
usa,142319,
usa,142330,57.0
