isbn,Cluster,rating
0345440056,0,0.0
0345440064,0,4.0
0345440110,0,0.0
0345440145,0,7.25
034544017X,0,7.0
0345440919,0,7.0
0345441036,0,5.0
0345441044,0,5.0
0345441109,0,8.0
0345441265,0,4.0
0345441451,0,7.0
0345441613,0,0.0
0345441753,0,0.0
0345441761,0,8.0
034544177X,0,9.0
0345442253,0,0.0
0345442741,0,9.0
0345442822,0,4.5
0345443020,0,3.0
0345443055,0,9.0
0345443128,0,2.5
0345443225,0,7.0
0345443284,0,4.317073170731708
0345443381,0,3.5
0345444108,0,7.0
034544454X,0,8.0
0345444884,0,2.6666666666666665
0345444892,0,0.0
0345445732,0,0.0
0345445848,0,3.0
0345446666,0,2.5
0345446860,0,6.235294117647059
0345446984,0,2.5
0345447409,0,6.5
0345447832,0,5.6
0345447840,0,3.4166666666666665
0345447859,0,0.0
0345447867,0,3.0
0345447980,0,0.0
0345448200,0,5.5
0345448359,0,0.0
0345448820,0,10.0
0345448928,0,0.0
0345449126,0,10.0
0345449347,0,3.4615384615384617
0345449835,0,0.0
0345450051,0,3.5
0345450264,0,10.0
0345450280,0,0.0
0345450663,0,3.5
0345450698,0,5.666666666666667
0345450728,0,5.0
0345450892,0,3.3333333333333335
0345450930,0,5.0
034545104X,0,2.75
0345451147,0,5.0
0345451260,0,0.0
0345451325,0,0.0
0345451945,0,0.0
0345452569,0,5.666666666666667
0345452577,0,7.0
0345452704,0,0.0
0345452771,0,9.0
0345453328,0,0.0
0345453387,0,8.0
0345453743,0,9.0
0345453816,0,2.8
0345454073,0,5.5
0345455762,0,0.0
0345456939,0,0.0
0345458303,0,5.0
0345459806,0,0.0
0345460359,0,0.0
0345461967,0,6.0
0345465083,0,3.1538461538461537
0345467493,0,5.0
0345468694,0,0.0
0345476875,0,0.0
0349105715,0,4.5
0349105847,0,0.0
0349105995,0,8.0
0349106851,0,7.0
0349107343,0,0.0
0349107688,0,6.0
0349108552,0,7.0
0349109028,0,7.0
0349112231,0,0.0
0349112894,0,0.0
034911319X,0,7.0
0349114021,0,0.0
0349115125,0,0.0
0349130124,0,0.0
0373028350,0,10.0
0373029780,0,10.0
037303458X,0,6.0
0373036736,0,8.0
0373076444,0,0.0
0373077513,0,5.0
0373078234,0,8.0
0373079680,0,10.0
0373079737,0,6.5
0373098847,0,5.0
0373108540,0,5.0
0373109040,0,5.0
0373114346,0,0.0
0373115350,0,6.0
0373118708,0,6.0
0373121873,0,0.0
0373122624,0,0.0
0373122810,0,9.0
037312287X,0,2.5
0373122926,0,7.0
0373123272,0,8.0
0373123337,0,0.0
0373163215,0,0.0
0373165633,0,8.0
037316601X,0,0.0
0373166931,0,10.0
037316775X,0,10.0
0373167784,0,1.5
0373168284,0,6.0
0373168594,0,0.0
0373169655,0,0.0
0373169736,0,5.0
0373185111,0,8.0
0373185154,0,8.0
0373195222,0,8.0
0373196040,0,10.0
0373196148,0,8.0
0373196164,0,0.0
0373196652,0,0.0
0373196946,0,0.0
0373201249,0,9.0
0373201788,0,10.0
0373217374,0,0.0
0373218192,0,6.0
0373218397,0,3.727272727272727
0373218400,0,5.75
0373218427,0,3.0
0373218443,0,7.0
0373218486,0,3.5
0373218575,0,8.0
0373218974,0,7.0
0373222343,0,5.0
0373222734,0,7.0
037322348X,0,7.0
037322365X,0,10.0
0373224044,0,0.0
0373224435,0,10.0
0373225954,0,5.0
0373226055,0,0.0
0373226136,0,0.0
0373226144,0,0.0
0373226152,0,0.0
0373226373,0,5.0
0373226594,0,0.0
0373226659,0,6.0
0373226861,0,8.0
0373242026,0,0.0
0373242328,0,9.0
0373243286,0,4.5
0373243758,0,0.0
0373244320,0,10.0
0373244401,0,0.0
0373244487,0,7.0
0373244614,0,0.0
0373244665,0,0.0
0373244770,0,0.0
0373245343,0,0.0
0373250118,0,4.0
0373250134,0,6.5
0373250142,0,6.0
0373250150,0,7.0
0373250177,0,5.0
0373250207,0,4.666666666666667
0373250258,0,2.0
0373250266,0,5.0
0373250282,0,6.0
0373250304,0,7.5
037325041X,0,0.0
037325055X,0,4.0
0373259328,0,10.0
0373259824,0,10.0
0373260474,0,5.0
0373260636,0,5.0
0373261020,0,8.0
0373261152,0,6.0
037326142X,0,2.0
0373262183,0,8.0
0373262361,0,7.0
0373262833,0,8.0
037326285X,0,9.0
037326299X,0,8.0
0373263597,0,0.0
0373263856,0,8.0
0373264011,0,7.0
0373264151,0,0.0
0373264313,0,8.0
0373264372,0,7.0
0373271395,0,0.0
0373271913,0,6.0
037328702X,0,0.0
0373288689,0,0.0
0373289073,0,8.0
037328974X,0,0.0
0373289936,0,3.0
0373290012,0,8.0
0373290055,0,0.0
0373290527,0,0.0
0373290705,0,0.0
0373291221,0,0.0
0373291639,0,2.0
0373291906,0,10.0
0373292309,0,5.0
0373292406,0,0.0
0373303025,0,0.0
0373303092,0,0.0
037338713X,0,0.0
0373441622,0,0.0
0373482949,0,0.0
0373483171,0,0.0
0373483503,0,7.0
0373483899,0,0.0
0373483902,0,0.0
0373484003,0,5.25
0373484070,0,5.0
0373484224,0,0.0
0373484410,0,4.0
0373484429,0,7.75
0373484577,0,5.333333333333333
0373484887,0,1.6666666666666667
0373484895,0,7.0
0373511809,0,4.5
0373614896,0,0.0
037362560X,0,0.0
0373650248,0,7.0
0373702604,0,7.0
0373704526,0,7.5
0373705603,0,0.0
0373706367,0,8.0
0373706642,0,0.0
0373706758,0,7.0
0373706871,0,0.0
0373706898,0,5.0
0373707169,0,8.0
0373707576,0,0.0
0373707738,0,0.0
0373708122,0,8.0
0373708173,0,10.0
0373709250,0,0.0
0373709366,0,7.0
0373709722,0,7.0
0373710178,0,0.0
0373710607,0,0.0
0373710666,0,0.0
0373710828,0,8.0
0373711018,0,0.0
0373711034,0,0.0
0373711735,0,8.0
0373712006,0,8.0
0373712022,0,0.0
0373760639,0,9.0
0373763808,0,8.0
0373763859,0,0.0
0373790465,0,0.0
0373790554,0,10.0
0373825013,0,0.0
0373833458,0,0.0
0373834225,0,6.0
0373834330,0,0.0
0373834942,0,0.0
0373835000,0,0.0
0373835124,0,4.0
0373835132,0,0.0
0373835213,0,0.0
0373835280,0,10.0
0373835418,0,0.0
0373835698,0,3.5
0373870701,0,0.0
0373870752,0,0.0
0373870833,0,6.0
0373871279,0,4.5
0373871295,0,7.0
0373871384,0,7.0
0373871627,0,8.0
0373871651,0,7.0
0373871864,0,10.0
0373871988,0,0.0
0373872127,0,8.0
037387216X,0,8.0
0373872194,0,8.0
0373872224,0,4.0
0373872321,0,7.0
0374109591,0,0.0
0374121230,0,5.333333333333333
0374129851,0,0.0
0374129983,0,4.3
0374132771,0,0.0
0374153248,0,0.0
0374155240,0,0.0
0374157065,0,0.0
0374167168,0,5.0
0374172471,0,0.0
0374172897,0,5.8
0374179921,0,5.0
0374184232,0,3.0
0374199698,0,2.6666666666666665
0374211795,0,6.0
0374216495,0,4.5
0374230072,0,3.0
0374250995,0,10.0
0374265011,0,5.0
0374266441,0,7.0
0374270325,0,1.6
0374281602,0,7.142857142857143
0374281866,0,1.0
0374281947,0,3.6666666666666665
0374284385,0,8.0
0374302995,0,10.0
0374371520,0,6.333333333333333
0374436274,0,8.0
0374461554,0,10.0
0374505845,0,0.0
0374517231,0,9.0
0374522871,0,5.0
0374524912,0,6.0
0374525102,0,7.0
0374525455,0,6.0
0374525609,0,0.0
0374525838,0,0.0
0374526001,0,8.0
0374526575,0,0.0
0374527075,0,8.0
0374527229,0,5.0
0375400060,0,6.0
0375400117,0,6.5
0375400206,0,0.0
0375400249,0,10.0
0375400370,0,9.0
0375401024,0,8.0
0375401067,0,10.0
0375401296,0,8.0
0375401318,0,4.0
0375401334,0,7.0
0375401598,0,1.75
0375401601,0,2.4
0375401989,0,3.0
037540256X,0,5.666666666666667
0375402608,0,7.0
0375404481,0,6.5
0375404929,0,7.666666666666667
0375405445,0,7.0
0375405461,0,0.0
0375405909,0,0.0
037540600X,0,0.0
0375406182,0,1.3333333333333333
0375406328,0,4.0
0375406530,0,6.125
0375407340,0,2.6666666666666665
0375407375,0,0.0
0375407561,0,10.0
0375407707,0,9.0
037540838X,0,0.0
0375409009,0,9.5
0375409297,0,8.0
0375409378,0,8.0
0375410090,0,0.0
0375410198,0,7.0
0375410538,0,3.2222222222222223
0375410627,0,4.5
0375410635,0,10.0
037541066X,0,0.0
0375410767,0,0.0
0375410775,0,5.0
0375410848,0,2.6666666666666665
0375411070,0,6.0
0375411453,0,7.0
0375411550,0,8.0
0375411798,0,5.0
0375412174,0,0.0
0375412328,0,8.0
0375412824,0,5.615384615384615
0375412999,0,0.0
0375413006,0,6.5
037541309X,0,4.416666666666667
0375413278,0,10.0
0375413634,0,3.8333333333333335
0375413901,0,0.0
0375413936,0,5.0
0375414576,0,0.0
0375414657,0,5.333333333333333
0375414827,0,0.0
0375415319,0,0.0
0375415475,0,0.0
0375420770,0,10.0
0375420924,0,5.0
0375421319,0,5.0
0375421440,0,4.0
0375421556,0,8.0
0375421726,0,8.0
0375421882,0,0.0
0375422021,0,9.0
0375422145,0,0.0
0375422412,0,7.0
0375500049,0,0.0
0375500227,0,5.0
0375500332,0,7.0
0375500510,0,7.285714285714286
0375500642,0,0.0
0375500685,0,3.0
0375500693,0,0.0
0375500766,0,0.0
0375500898,0,8.0
0375501096,0,0.0
0375501207,0,8.0
0375501215,0,0.0
0375501347,0,3.75
0375501371,0,1.0
037550155X,0,10.0
0375501851,0,7.0
037550186X,0,5.0
0375502238,0,4.8
0375502254,0,8.0
0375502505,0,5.5
0375502548,0,3.5
0375502777,0,0.0
0375502971,0,7.5
037550298X,0,7.0
0375503269,0,0.0
0375503315,0,9.0
037550334X,0,0.0
0375503641,0,0.0
0375503994,0,7.0
0375504044,0,8.0
0375504141,0,6.0
0375504397,0,3.1666666666666665
0375504907,0,0.0
0375505008,0,8.0
0375505660,0,0.0
0375506276,0,5.375
0375506381,0,8.0
0375506764,0,3.3333333333333335
0375507248,0,9.0
0375507280,0,6.0
0375507493,0,7.0
0375507817,0,6.5
037550852X,0,9.0
037550883X,0,6.0
0375700110,0,9.0
0375700234,0,0.0
0375700269,0,7.333333333333333
0375700293,0,5.0
037570051X,0,8.0
0375700676,0,0.0
0375700757,0,5.689655172413793
0375700811,0,0.0
0375700889,0,7.0
0375701044,0,0.0
0375701214,0,6.333333333333333
0375701230,0,8.0
0375701427,0,7.0
0375701524,0,3.5
0375701907,0,7.2
0375701966,0,5.0
0375702105,0,9.0
0375702180,0,0.0
0375702628,0,0.0
0375702652,0,2.5
0375702709,0,4.842105263157895
0375703373,0,5.666666666666667
0375703675,0,7.0
0375703764,0,2.7142857142857144
0375703861,0,2.3333333333333335
0375704043,0,8.0
0375704299,0,7.0
0375704434,0,9.0
0375704558,0,6.0
0375704760,0,8.0
0375704779,0,7.0
0375704825,0,5.0
0375704833,0,10.0
037570504X,0,5.111111111111111
0375705171,0,9.0
0375705767,0,9.0
0375705856,0,1.7777777777777777
0375705899,0,0.0
0375705929,0,3.0
0375706062,0,4.666666666666667
0375706135,0,6.5
0375706143,0,8.0
0375706410,0,4.857142857142857
0375706429,0,9.0
0375706690,0,0.0
0375706852,0,0.0
0375707093,0,9.0
037570714X,0,0.0
0375707166,0,2.6666666666666665
037570731X,0,9.0
0375707425,0,5.666666666666667
037570745X,0,9.0
0375707492,0,0.0
0375707549,0,8.0
0375707859,0,6.0
0375707972,0,3.925925925925926
0375708111,0,0.0
0375708278,0,6.2
0375708448,0,7.5
0375708731,0,0.0
0375708820,0,0.0
0375709045,0,0.0
037570910X,0,5.285714285714286
0375709118,0,3.5
0375709223,0,8.0
037570924X,0,5.666666666666667
0375712925,0,0.8333333333333334
0375712992,0,0.0
037571328X,0,5.0
0375714499,0,7.0
0375719180,0,4.125
0375719296,0,7.0
0375724370,0,7.2
0375724400,0,4.2
0375724443,0,8.0
0375724834,0,5.0
0375724842,0,0.0
0375724850,0,0.0
0375725334,0,8.0
0375725504,0,0.0
0375725601,0,8.0
0375725784,0,4.166666666666667
0375725849,0,5.333333333333333
0375726055,0,8.0
0375726349,0,5.6
0375726403,0,5.473684210526316
0375726624,0,8.0
0375726632,0,4.0
0375727132,0,7.0
0375750223,0,0.0
0375752285,0,0.0
037575315X,0,10.0
0375753206,0,0.0
0375753834,0,9.0
0375756744,0,0.0
0375756787,0,10.0
0375756981,0,2.5
0375757023,0,6.0
0375757910,0,9.0
0375758232,0,0.0
0375758267,0,0.0
0375758437,0,0.0
0375758453,0,2.5
0375758518,0,10.0
0375758682,0,7.0
0375758771,0,8.0
0375759409,0,8.0
0375759778,0,9.0
037576030X,0,0.0
0375760628,0,0.0
0375760903,0,7.0
0375760911,0,6.5
037576139X,0,8.5
0375804420,0,10.0
0375813691,0,8.0
037581373X,0,9.0
0375824995,0,10.0
0380000490,0,8.0
0380000830,0,8.0
0380001373,0,7.0
0380001411,0,5.666666666666667
0380001756,0,0.0
0380002450,0,0.0
0380002930,0,5.166666666666667
038000321X,0,4.333333333333333
0380005239,0,5.75
038000917X,0,7.5
038001002X,0,0.0
0380012057,0,8.0
0380013207,0,10.0
0380014300,0,8.0
038001503X,0,8.333333333333334
0380015188,0,8.0
0380016974,0,10.0
0380016990,0,0.0
0380017601,0,8.0
0380017962,0,5.666666666666667
0380018179,0,4.833333333333333
0380379783,0,0.0
0380399415,0,8.0
0380432811,0,0.0
0380443880,0,8.0
0380472821,0,9.0
0380521679,0,2.5
0380599317,0,8.0
038059949X,0,6.5
0380600129,0,0.0
0380603438,0,0.0
0380603926,0,0.0
0380619458,0,2.6666666666666665
0380633132,0,0.0
0380633213,0,5.0
0380646420,0,0.0
0380690543,0,0.0
0380698439,0,2.3333333333333335
0380700468,0,0.0
0380700700,0,5.0
0380700972,0,0.0
0380701340,0,0.0
0380701510,0,4.0
0380702754,0,0.0
0380704587,0,7.0
038070563X,0,6.0
0380706717,0,9.0
0380707780,0,8.0
0380707799,0,9.0
0380708353,0,0.0
0380708388,0,10.0
0380708922,0,8.0
0380709562,0,7.0
0380710005,0,4.5
0380710218,0,6.333333333333333
0380710722,0,2.0
0380710811,0,8.0
0380710897,0,2.3333333333333335
0380711044,0,0.0
0380711109,0,0.0
038071129X,0,7.0
0380711346,0,5.0
0380711524,0,4.0
0380711532,0,5.0
0380711613,0,0.0
0380711699,0,3.0
0380712962,0,8.0
0380713098,0,0.0
0380713829,0,0.0
0380714590,0,8.0
0380714752,0,6.75
0380714868,0,0.0
0380715430,0,0.0
0380715775,0,0.0
0380715899,0,4.0
0380715929,0,6.5
0380716542,0,5.25
0380716569,0,9.0
038071681X,0,8.0
0380717018,0,4.0
0380717123,0,0.0
0380717158,0,9.0
0380718332,0,3.75
0380718340,0,7.0
0380718367,0,2.5
0380718472,0,0.0
0380718839,0,10.0
038071907X,0,2.3333333333333335
0380719231,0,0.0
0380719541,0,8.0
038071972X,0,0.0
038071986X,0,6.0
0380720191,0,0.0
0380720817,0,4.0
038072118X,0,1.6666666666666667
038072121X,0,4.0
038072152X,0,3.5
0380722178,0,0.0
0380722704,0,0.0
0380722992,0,0.0
0380723085,0,5.0
038072362X,0,3.5
0380724987,0,0.0
0380725576,0,2.6666666666666665
0380725584,0,2.3333333333333335
0380725703,0,5.0
0380725789,0,7.0
0380725827,0,1.4285714285714286
0380725835,0,0.0
0380726246,0,6.0
0380726254,0,4.6
0380726769,0,0.0
0380727021,0,0.0
0380727293,0,4.0
0380727501,0,6.111111111111111
038072751X,0,10.0
0380727617,0,7.0
0380727625,0,0.0
0380727668,0,10.0
0380728184,0,6.5
0380728249,0,8.0
0380728265,0,9.0
0380728729,0,6.5
0380728753,0,5.0
0380729105,0,5.0
0380729342,0,3.5
0380729369,0,6.0
0380729407,0,3.5
0380729725,0,3.5
0380729881,0,8.0
0380730138,0,4.285714285714286
0380730200,0,2.6666666666666665
0380730391,0,9.0
0380730790,0,0.0
0380730820,0,1.6666666666666667
0380731304,0,0.0
0380731339,0,1.5
0380731363,0,8.0
0380731592,0,8.0
0380731606,0,5.0
0380731649,0,0.0
0380731754,0,6.0
0380731770,0,6.0
0380731851,0,3.5
0380731983,0,10.0
0380732149,0,4.0
0380732181,0,9.0
0380732238,0,0.0
0380732300,0,8.0
0380732335,0,8.5
0380732602,0,1.0
0380732858,0,9.0
038073298X,0,8.0
0380733234,0,0.0
0380733285,0,10.0
0380733358,0,0.0
0380733390,0,6.0
0380751399,0,8.5
0380752891,0,0.0
0380753014,0,4.0
0380754843,0,0.0
0380755548,0,9.0
038075567X,0,0.0
0380756269,0,8.0
0380756315,0,0.0
0380756617,0,5.0
0380757478,0,8.0
0380757680,0,0.0
038075827X,0,8.0
038075889X,0,10.0
0380759489,0,0.0
0380762587,0,4.0
038076282X,0,0.0
0380764008,0,4.0
0380765454,0,6.6
0380765462,0,3.5
0380765489,0,8.0
0380769336,0,8.0
0380769530,0,0.0
0380769557,0,8.0
0380769670,0,0.0
0380772469,0,6.0
0380773805,0,8.5
0380774933,0,10.0
0380775980,0,5.0
0380776162,0,9.0
0380776332,0,7.0
0380776510,0,0.0
0380776545,0,5.0
0380776847,0,10.0
0380777150,0,4.333333333333333
0380777207,0,0.0
0380778556,0,4.2
0380779412,0,0.0
0380780240,0,5.0
0380780429,0,4.0
0380780615,0,7.0
0380782332,0,0.0
0380782782,0,10.0
0380783398,0,0.0
0380783703,0,0.0
0380786044,0,0.0
0380786095,0,9.0
0380787075,0,2.5
0380788063,0,6.0
0380788136,0,7.0
0380788314,0,6.0
0380788624,0,8.333333333333334
0380788683,0,4.0
0380788691,0,4.0
0380789019,0,5.0
0380789035,0,6.4
0380789612,0,4.0
0380789884,0,7.666666666666667
0380789892,0,4.0
0380790122,0,0.0
0380790289,0,0.0
0380790424,0,0.0
0380790882,0,3.5
0380790890,0,0.0
0380791242,0,4.5
0380791366,0,0.0
0380791382,0,0.0
0380792486,0,5.5
0380792494,0,8.5
0380792648,0,0.0
0380792885,0,8.0
0380793245,0,7.0
0380793253,0,8.0
0380793474,0,3.25
0380793482,0,0.0
0380793660,0,5.0
0380794489,0,4.0
0380794497,0,6.0
0380794691,0,0.0
038079487X,0,5.545454545454546
0380795116,0,2.5
0380795507,0,0.0
0380795655,0,8.0
0380795973,0,0.0
0380796104,0,7.0
0380797259,0,7.5
0380797488,0,9.0
0380798271,0,0.0
0380798468,0,0.0
0380798565,0,3.5
0380798573,0,0.0
0380798913,0,4.0
0380799367,0,9.0
0380799375,0,7.0
038079960X,0,0.0
0380800225,0,9.0
0380800802,0,0.0
0380802279,0,0.0
0380802325,0,2.6666666666666665
038080297X,0,4.0
0380803097,0,4.0
0380803100,0,0.0
038080316X,0,8.0
0380803518,0,0.0
0380803682,0,0.0
0380804387,0,7.0
0380804557,0,6.25
0380804697,0,7.5
0380804700,0,0.0
0380804840,0,5.0
0380804883,0,5.666666666666667
0380805421,0,2.0
0380805596,0,3.0
0380805995,0,4.857142857142857
0380807343,0,7.0
0380807459,0,9.0
0380807718,0,6.0
0380807947,0,6.0
038080803X,0,8.0
0380808072,0,5.0
038080817X,0,7.0
0380809168,0,0.0
0380809362,0,8.5
0380810298,0,5.666666666666667
038081093X,0,2.6666666666666665
0380811065,0,5.0
0380812002,0,4.0
0380812525,0,0.0
0380812916,0,0.0
0380813815,0,0.0
0380813866,0,6.0
0380813963,0,10.0
0380814021,0,2.5
0380814714,0,5.0
038081479X,0,2.5
0380815516,0,0.0
0380815613,0,2.6666666666666665
0380816547,0,8.0
0380816822,0,7.0
0380817160,0,0.0
0380817446,0,5.666666666666667
0380817705,0,8.0
038081840X,0,5.0
0380818655,0,5.0
0380818973,0,6.0
038081904X,0,4.0
0380819376,0,7.0
0380819546,0,6.0
0380819570,0,10.0
0380819627,0,0.0
0380819724,0,4.0
0380820145,0,3.3333333333333335
0380820536,0,10.0
0380820838,0,9.0
038082101X,0,3.2222222222222223
0380841940,0,8.0
0380864886,0,0.0
0380892847,0,7.0
0380896389,0,0.0
0380896931,0,9.0
0380898527,0,10.0
0380899515,0,5.0
038089968X,0,8.0
0380973014,0,6.0
0380973081,0,5.0
0380973464,0,0.0
0380973545,0,5.666666666666667
0380973626,0,7.0
0380973650,0,3.5
038097391X,0,0.0
0380974061,0,0.0
0380974282,0,8.0
0380974657,0,8.0
0380974991,0,6.0
0380975351,0,7.0
0380975661,0,5.0
038097570X,0,0.0
0380976110,0,0.0
038097617X,0,0.0
0380977273,0,0.0
038097729X,0,7.666666666666667
0380977303,0,8.0
0380977346,0,8.0
0380977672,0,0.0
0380978091,0,7.0
0380978369,0,3.0
0380978407,0,10.0
0380978547,0,2.5
0380978563,0,0.0
0380978857,0,0.0
0380978865,0,0.0
0380978954,0,6.333333333333333
0385005733,0,7.0
0385025866,0,8.0
0385031009,0,10.0
0385037244,0,6.0
0385053126,0,9.0
0385065493,0,0.0
0385074077,0,2.0
0385121598,0,9.0
0385129076,0,0.0
038515951X,0,4.0
0385173857,0,7.0
0385175612,0,8.0
0385177216,0,7.0
0385181019,0,10.0
0385187858,0,8.0
0385188838,0,8.0
0385190956,0,0.0
0385195362,0,8.0
0385199570,0,6.5
038523743X,0,8.0
0385238614,0,3.0
0385239408,0,10.0
0385240716,0,8.5
0385240872,0,7.0
0385246358,0,4.0
0385247729,0,5.666666666666667
0385247958,0,4.0
0385249683,0,8.0
0385254520,0,8.0
0385258070,0,0.0
0385260431,0,7.0
0385260458,0,9.0
0385261470,0,4.5
0385262183,0,0.0
0385263317,0,7.0
0385265565,0,9.0
0385265700,0,5.16
0385267010,0,0.0
0385267746,0,8.0
0385267932,0,0.0
0385285965,0,3.0
0385290101,0,0.0
0385294409,0,0.0
0385295081,0,8.0
0385295499,0,0.0
0385297548,0,5.0
0385298811,0,0.0
0385299095,0,0.0
0385299109,0,0.0
038529932X,0,7.0
0385299338,0,0.0
0385299850,0,8.0
0385301421,0,8.0
0385302274,0,7.0
0385302967,0,0.0
0385303122,0,8.0
0385306024,0,3.6
0385306032,0,8.0
0385306040,0,10.0
0385307756,0,5.666666666666667
0385311214,0,0.0
038531177X,0,9.0
0385311923,0,6.0
0385312113,0,8.0
0385312202,0,2.8
0385312431,0,6.0
038531258X,0,7.333333333333333
0385312636,0,4.0
0385312660,0,8.0
0385312725,0,8.0
0385313012,0,4.0
0385313543,0,7.0
0385313632,0,9.0
0385313667,0,0.0
0385314043,0,9.0
0385314256,0,0.0
0385314280,0,4.333333333333333
0385314698,0,1.1666666666666667
0385314744,0,4.75
0385315082,0,4.0
0385315147,0,4.5
0385315236,0,6.636363636363637
0385315279,0,4.5
0385315287,0,0.0
0385315724,0,6.2
0385316348,0,0.0
0385316364,0,3.0
0385316577,0,0.0
0385316860,0,5.5
0385316879,0,9.0
0385316917,0,5.0
038531695X,0,7.0
038531700X,0,8.5
0385317018,0,9.0
038531826X,0,0.0
0385318294,0,0.0
0385318782,0,7.5
0385319037,0,1.2857142857142858
0385319207,0,0.0
0385319258,0,0.0
0385319444,0,3.909090909090909
0385319568,0,9.0
0385319576,0,0.0
0385319606,0,0.0
038531972X,0,0.0
038531986X,0,8.0
0385319932,0,8.0
0385319940,0,4.5
038532006X,0,0.0
0385320108,0,0.0
0385321589,0,10.0
0385323638,0,7.0
0385323921,0,0.0
0385324057,0,3.1
0385324081,0,7.0
0385326335,0,9.833333333333334
0385326750,0,8.0
038532748X,0,5.0
0385327587,0,6.5
0385332777,0,7.0
0385332963,0,0.0
0385333005,0,3.5
0385333064,0,3.0
038533320X,0,7.0
0385333277,0,3.5
0385333463,0,8.0
038533348X,0,8.0
0385333501,0,0.0
038533351X,0,8.0
0385333587,0,0.0
0385333595,0,4.0
0385333625,0,0.0
0385333692,0,6.0
0385333706,0,9.0
0385333846,0,8.0
0385333862,0,1.0
0385333900,0,9.0
0385333919,0,9.5
0385333927,0,4.5
038533396X,0,10.0
0385333986,0,7.0
038533401X,0,8.0
0385334036,0,5.9
0385334176,0,0.0
0385334206,0,1.6666666666666667
0385334230,0,10.0
0385334273,0,10.0
0385334389,0,0.0
0385334540,0,0.0
0385334583,0,0.0
0385334672,0,9.0
0385334702,0,0.0
0385334710,0,8.5
0385334729,0,0.0
0385334842,0,8.0
0385334931,0,7.0
0385334958,0,0.0
0385335105,0,0.0
0385335121,0,6.0
0385335210,0,0.0
0385335350,0,10.0
0385335377,0,0.0
0385335385,0,6.0
0385335407,0,4.0
0385335431,0,8.333333333333334
0385335466,0,3.6666666666666665
0385335482,0,5.588235294117647
0385335490,0,3.0
0385335520,0,8.0
0385335555,0,8.0
038533558X,0,7.666666666666667
0385335660,0,8.0
0385335679,0,3.5
0385335709,0,0.0
0385335881,0,3.5
0385336179,0,5.25
0385336195,0,7.0
0385336306,0,6.25
0385336314,0,8.0
0385336667,0,7.0
0385336799,0,0.0
0385337043,0,0.0
0385410999,0,9.0
0385414625,0,7.0
0385418485,0,0.0
0385419287,0,6.5
0385419937,0,0.0
0385420161,0,7.285714285714286
0385421311,0,7.0
0385421982,0,2.0
0385423357,0,0.0
0385424434,0,0.0
038542471X,0,1.75
0385425074,0,0.0
0385425473,0,4.6
0385425767,0,0.0
0385468148,0,4.0
0385468423,0,0.0
0385468687,0,0.0
0385469012,0,8.0
0385469705,0,7.0
0385471025,0,0.0
0385471874,0,10.0
0385472633,0,8.0
0385472943,0,4.2
0385474016,0,5.571428571428571
0385474180,0,9.0
0385474989,0,8.0
0385475098,0,0.0
0385475713,0,2.75
0385475772,0,5.888888888888889
038547699X,0,4.0
0385477058,0,8.0
0385477813,0,10.0
038547931X,0,7.5
0385479484,0,0.0
0385479565,0,4.076923076923077
0385479638,0,9.0
0385479662,0,0.0
0385479689,0,0.0
0385480016,0,5.25
0385480210,0,4.0
0385480539,0,0.0
0385481829,0,8.0
0385482388,0,4.75
0385482493,0,6.0
0385482515,0,0.0
0385483457,0,10.0
0385484011,0,5.0
0385484518,0,5.842105263157895
0385484887,0,0.0
0385485093,0,0.0
0385485107,0,9.0
0385485158,0,0.0
0385486588,0,0.0
0385486693,0,9.0
0385486758,0,0.0
0385487045,0,10.0
0385487142,0,7.0
0385488661,0,0.0
0385488858,0,5.0
0385488963,0,0.0
0385489056,0,6.0
0385489129,0,4.666666666666667
0385489595,0,0.0
0385489935,0,5.0
0385490445,0,4.5
0385490461,0,8.0
0385490550,0,0.0
0385490992,0,5.285714285714286
0385491050,0,5.0
0385491085,0,0.0
0385491247,0,0.0
0385491468,0,0.0
0385491808,0,0.0
0385492162,0,0.0
0385492413,0,5.0
0385492707,0,8.333333333333334
038549274X,0,6.4
0385492758,0,8.0
0385492782,0,8.0
0385493436,0,0.0
0385493584,0,7.0
0385493622,0,7.0
0385493800,0,5.875
0385494149,0,0.0
038549422X,0,9.0
0385494238,0,2.6666666666666665
0385494246,0,5.333333333333333
0385494785,0,9.0
0385495110,0,0.0
0385495226,0,10.0
0385495323,0,10.0
0385495382,0,0.0
0385495404,0,8.0
0385495439,0,8.0
0385495617,0,8.0
0385495641,0,8.0
038549565X,0,4.0
0385495676,0,5.0
0385495757,0,8.0
0385495838,0,8.0
0385495846,0,3.5
0385495854,0,8.0
0385496095,0,6.8
0385496842,0,6.0
0385497261,0,0.0
038549727X,0,0.0
0385497431,0,0.0
038549744X,0,4.0
0385497628,0,0.0
0385497946,0,0.0
0385498233,0,0.0
0385498411,0,8.0
038549842X,0,4.0
0385498799,0,5.75
0385498802,0,5.48
0385498837,0,8.0
0385499248,0,5.0
0385499825,0,9.25
0385499833,0,0.0
0385500866,0,10.0
038550117X,0,9.0
0385501404,0,0.0
0385501412,0,0.0
0385501560,0,3.8333333333333335
0385501722,0,0.0
0385502435,0,5.0
0385502737,0,8.5
0385502761,0,9.0
0385503008,0,0.0
0385503016,0,4.0
0385503466,0,8.0
038550361X,0,6.0
