,uid,age,country_id
42761,57944,60.0,40
42762,57945,60.0,0
42763,57946,26.0,5
42764,57951,35.0,0
42765,57952,60.0,0
42766,57953,60.0,9
42767,57956,60.0,0
42768,57958,27.0,0
42769,57961,60.0,0
42770,57962,16.0,0
42771,57963,19.0,6
42772,57964,60.0,0
42773,57965,26.0,3
42774,57966,38.0,6
42775,57967,60.0,57
42776,57968,37.0,0
42777,57969,60.0,0
42778,57971,14.0,33
42779,57972,33.0,9
42780,57973,82.0,0
42781,57975,19.0,0
42782,57977,26.0,0
42783,57978,60.0,9
42784,57979,60.0,0
42785,57980,30.0,74
42786,57981,27.0,0
42787,57982,20.0,0
42788,57984,43.0,0
42789,57985,26.0,5
42790,57988,44.0,0
42791,57992,60.0,0
42792,57993,30.0,66
42793,57994,22.0,3
42794,57995,41.0,0
42795,57996,60.0,58496
42796,57997,20.0,6
42797,57998,60.0,0
42798,58000,32.0,0
42799,58002,60.0,9
42800,58003,60.0,0
42801,58006,39.0,0
42802,58007,30.0,2
42803,58008,60.0,4
42804,58010,60.0,6
42805,58012,33.0,0
42806,58013,31.0,0
42807,58014,60.0,0
42808,58016,29.0,21
42809,58017,60.0,0
42810,58018,52.0,0
42811,58019,25.0,5
42812,58020,16.0,0
42813,58021,41.0,0
42814,58022,31.0,0
42815,58024,60.0,0
42816,58025,22.0,20
42817,58026,60.0,6
42818,58027,16.0,0
42819,58028,40.0,6
42820,58031,31.0,3
42821,58032,50.0,0
42822,58033,22.0,0
42823,58034,30.0,6
42824,58035,60.0,0
42825,58036,30.0,5
42826,58039,31.0,4
42827,58040,60.0,3
42828,58043,25.0,58543
42829,58044,48.0,5
42830,58045,60.0,3
42831,58046,60.0,6
42832,58047,60.0,0
42833,58048,60.0,46
42834,58049,43.0,81
42835,58051,60.0,0
42836,58052,14.0,6
42837,58053,38.0,3
42838,58054,48.0,0
42839,58055,24.0,0
42840,58056,27.0,13
42841,58057,60.0,17
42842,58058,60.0,0
42843,58059,60.0,9
42844,58060,60.0,0
42845,58061,60.0,58561
42846,58063,23.0,5
42847,58064,60.0,0
42848,58065,30.0,7
42849,58066,19.0,0
42850,58068,60.0,0
42851,58071,22.0,9
42852,58072,18.0,0
42853,58074,60.0,16
42854,58075,30.0,0
42855,58077,19.0,0
42856,58078,60.0,0
42857,58081,41.0,0
42858,58082,17.0,0
42859,58083,32.0,0
42860,58084,60.0,6
42861,58087,27.0,13
42862,58088,60.0,13
42863,58089,60.0,13
42864,58090,54.0,0
42865,58092,31.0,0
42866,58093,60.0,2
42867,58094,60.0,13
42868,58095,60.0,0
42869,58096,60.0,0
42870,58097,60.0,22
42871,58098,60.0,0
42872,58099,31.0,6
42873,58101,25.0,74
42874,58102,60.0,0
42875,58103,60.0,0
42876,58104,60.0,0
42877,58105,27.0,33
42878,58106,16.0,17
42879,58108,34.0,24
42880,58109,18.0,4
42881,58110,14.0,0
42882,58112,48.0,0
42883,58113,60.0,169
42884,58114,24.0,3
42885,58115,21.0,5
42886,58116,50.0,0
42887,58117,74.0,0
42888,58118,60.0,6
42889,58119,16.0,5
42890,58120,22.0,0
42891,58122,16.0,0
42892,58123,21.0,18
42893,58124,60.0,34
42894,58125,23.0,13
42895,58126,60.0,75
42896,58127,14.0,4
42897,58128,27.0,0
42898,58129,24.0,0
42899,58130,18.0,0
42900,58131,17.0,9
42901,58132,24.0,0
42902,58135,60.0,6
42903,58136,26.0,0
42904,58137,22.0,136
42905,58138,60.0,42
42906,58143,16.0,4
42907,58144,20.0,0
42908,58145,60.0,0
42909,58147,21.0,0
42910,58148,31.0,3
42911,58149,23.0,6
42912,58150,60.0,3
42913,58153,19.0,5
42914,58154,15.0,0
42915,58155,60.0,0
42916,58157,15.0,5
42917,58160,60.0,0
42918,58161,21.0,0
42919,58162,20.0,5
42920,58163,15.0,3
42921,58164,26.0,4
42922,58165,60.0,13
42923,58166,29.0,0
42924,58169,18.0,0
42925,58170,17.0,10
42926,58172,19.0,0
42927,58173,23.0,4
42928,58175,60.0,3
42929,58176,51.0,0
42930,58177,60.0,0
42931,58178,45.0,62
42932,58181,26.0,0
42933,58182,22.0,11
42934,58183,22.0,0
42935,58184,60.0,9
42936,58185,18.0,0
42937,58186,60.0,9
42938,58187,60.0,9
42939,58188,21.0,74
42940,58190,49.0,0
42941,58192,60.0,0
42942,58193,33.0,4
42943,58195,39.0,0
42944,58196,25.0,0
42945,58197,26.0,35
42946,58198,16.0,0
42947,58199,60.0,0
42948,58200,44.0,13
42949,58201,25.0,58701
42950,58203,30.0,9
42951,58204,1.0,9
42952,58207,14.0,31
42953,58208,17.0,4
42954,58209,60.0,0
42955,58211,26.0,7
42956,58214,60.0,0
42957,58215,36.0,0
42958,58216,31.0,60
42959,58217,16.0,48
42960,58218,15.0,6
42961,58219,28.0,0
42962,58221,16.0,14
42963,58222,60.0,6
42964,58223,0.0,10
42965,58225,60.0,0
42966,58226,60.0,0
42967,58227,39.0,0
42968,58228,54.0,3
42969,58229,14.0,4
42970,58230,60.0,0
42971,58234,21.0,88
42972,58235,18.0,48
42973,58237,60.0,4
42974,58238,20.0,0
42975,58239,26.0,0
42976,58240,60.0,74
42977,58241,60.0,0
42978,58242,17.0,2
42979,58243,60.0,6
42980,58244,22.0,2
42981,58245,36.0,4
42982,58246,49.0,0
42983,58247,60.0,0
42984,58248,60.0,0
42985,58249,60.0,0
42986,58251,16.0,0
42987,58253,18.0,17
42988,58254,13.0,4
42989,58256,18.0,6
42990,58258,24.0,0
42991,58261,60.0,0
42992,58262,43.0,6
42993,58263,25.0,0
42994,58265,19.0,37
42995,58267,14.0,4
42996,58268,24.0,9
42997,58269,16.0,0
42998,58270,60.0,42
42999,58271,60.0,0
43000,58272,35.0,9
43001,58273,21.0,13
43002,58274,27.0,0
43003,58275,26.0,2
43004,58276,16.0,0
43005,58277,19.0,56
43006,58279,18.0,6
43007,58281,50.0,0
43008,58284,60.0,6
43009,58285,60.0,0
43010,58287,12.0,0
43011,58288,16.0,0
43012,58289,18.0,0
43013,58291,60.0,13
43014,58293,34.0,0
43015,58294,18.0,0
43016,58295,47.0,0
43017,58296,60.0,13
43018,58298,38.0,0
43019,58299,21.0,34
43020,58300,28.0,3
43021,58301,17.0,0
43022,58302,60.0,173
43023,58303,60.0,0
43024,58308,24.0,43
43025,58309,19.0,0
43026,58311,42.0,0
43027,58312,27.0,75
43028,58313,30.0,0
43029,58314,21.0,58814
43030,58316,29.0,0
43031,58318,16.0,0
43032,58320,15.0,0
43033,58321,60.0,0
43034,58322,23.0,0
43035,58324,60.0,0
43036,58326,25.0,0
43037,58327,33.0,0
43038,58328,43.0,0
43039,58329,60.0,0
43040,58331,60.0,0
43041,58332,60.0,0
43042,58334,16.0,9
43043,58335,32.0,0
43044,58336,60.0,0
43045,58337,36.0,4
43046,58339,60.0,6
43047,58340,60.0,6
43048,58341,28.0,17
43049,58343,60.0,0
43050,58344,42.0,0
43051,58345,60.0,0
43052,58346,60.0,0
43053,58347,60.0,0
43054,58348,26.0,5
43055,58352,60.0,0
43056,58353,21.0,0
43057,58354,60.0,4
43058,58355,19.0,0
43059,58356,25.0,9
43060,58359,61.0,4
43061,58360,60.0,9
43062,58361,60.0,0
43063,58362,48.0,4
43064,58364,60.0,6
43065,58365,60.0,31
43066,58368,34.0,3
43067,58369,25.0,72
43068,58370,53.0,3
43069,58371,48.0,0
43070,58372,60.0,4
43071,58373,23.0,0
43072,58374,60.0,0
43073,58375,49.0,6
43074,58376,60.0,56
43075,58377,53.0,0
43076,58378,58.0,0
43077,58380,40.0,6
43078,58381,38.0,6
43079,58383,17.0,0
43080,58384,54.0,0
43081,58385,60.0,0
43082,58386,49.0,0
43083,58387,60.0,42
43084,58388,28.0,0
43085,58391,17.0,0
43086,58392,23.0,5
43087,58393,60.0,0
43088,58394,29.0,5
43089,58395,32.0,3
43090,58396,60.0,66
43091,58401,32.0,0
43092,58402,56.0,0
43093,58403,24.0,6
43094,58404,56.0,0
43095,58405,28.0,6
43096,58408,60.0,0
43097,58409,20.0,46
43098,58410,60.0,0
43099,58411,49.0,0
43100,58413,29.0,3
43101,58415,36.0,4
43102,58416,60.0,3
43103,58417,38.0,3
43104,58418,39.0,0
43105,58419,30.0,76
43106,58420,33.0,0
43107,58422,60.0,0
43108,58423,27.0,0
43109,58424,37.0,0
43110,58425,60.0,3
43111,58427,47.0,0
43112,58428,36.0,0
43113,58429,19.0,3
43114,58430,28.0,11
43115,58431,60.0,0
43116,58433,35.0,3
43117,58434,54.0,0
43118,58435,54.0,0
43119,58437,23.0,18
43120,58438,22.0,6
43121,58439,41.0,0
43122,58440,60.0,0
43123,58441,60.0,0
43124,58442,49.0,0
43125,58444,29.0,13
43126,58445,24.0,0
43127,58446,21.0,0
43128,58447,60.0,0
43129,58448,60.0,0
43130,58449,70.0,5
43131,58450,35.0,5
43132,58451,60.0,0
43133,58452,60.0,0
43134,58454,15.0,4
43135,58455,60.0,9
43136,58460,60.0,0
43137,58461,60.0,0
43138,58462,60.0,13
43139,58463,28.0,0
43140,58464,60.0,31
43141,58466,60.0,0
43142,58469,62.0,0
43143,58470,17.0,3
43144,58472,25.0,3
43145,58474,60.0,0
43146,58475,50.0,3
43147,58476,24.0,0
43148,58477,57.0,3
43149,58478,60.0,0
43150,58480,50.0,0
43151,58481,37.0,0
43152,58484,60.0,9
43153,58486,23.0,0
43154,58487,22.0,6
43155,58488,69.0,6
43156,58490,60.0,6
43157,58492,61.0,0
43158,58493,28.0,0
43159,58494,23.0,0
43160,58495,15.0,0
43161,58496,60.0,0
43162,58498,40.0,125
43163,58499,37.0,4
43164,58500,26.0,0
43165,58501,24.0,16
43166,58504,60.0,0
43167,58505,20.0,59005
43168,58506,24.0,23
43169,58507,24.0,1
43170,58508,39.0,23
43171,58509,60.0,4
43172,58510,60.0,0
43173,58511,32.0,3
43174,58513,51.0,0
43175,58514,60.0,17
43176,58517,15.0,9
43177,58518,60.0,9
43178,58520,25.0,9
43179,58521,60.0,0
43180,58522,42.0,0
43181,58523,33.0,14
43182,58524,20.0,5
43183,58525,60.0,9
43184,58526,60.0,0
43185,58527,33.0,3
43186,58528,25.0,0
43187,58530,42.0,4
43188,58531,60.0,0
43189,58532,60.0,0
43190,58533,60.0,6
43191,58534,60.0,0
43192,58536,32.0,20
43193,58538,60.0,0
43194,58540,60.0,0
43195,58541,60.0,0
43196,58542,39.0,0
43197,58543,60.0,6
43198,58544,37.0,3
43199,58545,15.0,30
43200,58547,60.0,0
43201,58548,49.0,0
43202,58549,37.0,9
43203,58550,60.0,4
43204,58552,60.0,3
43205,58553,27.0,18
43206,58554,17.0,0
43207,58557,60.0,9
43208,58558,26.0,3
43209,58559,25.0,3
43210,58560,25.0,0
43211,58561,60.0,0
43212,58562,20.0,32
43213,58563,27.0,2
43214,58566,40.0,0
43215,58568,29.0,3
43216,58569,23.0,9
43217,58570,60.0,0
43218,58571,17.0,9
43219,58572,32.0,9
43220,58573,22.0,9
43221,58574,60.0,0
43222,58575,25.0,0
43223,58576,32.0,3
43224,58577,28.0,47
43225,58578,26.0,9
43226,58579,60.0,9
43227,58580,16.0,3
43228,58581,46.0,0
43229,58582,42.0,3
43230,58583,59.0,3
43231,58584,60.0,0
43232,58585,34.0,9
43233,58586,43.0,0
43234,58589,60.0,9
43235,58590,60.0,47
43236,58591,53.0,0
43237,58595,60.0,0
43238,58596,32.0,3
43239,58597,43.0,21
43240,58599,21.0,4
43241,58600,60.0,32
43242,58601,60.0,3
43243,58603,56.0,0
43244,58604,32.0,0
43245,58605,32.0,5
43246,58606,60.0,0
43247,58607,24.0,0
43248,58610,17.0,75
43249,58611,24.0,0
43250,58614,60.0,0
43251,58616,60.0,9
43252,58618,60.0,9
43253,58619,60.0,9
43254,58620,1.0,31
43255,58621,18.0,0
43256,58622,46.0,3
43257,58623,60.0,31
43258,58624,32.0,11
43259,58625,60.0,13
43260,58626,18.0,38
43261,58627,25.0,59127
43262,58630,20.0,3
43263,58632,60.0,13
43264,58633,60.0,0
43265,58634,29.0,5
43266,58635,60.0,2
43267,58636,25.0,6
43268,58637,31.0,130
43269,58639,34.0,0
43270,58640,52.0,0
43271,58649,60.0,0
43272,58650,60.0,11
43273,58651,14.0,11
43274,58652,28.0,20
43275,58653,60.0,3
43276,58654,60.0,0
43277,58655,60.0,0
43278,58656,33.0,6
43279,58657,42.0,0
43280,58658,25.0,5
43281,58661,41.0,0
43282,58662,60.0,0
43283,58663,60.0,33
43284,58664,60.0,0
43285,58665,60.0,0
43286,58669,60.0,0
43287,58670,25.0,60
43288,58671,49.0,6
43289,58675,60.0,88
43290,58676,26.0,6
43291,58678,60.0,4
43292,58679,60.0,3
43293,58680,60.0,14
43294,58681,30.0,0
43295,58682,50.0,3
43296,58683,26.0,3
43297,58684,60.0,0
43298,58686,66.0,0
43299,58687,60.0,0
43300,58688,60.0,6
43301,58689,44.0,6
43302,58690,60.0,80
43303,58691,26.0,3
43304,58694,34.0,0
43305,58695,60.0,0
43306,58698,60.0,0
43307,58699,60.0,6
43308,58700,50.0,0
43309,58702,32.0,3
43310,58703,60.0,0
43311,58704,60.0,13
43312,58705,42.0,3
43313,58706,60.0,0
43314,58707,60.0,0
43315,58710,48.0,0
43316,58711,29.0,3
43317,58712,62.0,0
43318,58713,60.0,0
43319,58714,60.0,3
43320,58718,54.0,4
43321,58719,55.0,31
43322,58720,60.0,3
43323,58723,44.0,3
43324,58725,63.0,0
43325,58726,22.0,59226
43326,58727,60.0,119
43327,58728,20.0,3
43328,58731,60.0,6
43329,58734,22.0,31
43330,58735,60.0,0
43331,58736,51.0,0
43332,58737,47.0,3
43333,58738,49.0,0
43334,58739,60.0,0
43335,58740,18.0,0
43336,58741,48.0,0
43337,58742,29.0,6
43338,58743,22.0,21
43339,58744,60.0,17
43340,58745,60.0,6
43341,58747,36.0,0
43342,58748,60.0,0
43343,58749,14.0,48
43344,58752,60.0,6
43345,58753,60.0,0
43346,58757,43.0,3
43347,58758,39.0,6
43348,58759,54.0,0
43349,58760,32.0,0
43350,58761,60.0,0
43351,58762,60.0,0
43352,58763,36.0,0
43353,58765,60.0,0
43354,58766,61.0,0
43355,58767,60.0,0
43356,58770,60.0,0
43357,58772,18.0,13
43358,58773,60.0,0
43359,58774,49.0,0
43360,58775,33.0,3
43361,58777,36.0,3
43362,58778,60.0,0
43363,58779,16.0,0
43364,58780,40.0,6
43365,58781,40.0,4
43366,58782,60.0,0
43367,58783,60.0,0
43368,58784,24.0,4
43369,58785,60.0,6
43370,58786,60.0,6
43371,58787,39.0,3
43372,58788,60.0,0
43373,58789,60.0,0
43374,58793,48.0,0
43375,58794,37.0,3
43376,58795,60.0,0
43377,58796,35.0,0
43378,58797,60.0,0
43379,58798,22.0,0
43380,58799,31.0,13
43381,58801,45.0,4
43382,58802,27.0,0
43383,58804,20.0,3
43384,58806,26.0,0
43385,58807,60.0,0
43386,58808,60.0,0
43387,58809,60.0,3
43388,58810,60.0,3
43389,58811,27.0,3
43390,58812,60.0,3
43391,58817,23.0,31
43392,58818,34.0,17
43393,58819,61.0,0
43394,58820,60.0,3
43395,58822,60.0,0
43396,58827,23.0,6
43397,58829,60.0,3
43398,58830,22.0,2
43399,58831,32.0,20
43400,58833,20.0,7
43401,58835,44.0,0
43402,58836,34.0,0
43403,58838,52.0,4
43404,58839,23.0,0
43405,58840,39.0,0
43406,58841,32.0,6
43407,58842,24.0,5
43408,58843,60.0,17
43409,58844,60.0,0
43410,58846,60.0,0
43411,58847,60.0,0
43412,58848,18.0,0
43413,58849,36.0,0
43414,58850,60.0,19
43415,58852,21.0,11
43416,58853,11.0,21
43417,58854,60.0,0
43418,58856,49.0,0
43419,58857,54.0,3
43420,58859,32.0,0
43421,58861,41.0,4
43422,58862,60.0,0
43423,58864,36.0,3
43424,58865,60.0,0
43425,58867,20.0,0
43426,58868,22.0,3
43427,58870,60.0,3
43428,58871,60.0,4
43429,58874,60.0,6
43430,58875,60.0,4
43431,58879,60.0,6
43432,58880,60.0,0
43433,58881,33.0,3
43434,58882,35.0,0
43435,58883,22.0,35
43436,58884,43.0,4
43437,58885,60.0,11
43438,58886,32.0,0
43439,58888,60.0,13
43440,58890,35.0,13
43441,58891,26.0,13
43442,58892,27.0,3
43443,58893,60.0,13
43444,58894,51.0,3
43445,58895,30.0,21
43446,58896,38.0,35
43447,58899,60.0,0
43448,58901,60.0,3
43449,58902,60.0,3
43450,58903,60.0,0
43451,58904,48.0,3
43452,58906,60.0,6
43453,58907,60.0,3
43454,58908,60.0,3
43455,58909,47.0,6
43456,58910,24.0,10
43457,58912,39.0,0
43458,58913,60.0,6
43459,58914,33.0,0
43460,58915,30.0,3
43461,58916,17.0,5
43462,58917,60.0,0
43463,58918,60.0,0
43464,58919,60.0,3
43465,58920,60.0,62
43466,58923,32.0,3
43467,58924,27.0,0
43468,58925,60.0,13
43469,58926,60.0,0
43470,58928,19.0,2
43471,58929,60.0,3
43472,58930,60.0,3
43473,58931,39.0,5
43474,58932,60.0,0
43475,58933,34.0,4
43476,58934,42.0,0
43477,58935,60.0,0
43478,58936,72.0,0
43479,58937,42.0,6
43480,58938,35.0,6
43481,58939,29.0,20
43482,58941,28.0,3
43483,58942,29.0,47
43484,58944,17.0,13
43485,58945,60.0,3
43486,58946,51.0,9
43487,58947,33.0,5
43488,58948,22.0,0
43489,58949,60.0,0
43490,58951,60.0,0
43491,58952,52.0,0
43492,58953,60.0,3
43493,58954,26.0,5
43494,58955,14.0,0
43495,58956,14.0,0
43496,58957,47.0,0
43497,58958,60.0,0
43498,58959,27.0,0
43499,58960,60.0,0
43500,58963,30.0,9
43501,58965,16.0,71
43502,58966,37.0,0
43503,58967,25.0,9
43504,58968,60.0,4
43505,58969,31.0,3
43506,58970,60.0,0
43507,58971,60.0,6
43508,58972,29.0,5
43509,58973,24.0,2
43510,58974,60.0,0
43511,58975,60.0,0
43512,58976,19.0,0
43513,58977,33.0,5
43514,58978,60.0,0
43515,58979,60.0,0
43516,58980,60.0,0
43517,58981,50.0,3
43518,58982,60.0,0
43519,58984,29.0,5
43520,58985,60.0,0
43521,58986,46.0,0
43522,58989,54.0,0
43523,58990,60.0,48
43524,58991,29.0,5
43525,58992,60.0,4
43526,58994,33.0,30
43527,58995,60.0,3
43528,58997,60.0,6
43529,58998,61.0,0
43530,58999,20.0,7
43531,59000,47.0,3
43532,59002,72.0,3
43533,59004,60.0,0
43534,59005,60.0,0
43535,59008,60.0,0
43536,59009,45.0,3
43537,59010,19.0,11
43538,59011,60.0,0
43539,59012,60.0,6
43540,59013,40.0,3
43541,59015,16.0,5
43542,59016,19.0,5
43543,59017,26.0,5
43544,59018,34.0,3
43545,59020,40.0,20
43546,59021,16.0,0
43547,59022,60.0,0
43548,59023,12.0,6
43549,59024,38.0,3
43550,59025,60.0,0
43551,59026,60.0,3
43552,59027,46.0,0
43553,59028,32.0,13
43554,59029,60.0,0
43555,59030,17.0,4
43556,59033,60.0,62
43557,59035,60.0,6
43558,59036,29.0,5
43559,59037,60.0,0
43560,59039,23.0,5
43561,59041,23.0,5
43562,59043,34.0,11
43563,59044,60.0,0
43564,59045,29.0,0
43565,59050,60.0,4
43566,59051,60.0,0
43567,59053,60.0,0
43568,59054,60.0,3
43569,59055,46.0,0
43570,59056,60.0,13
43571,59057,19.0,0
43572,59058,60.0,21
43573,59063,60.0,4
43574,59065,60.0,0
43575,59066,47.0,4
43576,59067,4.0,3
43577,59068,27.0,31
43578,59069,27.0,3
43579,59070,60.0,0
43580,59072,32.0,5
43581,59073,60.0,74
43582,59074,36.0,74
43583,59075,41.0,3
43584,59077,60.0,59577
43585,59079,22.0,0
43586,59080,27.0,19
43587,59083,30.0,4
43588,59084,59.0,0
43589,59085,60.0,3
43590,59086,22.0,0
43591,59088,17.0,0
43592,59089,60.0,4
43593,59090,60.0,10
43594,59091,61.0,0
43595,59093,60.0,0
43596,59094,28.0,3
43597,59095,40.0,0
43598,59097,38.0,0
43599,59098,19.0,6
43600,59099,56.0,11
43601,59101,60.0,0
43602,59104,8.0,6
43603,59106,20.0,0
43604,59107,61.0,0
43605,59108,60.0,0
43606,59109,45.0,0
43607,59110,41.0,3
43608,59111,60.0,0
43609,59114,60.0,6
43610,59115,45.0,0
43611,59116,19.0,33
43612,59117,60.0,59617
43613,59118,48.0,0
43614,59119,39.0,3
43615,59120,60.0,0
43616,59121,60.0,0
43617,59122,21.0,0
43618,59123,60.0,17
43619,59124,30.0,0
43620,59125,49.0,0
43621,59126,43.0,0
43622,59127,60.0,0
43623,59128,60.0,0
43624,59129,23.0,0
43625,59130,19.0,0
43626,59131,40.0,0
43627,59132,38.0,6
43628,59134,60.0,0
43629,59135,60.0,0
43630,59136,1.0,0
43631,59137,60.0,0
43632,59138,60.0,3
43633,59139,60.0,0
43634,59140,60.0,0
43635,59141,47.0,0
43636,59143,60.0,0
43637,59144,35.0,0
43638,59145,35.0,0
43639,59146,37.0,5
43640,59149,41.0,3
43641,59151,60.0,0
43642,59152,35.0,0
43643,59153,21.0,48
43644,59154,42.0,0
43645,59155,60.0,0
43646,59156,19.0,0
43647,59157,60.0,0
43648,59158,33.0,0
43649,59159,60.0,0
43650,59161,44.0,0
43651,59162,60.0,0
43652,59163,39.0,6
43653,59165,60.0,0
43654,59166,60.0,0
43655,59167,33.0,0
43656,59173,68.0,0
43657,59174,60.0,3
43658,59175,54.0,3
43659,59176,60.0,0
43660,59177,39.0,0
43661,59178,60.0,0
43662,59181,60.0,0
43663,59182,36.0,3
43664,59183,60.0,6
43665,59184,25.0,5
43666,59185,60.0,0
43667,59186,32.0,62
43668,59187,35.0,0
43669,59188,60.0,4
43670,59190,41.0,0
43671,59191,30.0,0
43672,59192,37.0,0
43673,59193,30.0,0
43674,59194,31.0,0
43675,59195,42.0,0
43676,59200,35.0,0
43677,59201,36.0,6
43678,59202,60.0,6
43679,59204,60.0,0
43680,59205,60.0,6
43681,59207,60.0,0
43682,59210,22.0,0
43683,59211,29.0,0
43684,59213,60.0,0
43685,59215,60.0,0
43686,59217,60.0,0
43687,59218,60.0,17
43688,59219,60.0,0
43689,59221,60.0,0
43690,59222,60.0,0
43691,59223,60.0,3
43692,59224,23.0,0
43693,59225,37.0,7
43694,59227,38.0,0
43695,59228,60.0,4
43696,59229,54.0,0
43697,59230,60.0,13
43698,59231,60.0,42
43699,59232,60.0,3
43700,59233,24.0,0
43701,59235,60.0,0
43702,59236,24.0,72
43703,59237,31.0,0
43704,59238,23.0,5
43705,59239,60.0,9
43706,59242,34.0,9
43707,59244,60.0,3
43708,59245,23.0,31
43709,59246,25.0,6
43710,59248,60.0,6
43711,59249,60.0,0
43712,59250,60.0,0
43713,59251,26.0,5
43714,59252,60.0,0
43715,59253,23.0,0
43716,59257,60.0,0
43717,59258,29.0,78
43718,59259,42.0,6
43719,59260,60.0,0
43720,59262,42.0,0
43721,59264,60.0,61
43722,59265,19.0,0
43723,59268,60.0,0
43724,59270,22.0,6
43725,59271,60.0,0
43726,59272,28.0,0
43727,59273,60.0,0
43728,59275,60.0,0
43729,59276,60.0,0
43730,59277,60.0,0
43731,59279,60.0,59779
43732,59282,41.0,3
43733,59283,60.0,0
43734,59284,40.0,6
43735,59286,60.0,0
43736,59288,72.0,0
43737,59289,60.0,0
43738,59292,38.0,0
43739,59294,47.0,6
43740,59298,28.0,5
43741,59299,60.0,0
43742,59301,60.0,17
43743,59302,60.0,6
43744,59303,21.0,0
43745,59307,60.0,59807
43746,59308,26.0,43
43747,59309,23.0,59809
43748,59310,60.0,0
43749,59312,32.0,3
43750,59315,60.0,0
43751,59316,60.0,0
43752,59317,20.0,4
43753,59318,60.0,0
43754,59320,27.0,11
43755,59321,60.0,4
43756,59322,26.0,4
43757,59325,33.0,6
43758,59326,27.0,0
43759,59328,38.0,4
43760,59329,35.0,0
43761,59330,42.0,4
43762,59331,60.0,4
43763,59332,60.0,18
43764,59334,60.0,0
43765,59335,16.0,0
43766,59336,21.0,6
43767,59337,14.0,4
43768,59338,60.0,13
43769,59339,60.0,0
43770,59340,33.0,0
43771,59341,60.0,3
43772,59342,34.0,0
43773,59343,62.0,0
43774,59344,60.0,0
43775,59345,60.0,17
43776,59346,60.0,0
43777,59347,35.0,4
43778,59349,32.0,4
43779,59350,39.0,3
43780,59351,26.0,0
43781,59352,60.0,0
43782,59354,60.0,0
43783,59355,60.0,14
43784,59356,41.0,4
43785,59357,35.0,17
43786,59358,33.0,4
43787,59359,60.0,4
43788,59361,60.0,6
43789,59362,58.0,4
43790,59363,60.0,3
43791,59364,19.0,0
43792,59365,39.0,6
43793,59366,60.0,3
43794,59367,60.0,4
43795,59368,34.0,0
43796,59369,60.0,0
43797,59370,24.0,1
43798,59371,60.0,0
43799,59372,60.0,0
43800,59373,39.0,0
43801,59374,60.0,0
43802,59375,39.0,0
43803,59376,51.0,20
43804,59377,32.0,3
43805,59378,47.0,0
43806,59379,60.0,0
43807,59381,60.0,0
43808,59382,49.0,0
43809,59384,60.0,0
43810,59385,61.0,0
43811,59386,23.0,7
43812,59387,20.0,0
43813,59388,74.0,0
43814,59389,32.0,0
43815,59392,60.0,0
43816,59393,56.0,0
43817,59394,36.0,0
43818,59395,60.0,0
43819,59396,33.0,0
43820,59397,60.0,0
43821,59398,67.0,0
43822,59400,49.0,0
43823,59401,60.0,59901
43824,59402,22.0,0
43825,59403,60.0,0
43826,59404,41.0,6
43827,59405,45.0,0
43828,59408,60.0,0
43829,59410,30.0,0
43830,59411,60.0,0
43831,59413,52.0,0
43832,59414,60.0,0
43833,59415,60.0,0
43834,59416,50.0,0
43835,59417,60.0,0
43836,59418,38.0,0
43837,59419,60.0,0
43838,59420,60.0,0
43839,59421,60.0,0
43840,59422,35.0,0
43841,59423,48.0,0
43842,59424,60.0,0
43843,59426,60.0,0
43844,59427,36.0,0
43845,59428,32.0,6
43846,59430,48.0,0
43847,59431,47.0,0
43848,59434,40.0,0
43849,59437,35.0,5
43850,59439,21.0,20
43851,59440,40.0,0
43852,59443,60.0,0
43853,59444,41.0,0
43854,59446,46.0,0
43855,59448,60.0,6
43856,59449,60.0,0
43857,59451,60.0,0
43858,59453,60.0,0
43859,59454,60.0,0
43860,59455,60.0,0
43861,59457,60.0,0
43862,59459,60.0,2
43863,59460,60.0,0
43864,59461,60.0,0
43865,59462,40.0,0
43866,59465,60.0,0
43867,59466,35.0,6
43868,59467,60.0,13
43869,59470,25.0,18
43870,59471,60.0,3
43871,59473,59.0,0
43872,59475,32.0,0
43873,59477,60.0,0
43874,59478,63.0,0
43875,59479,103.0,0
43876,59480,26.0,0
43877,59481,34.0,9
43878,59482,57.0,0
43879,59483,60.0,0
43880,59487,48.0,0
43881,59488,29.0,0
43882,59489,60.0,0
43883,59491,42.0,4
43884,59492,60.0,0
43885,59493,19.0,0
43886,59494,60.0,0
43887,59495,60.0,0
43888,59496,69.0,0
43889,59497,38.0,75
43890,59498,60.0,0
43891,59500,32.0,0
43892,59501,60.0,6
43893,59502,60.0,0
43894,59503,13.0,4
43895,59505,41.0,0
43896,59506,60.0,0
43897,59508,60.0,0
43898,59509,60.0,0
43899,59512,37.0,0
43900,59513,49.0,0
43901,59514,60.0,0
43902,59515,60.0,0
43903,59516,40.0,10
43904,59519,60.0,0
43905,59520,26.0,0
43906,59521,46.0,0
43907,59522,39.0,4
43908,59525,50.0,4
43909,59526,29.0,0
43910,59527,60.0,0
43911,59528,28.0,0
43912,59529,29.0,0
43913,59530,60.0,0
43914,59531,32.0,5
43915,59532,60.0,0
43916,59533,60.0,0
43917,59535,46.0,0
43918,59537,38.0,60037
43919,59538,60.0,20
43920,59539,60.0,0
43921,59540,29.0,5
43922,59541,60.0,0
43923,59542,60.0,0
43924,59544,66.0,0
