score,user_rating,es_scaled_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
3.5628503078472984,0,7.481985646479327,0738863483,The Mask of Love,Pat Carpenter-Wood,2001,Xlibris Corporation,"&#39; &quot;The Mask of Love&quot; will hopefully bring a visceral
awareness to what such abuse and its consequences might bring to any
relationship. In order to present this story in a more direct fashion,
I have written it in the first person.",['fiction']
3.5628503078472984,0,7.481985646479327,093871659X,In Business and in Love,Chuck Jones,2002,Possibility Press,"In Business and in Love introduces you to what many couples have found
to be the best way to make their marriages stronger and more
meaningful-working together as husband and wife.The Jones offer tips
on subjects ranging from how to handle ...",['crafts & hobbies']
3.5628503078472984,0,7.481985646479327,0505525275,The Loving Daylights,Lynsay Sands,2003,Love Spell,"Jane Spyrus can build any gadget B.L.I.S.S. needs in its international
fight against crime, but she soon meets a fellow who shows her how to
love the daylights out of something without batteries. Original.",['fiction']
3.5628503078472984,0,7.481985646479327,1573225444,Loving Edith,Mary Tannen,1996,Riverhead Books,"A sprightly, satirical love story follows a fresh-faced college
girl&#39;s struggles to stay afloat in the midst of Manhattan&#39;s
chic artistic and literary circles, where she meets her match.
Reprint.",['fiction']
3.5628503078472984,0,7.481985646479327,0684845067,COURTNEY LOVE,Poppy Z. Brite,1997,Simon & Schuster,"A look into the life of rock singer Courtney Love examines her early
life, time in reform school, work as a stripper in Asia, marriage, the
death of her husband Kurt Cobain, the birth of her daughter, and her
performing career",['biography & autobiography']
3.561717726694526,0,7.479607226058505,0152023585,Love Is a Special Way of Feeling,Joan Walsh Anglund,1999,Harcourt Children's Books,"Words and illustrations describe the tender, happy feeling that is
called love.",['juvenile nonfiction']
3.561717726694526,0,7.479607226058505,1556704062,Dance Me to the End of Love,Leonard Cohen,1995,"Stewart, Tabori, & Chang","Classic paintings accompany this love poem by the Canadian
poet/songwriter",['poetry']
3.561717726694526,0,7.479607226058505,0887392571,"I Love You, Kate",Juli Norris,2000,Creative Arts Book Company,Kyle and Katelynn had the kind of love that could last for a century.,['fiction']
3.56042690932328,0,7.476896509578888,082171354X,Wild Splendid Love,Norah Parker,1984,Kensington Pub Corp (Mm),"Fleeing from her cruel husband, Audra Latham falls in love with Brock
Deverell, a handsome, young sea captain",['fiction']
3.56042690932328,0,7.476896509578888,0330493612,Revenge: A Love Story,Laura Blumenfeld,2002,Pan Macmillan,"REVENGE is the story of family, loyalty, and home; of the private
passions behind public events; and of the thin red line between love",['arab-israeli conflict']
3.5596624622038973,0,7.475291170628185,0515103373,"A Revolution of Love (Camfield Novel of Love, No 82)",Barbara Cartland,1990,Jove Books,"Secret Service agent Drogo Forde is on a mission from Queen Victoria
in exotic Kozan when he meets and falls in love with Thekla, who, he
later learns, is actually the Royal Princess of Kozan",['fiction']
3.5546303336944978,0,7.464723700758445,0671782274,Making Love: An Erotic Odyssey,Richard Rhodes,1992,Simon & Schuster,"A frank look at the act of making love describes one man&#39;s
personal experience of sex and physical love, attempting to understand
how those experiences shaped his life.",['social science']
3.5546303336944978,0,7.464723700758445,055324518X,Love is Letting Go of Fear,Gerald G. Jampolsky,1984,Bantam Books,"After a quarter century, LOVE IS LETTING GO OF FEAR is still one of
the most widely read and best-loved books on personal transformation
and has become a classic all over the world.",['fear']
3.5546303336944978,0,7.464723700758445,0515085685,"Crowned With Love (Camfield, No 33)",Barbara Cartland,1986,Jove Books,"Pledged to a loveless marriage with the elderly, evil King Ferdinand
of Slavonia, usurper of the throne from the rightful king, Miklos,
lovely Princess Giona falls in love with the handsome leader of the
rebel forces",['fiction']
3.5546303336944978,0,7.464723700758445,0070398607,A Time to Sing: A Love Story,Sally Mandel,1989,McGraw-Hill,"American pop singer Karen Wells falls in love with Edward Vaughn, a
faltering English writer, but their relationship cannot hold strong
against the divisive forces of a love triangle and the ravages of
disease",['fiction']
3.5475241546594005,0,7.449800724784741,0688143385,Living in Love,Alexandra Stoddard,1997,William Morrow & Company,"From moonlight dancing to sunrise swimming, this book explores the
sensuous stories of love experienced by one woman during her twenty-
three-year marriage while discussing how she has dealt with the
occasional trials and tribulations within ...",['philosophy']
3.5475241546594005,0,7.449800724784741,0395689961,The Love Letter,Cathleen Schine,1995,Houghton Mifflin,"A smart, sexy, forty-something bookstore owner in a New York seaside
town receives a love letter and begins an affair with a college
student who works for her. By the author of Rameau&#39;s Niece.
National ad/promo. Tour.",['fiction']
3.5475241546594005,0,7.449800724784741,0449148513,Loving Touches,Johanna Kingsley,1995,Ivy Books,"The New York Times Bestselling Author of Scents and Treasures A
powerful story of hope and freedom, passion and unrequited love (
Lareyna Dunne is a child of war who knows nothing of the mother who
risked her life to get her daughter to ...",['fiction']
3.5475241546594005,0,7.449800724784741,0898704456,Love and Responsibility,Karol Wojtyla,1993,Ignatius Press,"Pope John Paul II&#39;s discussion of family life and sexual morality,
first published in 1960, which defends Catholic tradition and draws
upon physiological and psychological research regarding the sexual
urge, love, chastity, and sexology and ...",['family & relationships']
3.547301612397803,0,7.449333386035387,0373440502,"Gettin' Lucky (Love & Laughter , No 50)",Kimberly Raye,1998,Harlequin,She was really unlucky in love.,['fiction']
3.547301612397803,0,7.449333386035387,0800704711,Two from Galilee;: A love story,Marjorie Holmes,1972,Revell,A love story of Mary and Joseph.,['bible']
3.536447619366259,0,7.426540000669144,0941434206,Love : A Celebration in Art & Literature,Jane Lahr,1982,"Stuart, Tabori and Chang","A collection of the most eloquent and artistic expressions of romantic
love created since ancient times. Through prose, quotes, paintings,
drawings, cartoons and illustrations, the many facets of love are
explored. 90 illustrations.",['family & relationships']
3.534752540971105,0,7.422980336039321,1565122038,Lamb in Love: A Novel,Carrie Brown,1999,Algonquin Books of Chapel Hill,"In Lamb in Love, she celebrates a man and a woman who discover in
themselves a bravery that allows them to become the heroes of their
own story.",['fiction']
3.534752540971105,0,7.422980336039321,0345409264,"Love, Remember Me",Bertrice Small,1996,Ivy Books,"Lovely Nyssa Wyndham, fair and proud as her mother, Blaze, is lady-in-
waiting to Henry VIII&#39;s fourth wife.",['fiction']
3.534752540971105,0,7.422980336039321,0373872305,The Harvest (Love Inspired),Gail Martin Gaymer,2003,Steeple Hill,"Beginning in October, Steeple Hill&#39;s popular Love Inspired series
expands to four new titles per month.",['fiction']
3.5340318075102495,0,7.421466795771524,0736413057,Pooh Loves You (Disney Winnie the Pooh),Fran Posner,2002,Disney Press,"Pooh loves days that are sunny and jars filled with honey. He loves
Tigger, Piglet, and Roo. But most of all, Pooh loves you!",['juvenile fiction']
3.5327207590243135,0,7.4187135939510584,0974363626,Love Is Blind,Parry Brown,2004,Kensington Pub Corp,"The #1 &quot;Essence&quot; bestselling author of &quot;Sittin&#39; in
the Front Pew&quot; and &quot;The Shirt Off His Back&quot; teams up
with two exciting new voices to deliver three funny stories of life
and love.",['fiction']
3.5327207590243135,0,7.4187135939510584,0802135811,The Invention of Love,Tom Stoppard,1998,Publishers' Group West,"The river that flows through Tom Stoppard&#39;s The Invention of Love
connects Hades with the Oxford of Housman&#39;s youth: High Victorian
morality is under siege from the Aesthetic movement, and an Irish
student called Wilde is preparing to burst ...",['drama']
3.5327207590243135,0,7.4187135939510584,0609801279,The Law of Love,Laura Esquivel,1997,Three Rivers Press (CA),"After one night of passion, Azucena, an astroanalyst in twenty-third-
century Mexico City, is separated from her Twin Soul, Rodrigo, and
journeys across the galaxy and through past lives to find her lost
love, encountering a deadly enemy ...",['fiction']
3.5327207590243135,0,7.4187135939510584,0553563270,Seized by Love,Susan Johnson,1994,Fanfare,"Well versed in the sensual arts, Prince Nikolai Kuzan wagers that he
will be able to seduce the chaste Alsia Forseus in three days and
steal her from her husband, but the lark turns serious when Kuzan
finds himself falling in love.",['fiction']
3.526135169922595,0,7.40488385683745,0786884231,Shakespeare in Love : The Love Poetry of William Shakespeare,William Shakespeare,1998,Miramax,"Tom Stoppard&#39;s screenplay of the film &quot;Shakespeare in
Love&quot;, strongly tipped to win an Oscar in 1999. It is 1593 and
Will Shakespeare - rising young light of the Elizabethan stage -
struggles with writer&#39;s block.",['poetry']
3.5254621240892257,0,7.403470460587374,0811807185,I Love You the Purplest,Barbara M. Joosse,1996,Chronicle Books,"Two boys discover that their mother loves them equally but in
different ways.",['juvenile fiction']
3.5254621240892257,0,7.403470460587374,0505519372,All's Fair (Love Spell),Anne Avery,1994,Love Spell,"Love in another time, another place, by the bestselling author of A
Distant Star.",['love']
3.5254621240892257,0,7.403470460587374,0688174159,The Little Big Book of Love,Lena Tabori,2000,William Morrow,"The Little Big Book of Love is the most adorable, chunky valentine
ever.",['family & relationships']
3.5254621240892257,0,7.403470460587374,0806508558,All the Love Poems of Shakespeare,William Shakespeare,1983,Citadel Press,"A collection of sonnets and other poems by William Shakespeare
explores the nature of love",['poetry']
3.5211445874522926,0,7.394403633649815,0805069135,Why We Love : The Nature and Chemistry of Romantic Love,Helen Fisher,2004,Henry Holt and Co.,"A study of the origins of love probes the human brain for insights
into the origins of the sex drive, romance, and attraction, while
offering advice on how to channel these desires into healthy pursuits.",['psychology']
3.5201828869646765,0,7.392384062625821,0968097103,Loving Your Long-Distance Relationship,Stephen Blake,1996,Anton Publishing,"Stephen Blake, who is also the author of Still Loving Your Long-
Distance Relationship and Loving Your Long-Distance Relationship for
Women, shares the best way to keep love hot, avoid mistakes, and
escape temptation.",['family & relationships']
3.5184137482389586,0,7.388668871301813,0821717626,Loving Torment,Rochelle Wayne,1986,Kensington Books,"While supervising the labor on Regina Blakely&#39;s vast New Mexico
land, Matt Brolin falls in love with the provocative beauty, but he
leaves abruptly when she uses his marriage proposal as a trap to keep
her best foreman",['fiction']
3.5184137482389586,0,7.388668871301813,0373833598,Love Play,Mallory Rush,1999,Harlequin,"Fate conspires against the classic good girl, Whitney Smith, when she
decides to take a dangerous, exciting lover, Eric Townsend, and when
Whitney falls desperately in love, she learns about passion and fire--
not caring if she steps too ...",['fiction']
3.5184137482389586,0,7.388668871301813,0380779994,A Love to Cherish,Connie Mason,1997,Harper Mass Market Paperbacks (Mm),"Fleeing with her son to escape her father-in-law, who is determined to
take custody of the boy, a young widow is sought out by a top
Pinkerton detective, who falls in love with her and finds himself torn
between his heart and his career.",['fiction']
3.5184137482389586,0,7.388668871301813,0425183165,Love and Death,Carolyn Hart,2001,Berkley Publishing Group,"Love and mystery combine in a romantic anthology of fourteen original
whodunits from Dorothy Cannell, Caroyn Hart, Nancy Pickard, Gar
Anthony Haywood, Peter Robinson, Eve Sandstrom, Ed Gorman, Margaret
Maron, Jean Hager, Robert J. Randisi, ...",['fiction']
3.5184137482389586,0,7.388668871301813,0312957165,Love Goddesses,Carole Buck,1996,St Martins Pr (Mm),"Cleopatra Murphy gives up on the quest for love to forge a cosmetics
empire, while Mona Lisa Lefkowitz hides a scandalous secret from her
sweetheart and Helen DiLorio finds her well-ordered world shaken by a
stranger from her past, in a ...",['fiction']
3.5176615842963517,0,7.387089327022339,0883962306,I Will Love You: A Blue Mountain Arts Collection (Love),Susan Polis Schutz,1985,Blue Mountain Arts,"The warmest, most wonderful feelings two people can share are
beautifully extolled in this volume of sensitive and contemporary
writtings on love.",['family & relationships']
3.514694474565021,0,7.380858396586545,0884195651,"He Loves Me, He Loves Me Not: What Every Woman Needs to Know About Unconditional Love, but Is Afraid to Feel",Paula M. White,1998,Charisma House,What every woman needs to know about unconditional love.,['religion']
3.5102588026690915,0,7.371543485605092,055348592X,"Our Secret Love (Love Stories, No 26)",Miranda Harry,1998,Bantam Books,"Since Chris is the best friend of Dana&#39;s big brother, he is
supposed to be off limits, but the two fall for each other anyway, and
when Brian finds out, Chris wonders whether their love can last.",['juvenile fiction']
3.510202444563882,0,7.371425133584153,1558610650,Changes: A Love Story,Ama Ata Aidoo,1993,Feminist Press,"Esi, a divorced professional woman in Ghana, falls in love with an
attractive married man, but is uncertain she wants to make the changes
necessary for a relationship",['fiction']
3.510202444563882,0,7.371425133584153,1558748156,Teen Love: On Friendship,Kimberly Kirberger,2000,Health Communications,"This second volume in Kimberly Kirberger&#39;s bestselling Teen Love
series offers teens a look at friendship from the perspective of their
peers.",['family & relationships']
3.510202444563882,0,7.371425133584153,0843945427,Unveiled (Love Spell),Jenni Licata,1999,Leisure Books,"While attempting to protect her rebellious brother, a beautiful
noblewoman encounters danger and falls in love with the handsome earl
who rescues her.",['fiction']
3.504577833409971,0,7.359613450160939,0609600958,"Love, Jack",Gunilla von Post,1997,Random House Inc,"The author describes her five-year love affair with Jack Kennedy, from
1953 to 1958, detailing Kennedy&#39;s constant battle with
debilitating back pain, their efforts to avoid public exposure, and
the demands of Kennedy&#39;s ambitious father. 150 ...",['biography & autobiography']
3.504577833409971,0,7.359613450160939,0006543936,Ordinary Love,Jane Smiley,1994,Flamingo,"In &quot;Ordinary Love&quot; Rachel contemplates the last two decades
and the remarkable fact of her children&#39;s survival. In &quot;Good
will&quot; Bob and his life style are no bulwark against the effect
his isolation begins to have on his family.",['american fiction']
3.504577833409971,0,7.359613450160939,0671875345,LOVE LIES,Fern Kupfer,1994,Simon & Schuster,"After confronting her husband, Tyler, over his infidelities, Julia
Markem finds herself the prime suspect in his death, and her best
friend, Fran, takes up sleuthing to find the truth, in a witty tale of
love, lies, and murder. 35,000 first ...",['fiction']
3.5009900619815237,0,7.3520791301612,0060175788,Practical Intuition in Love: Start a Journey Through Pleasure to the Love of Your Life,Laura Day,1998,Harpercollins,"A best-selling author turns her philosophy on intuition to the topic
of love in this practical guide designed to help readers tune into
their inner voices and use love telepathy to communicate with people
they want to attract.",['family & relationships']
3.497562694390981,0,7.344881658221061,1578560845,"Love on the Run (The Salinger Sisters Series , No 1)",SHARI MACDONALD,1998,WaterBrook Press,"The Salinger Sisters Series spins the tales of four sisters who find
love—in spite of themselves. The love—and laughs—begin in Book One,
Love on the Run.",['fiction']
3.497562694390981,0,7.344881658221061,0671623680,About Love: Reinventing Romance for Our Times,Robert C. Solomon,1988,Simon & Schuster,"Examines the nature of romantic love, changing attitudes towards sex,
equality in love relationships, lover&#39;s quarrels, and the role of
friendship as a foundation of love",['philosophy']
3.4911909770731357,0,7.331501051853586,0446356190,Love Song,Andrew M Greeley,1989,Warner Books,"Beautiful Assistant D.A. Marie Lyons and attorney Conor Clarke fall
passionately in love, but Clarke&#39;s crimetainted past threatens
Lyon&#39;s career and their relationships unless he can prove he had
been framed and win her back",['fiction']
3.4910815122918635,0,7.331271175812914,1401300308,Foolish/Unfoolish : Reflections on Love,Ashanti,2002,Hyperion,"The rhythm and blues singers offers her poems and personal reflections
on life and love.",['biography & autobiography']
3.486703643580764,0,7.322077651519605,0373482396,To Mother With Love 1992,Curtiss A. Matlock,1992,Silhouette,"Three romantic stories--by Curtiss Ann Matlock, Carole Halston, and
Linda Shaw--celebrate the special joys, challenges, and opportunities
for love of motherhood. Original.",['fiction']
3.486703643580764,0,7.322077651519605,0060950781,Binky's Guide to Love,Matt Groening,1994,Harpercollins,"Follows the experiences of Binky, Sheba, Akbar, and Jeff, relating
their advice on first-date no-nos, quirky love secrets, and profound
thoughts on ridiculous concepts",['humor']
3.486703643580764,0,7.322077651519605,0380007762,Wicked Loving Lies,Rosemary Rogers,1982,Avon,"Beautiful, golden-haired Marisa and dashing Dominic Challenger brave
intrigue, captivity, and revolution in the age of Napoleon and
experience the heights and depths of passion and love",['fiction']
3.486703643580764,0,7.322077651519605,1558173722,Love's Daring Dream,Patricia Matthews,1990,Pinnacle Books (Mm),"Maggie fled the poverty and shame of her family&#39;s bleak existence
and dreamed of finding love and security in the arms of a caring and
tender man.",['fiction']
3.486703643580764,0,7.322077651519605,0821744267,Love's Bright Star,Karen A. Bale,1994,Kensington Pub Corp (Mm),"Wade Colter finds that he still loves Sandrine Renard, the beautiful
daughter of a French father and a Blackfoot mother, despite her
engagement to another",['fiction']
3.480525205662196,0,7.309102931890611,1565302192,Love & War: 250 Years of Wartime Love Letters,Susan Besze Wallace,1997,Summit Publishing Group,"Includes love letters written during the Revolutionary War, the Civil
War, the Spanish-American War, World War I, World War II, Korea,
Vietnam, and the Persian Gulf",['history']
3.478250289069211,0,7.304325607045343,0809229897,How to Make Anyone Fall in Love with You,Leil  Lowndes,1997,McGraw-Hill/Contemporary Books,"In How to Make Anyone Fall in Love with You readers will find 85
techniques based on scientific studies regarding the nature of love,
including: Finding potential love partners Making an unforgettable
first impression Dodging &quot;love bloopers ...",['family & relationships']
3.4782307804943304,0,7.304284639038094,0821771191,This Can't Be Love,Kasey Michaels,2004,Zebra Books,"In the &quot;New York Times&quot; bestselling author&#39;s
heartwarming sequel to &quot;This Must Be Love,&quot; madcap heiress
Molly Preston finds herself babysitting a Broadway producer&#39;s
niece and nephew--and fast becoming the leading lady of his life.",['fiction']
3.4658222430607517,0,7.278226710427579,0515101524,"A Circus for Love (Camfield Novel of Love, No 74)",Barbara Cartland,1989,Jove Books,"The Earl of Merstone returns from the War to find his estate, left in
the hands of his profligate and licentious cousin, bankrupt, and
Thelma Fern, the virtuous woman who loves him, must help her man keep
alive the only thing that remains ...",['fiction']
3.4656780963685807,0,7.27792400237402,0451212401,Love and Meatballs,Susan Volland,2004,New American Library,"Struggling to keep her sanity while working in her family&#39;s
restaurant with her large and loving Italian family, thirty-something
Jo Cerbone finds herself torn between two very different men, while
struggling to preserve her family&#39;s ...",['fiction']
3.4656780963685807,0,7.27792400237402,0515109282,Words of Love,Eileen Putman,1992,Jove Books,"When popular novelist Samantha Compton meets a man who perfectly fits
the description of her latest novel&#39;s hero, she must decide
whether to heed her friend&#39;s advice and avoid the rake or say
&quot;yes&quot; to love. Original.",['fiction']
3.4641911094388163,0,7.274801329821514,0385299184,The Other Side of Love,Jacqueline Briskin,1991,Bantam Dell Pub Group,"When World War II tears Kathe, a citizen of Nazi Germany, from the
American man she loves, she struggles to survive as a spy for the
British",['fiction']
3.4641911094388163,0,7.274801329821514,0449901815,Living Loving and Learning,LEO F. BUSCAGLIA,1985,Ballantine Books,"LIVING, LOVING AND LEARNING is a delightful collection of Dr.
Buscaglia&#39;s informative and amusing lectures, which were delivered
worldwide between 1970 and 1981.",['psychology']
3.4641911094388163,0,7.274801329821514,1551669277,Wicked Loving Lies,Rosemary Rogers,2002,Mira,"Beautiful, golden-haired Marisa and dashing Dominic Challenger brave
intrigue, captivity, and revolution in the age of Napoleon, and
experience the heights and depths of passion and love. Reprint.",['fiction']
3.4641911094388163,0,7.274801329821514,0440211999,The Other Side of Love,Jacqueline Briskin,1992,Dell Publishing Company,"When World War II tears Kathe, a citizen of Nazi Germany, from the
American man she loves, she struggles to survive as a spy for the
British",['fiction']
3.4641911094388163,0,7.274801329821514,0345422236,Love Unveiled (Indigo),Gloria Greene,1998,Ballantine Books,"A successful woman with a sheltered heart falls for her glamorous
model sister&#39;s fiance in this passionate love story set in Paris
and New York.",['fiction']
3.4641911094388163,0,7.274801329821514,0452265517,Curmudgeon's Garden of Love,Jon Winokur,1991,Penguin USA,"A sardonic collection of quotations depicts the downside of being in
or out of love, offering wit from such luminaries as Zsa Zsa Gabor,
Lewis Grizzard, and Charles Bukowski",['humor']
3.4641911094388163,0,7.274801329821514,1573660361,The Aztec Love God,Tony Diaz,1998,Northwestern University Press,"Tells the story of Tiofilio Duarte, a Mexican American high school
student who dreams of becoming a stand up comic called the Aztec Love
God",['fiction']
3.4584335509597954,0,7.2627104570155705,0373105061,Loving Trap (Harlequin Presents),Daphne Clair,1982,Harlequin Books,"The Loving Trap by Daphne Clair released on Apr 23, 1982 is available
now for purchase.",['romance fiction']
3.4584335509597954,0,7.2627104570155705,0373221029,"For Love Or Money (Intrigue, No 102)",M. Rodgers,1988,Harlequin,"For Love Or Money by M.J. Rodgers released on Sep 23, 1988 is
available now for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,0373763824,"Loving Man (Desire, 1382)",Cait London,2001,Silhouette,"A Loving Man by Cait London released on Jul 25, 2001 is available now
for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,044013529X,How to Make Love to a Man,ALEXANDRA PENNEY,1982,Dell,"More than a manual for having sex (though it is that too), this is a
guide to the art of making love.",['family & relationships']
3.4584335509597954,0,7.2627104570155705,0373251785,Polished With Love (Harlequin Temptation),Judith McWilliams,1985,Harlequin,"Polished With Love by Judith McWilliams released on Aug 23, 1985 is
available now for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,0373027117,Love In The Valley (Harlequin Romance),Susan Napier,1985,Harlequin,"Love In The Valley by Susan Napier released on Jun 24, 1985 is
available now for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,0373272952,Intimate Moments: To Love a Thief,Merline Lovelace,2003,Silhouette,"To Love A Thief by Merline Lovelace released on May 23, 2003 is
available now for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,0373259859,For The Love Of Nick (Harlequin Temptation),Jill Shalvis,2002,Harlequin,"For The Love Of Nick by Jill Shalvis released on Jun 24, 2002 is
available now for purchase.",['fiction']
3.4584335509597954,0,7.2627104570155705,0373025238,Lesson in Love (Harlequin Romance),Claudia Jameson,1983,Harlequin Books,"Lesson In Love by Claudia Jameson released on Nov 24, 1982 is
available now for purchase.",['romance fiction']
3.4584335509597954,0,7.2627104570155705,0373286384,"Reckless Love (Historical, No. 38)",Elizabeth Lowell,1989,Harlequin,"Reckless Love by Elizabeth Lowell released on Nov 24, 1989 is
available now for purchase.",['fiction']
3.45237505464975,0,7.249987614764476,0060191058,The Bachelor's Cat: A Love Story,L. F. Hoffman,1997,HarperCollins Publishers,"In a holiday love story told from the man&#39;s point of view, a
difficult if romantic bachelor stumbles upon a stray cat that helps
him find the right woman to love. 100,000 first printing. $60,000
ad/promo.",['fiction']
3.45237505464975,0,7.249987614764476,0553157310,"The Love Potion (Abracadabra, No 2)",Eve Becker,1989,Yearling Books,"In order to improve Dawn&#39;s sister&#39;s love life, Dawn and her
cousin Jennifer create a love potion, but problems ensue when the
potion somehow gets into the faculty lounge and all the teachers
become lovesick.",['juvenile fiction']
3.4431435247624163,0,7.230601402001074,0307988465,Elmo Loves You: A Poem by Elmo (Sesame Street),Sarah Albee,1998,Golden Books,"Illustrations and rhyming text affirm the joy of being loved and being
a friend, showing that, just as birds love to sing and kids love toys,
Elmo loves little girls and boys",['juvenile fiction']
3.442603426254156,0,7.229467195133728,0140193391,The Tao of the Loving Couple,Jolan Chang,1995,Penguin Books,"Through detailed discussions of such subjects as impotence, frigidity,
and the importance of teaching love, Chang proves that some of the
world&#39;s oldest wisdom is also some of the freshest.",['philosophy']
3.442603426254156,0,7.229467195133728,0330352695,Four Letters of Love,Niall Williams,1994,Pan Books Ltd,"Nicholas Coughlan and Isabel Gore were made for each other - but fate
doesn&#39;t always take the easiest or the most obvious route to true
love.",['ireland']
3.442603426254156,0,7.229467195133728,1558177817,Wild Is My Love,Janelle Taylor,1994,Pinnacle Books,"Rescued from her father&#39;s beleaguered kingdom by a mysterious
stranger, the bewitchingly lovely Princess Alysa joins that stranger
in a fiery, forbidden passion. Reprint.",['fiction']
3.442603426254156,0,7.229467195133728,0679761837,A Natural History of Love,Diane Ackerman,1995,Vintage Books USA,"The author of the best-selling A Natural History of the Senses
explores the diverse faces and forms of love from a scientific,
psychological, and philosophical perspective. Reprint. 50,000 first
printing.",['family & relationships']
3.4418266959579964,0,7.227836061511793,0060164751,Journey of the Heart: Intimate Relationship and the Path of Love,John Welwood,1990,Pub Group West,LOVE/SEX/MARRIAGE,['psychology']
3.435530484050336,0,7.214614016505705,1852307951,When Men Believe in Love: A Book for Men Who Love Women & the Women They Love,Susan Edwards,1996,Houghton Mifflin,"Psychologist Susan Edwards here invites the reader to enter the world
of men who value love. She uses the stories of men that she has known
to present a book that offers hope to both men and women.",['love']
3.434498335931207,0,7.212446505455535,0821222236,"The Love Tarot : Uses the Power of the Mystic Deck to Guide You in Love, Romance and Sex",Sarah Bartlett,1995,Bulfinch,Contains The Love Tarot book and 22 cards in full color.,"['body, mind & spirit']"
3.429193809913295,0,7.201307000817919,0312055145,Shakespeare on Love: Quotations from the Plays and Poems,William Shakespeare,1991,St. Martin's Press,"Gathers from Shakespeare&#39;s plays and poems quotations about first
love, courtship, obsession, unrequited love, parting, vows, jealousy,
betrayal, chastity, lust, and the characteristics of love",['poetry']
3.4273910730863935,0,7.197521253481427,0060958286,Art of Loving (Perennial Classics),Erich Fromm,2000,Perennial,"The psychologist explores the theory, meaning, and practice of love,
as well as its significance in contemporary Western society.","['body, mind & spirit']"
3.4273910730863935,0,7.197521253481427,1567311997,Wonderful Ways to Love a Child,Judy Ford,1997,Fine Communications,"Wonderful Ways to Love a Child helps busy, stressed-out parents engage
in positive parenting.",['family & relationships']
3.425639997855935,0,7.193843995497464,0684814463,ARC OF LOVE : An Anthology of Lesbian Love Poems,Clare Coss,1996,Clare Coss,"A wide-ranging collection of lesbian love poetry is divided into four
sections under the headings &quot;Light,&quot; &quot;Order,&quot;
&quot;Vexation,&quot; and &quot;Endurance,&quot; and includes
contributions by Sappho, Audre Lorde, Joy Harjo, and June Jordan.
15,000 first ...",['social science']
3.42188531973129,0,7.18595917143571,1551925540,Love and Other Ruins,Karen X. Tulchinsky,2003,Raincoast Books,"Young lesbian Nomi Rabinovitch begins a long-distance relationship
with new love Julie Sakamoto, as her AIDS activist cousin Henry deals
with his declining health.",['fiction']
3.42188531973129,0,7.18595917143571,0671517325,Love Me to Death,Linda Wolfe,1999,Pocket Books,"This book reveals what she discovered about this Don Juan figure who
moved with ease across the United States and Mexico murdering women
who loved him.",['true crime']
3.42188531973129,0,7.18595917143571,0843945508,Bite (Love Spell),Richard Laymon,1999,Leisure Books,"Sam is plunged into a nightmarish world of sheer evil when his first
love, Cat, reenters his life and he discovers that a vampire is coming
for both of them. Original.",['fiction']
3.4108868187376693,0,7.162862319349106,0452266149,"Sex, love, and other problems: Cartoons",David Sipress,1991,Penguin Books USA,"In Sex, Love, And Other Problems, Sipress&#39; bumbling, bulbous-nosed
characters tackle such issues as, &quot;What a re men really looking
for, love or box seats?",['love']
3.4108868187376693,0,7.162862319349106,0785266186,A Gift Of Love Reflections For The Tender Heart,Charles Stanley,2001,Nelson Books,"Combining scriptural readings, insights, guidance, and biblical
principles for life-application, a pastor encourages us to revel in
God&#39;s love and share that extraordinary love with others.",['religion']
3.4108868187376693,0,7.162862319349106,1582700877,The Letter Box: A Story of Enduring Love,Mark Button,2002,Beyond Words Publishing,"The Letter Box is an intimate journey of the heart, a compelling true
story of love and second chances that will move you to create your own
legacy of love for those you cherish.",['family & relationships']
3.4083976690909066,0,7.157635105090904,044022280X,Outlaw Love,Brenda Joyce,1997,Dell,"A collection of love stories set on the wild frontier, by four best-
selling authors, features Brenda Joyce&#39;s &quot;Sundown,&quot;
Connie Mittman&#39;s &quot;Heaven With a Gun,&quot; Cait Logan&#39;s
&quot;Lady Desperado,&quot; and &quot;Wishing for More&quot; by
Stephanie Mittman.",['fiction']
3.4019842250990115,0,7.144166872707925,0373810636,A Winter Love Story,Betty Neels,2004,Harlequin,"While caring for Professor Jason Lister&#39;s niece and nephew,
Araminta decides to accept his proposal of a marriage of convenience
and unexpectedly finds a love to last a lifetime. Reprint.",['fiction']
3.4019842250990115,0,7.144166872707925,0687153352,God's Love Is for Sharing,Helen Caswell,1987,Abingdon Pr,"A child speculates that while unable to physically share life&#39;s
good things with God, we can express our love for Him by sharing with
people around us.",['juvenile nonfiction']
3.4019842250990115,0,7.144166872707925,0740727370,The Love Poems Of Rumi,Philip Dunn,2002,Andrews McMeel Publishing,"Rumi is renowned as one of the world&#39;s most popular mystical
poets. The beauty and romance of his glorious verses on divine love
have endeared us to this Persian master.",['poetry']
