User_ID,Age,Country,Country_ID,cluster
70283,71,ireland,62,1
70284,47,australia,4,1
70286,21,usa,0,2
70287,16,usa,0,2
70290,43,usa,0,1
70293,14,australia,4,2
70294,83,usa,0,0
70295,49,germany,9,1
70296,88,usa,0,0
70297,54,brazil,7,1
70300,22,canada,6,2
70301,60,usa,0,1
70303,75,united kingdom,3,0
70305,40,,8,1
70306,33,usa,0,2
70307,97,united kingdom,3,0
70308,41,albania,49,1
70311,93,usa,0,0
70312,119,usa,0,0
70313,26,usa,0,2
70315,97,usa,0,0
70316,84,usa,0,0
70317,15,usa,0,2
70319,80,usa,0,0
70320,26,usa,0,2
70321,35,usa,0,2
70322,49,usa,0,1
70323,39,peru,24,1
70324,50,germany,9,1
70325,37,usa,0,2
70326,24,united kingdom,3,2
70327,2,portugal,2,2
70328,15,usa,0,2
70329,27,france,20,2
70332,28,australia,4,2
70333,60,usa,0,1
70334,42,usa,0,1
70335,95,usa,0,0
70336,61,usa,0,1
70337,11,usa,0,2
70339,47,usa,0,1
70340,82,usa,0,0
70341,32,usa,0,2
70342,120,usa,0,0
70344,19,spain,5,2
70346,68,canada,6,1
70347,86,iran,23,0
70348,27,usa,0,2
70349,13,canada,6,2
70351,70,united kingdom,3,1
70352,70,usa,0,1
70353,53,united kingdom,3,1
70354,103,denmark,29,0
70355,16,usa,0,2
70356,111,usa,0,0
70357,86,united kingdom,3,0
70358,25,usa,0,2
70360,29,usa,0,2
70361,30,germany,9,2
70362,47,usa,0,1
70363,80,united kingdom,3,0
70364,51,usa,0,1
70365,24,usa,0,2
70366,32,canada,6,2
70367,33,spain,5,2
70368,33,spain,5,2
70369,55,united kingdom,3,1
70370,24,belgium,30,2
70371,57,usa,0,1
70372,107,usa,0,0
70373,27,usa,0,2
70374,39,usa,0,1
70375,47,usa,0,1
70376,19,bolivia,131,2
70377,106,wales,195,0
70382,40,france,20,1
70383,20,spain,5,2
70384,31,usa,0,2
70386,23,usa,0,2
70387,22,usa,0,2
70389,31,turkey,32,2
70390,65,usa,0,1
70391,51,usa,0,1
70392,77,usa,0,0
70393,31,china,11,2
70394,24,usa,0,2
70395,22,canada,6,2
70396,35,usa,0,2
70397,109,usa,0,0
70398,40,usa,0,1
70400,57,,8,1
70403,20,usa,0,2
70404,93,nigeria,44,0
70405,52,usa,0,1
70406,44,usa,0,1
70407,48,usa,0,1
70408,50,usa,0,1
70409,52,canada,6,1
70410,60,usa,0,1
70411,44,usa,0,1
70412,56,germany,9,1
70413,15,usa,0,2
70414,22,usa,0,2
70416,6,usa,0,2
70417,43,usa,0,1
70418,38,united kingdom,3,2
70419,44,usa,0,1
70420,102,portugal,2,0
70421,4,denmark,29,2
70422,31,spain,5,2
70424,21,colombia,35,2
70425,22,australia,4,2
70426,6,south africa,80,2
70427,24,spain,5,2
70428,22,usa,0,2
70430,41,usa,0,1
70431,100,usa,0,0
70432,90,united kingdom,3,0
70433,44,italy,13,1
70434,21,australia,4,2
70436,20,usa,0,2
70437,17,usa,0,2
70438,26,usa,0,2
70439,75,usa,0,0
70440,0,chile,38,2
70442,25,usa,0,2
70444,59,canada,6,1
70445,8,malaysia,31,2
70446,27,india,18,2
70447,106,usa,0,0
70449,36,usa,0,2
70451,44,canada,6,1
70452,48,bahamas,127,1
70453,27,canada,6,2
70455,29,germany,9,2
70456,24,italy,13,2
70458,86,usa,0,0
70459,42,usa,0,1
70462,38,usa,0,2
70466,19,usa,0,2
70467,72,usa,0,1
70468,20,brazil,7,2
70471,34,usa,0,2
70473,32,spain,5,2
70476,22,brazil,7,2
70478,68,united kingdom,3,1
70479,19,france,20,2
70480,15,usa,0,2
70481,63,usa,0,1
70483,47,united kingdom,3,1
70484,9,usa,0,2
70486,44,usa,0,1
70488,6,usa,0,2
70489,22,china,11,2
70490,4,usa,0,2
70491,28,spain,5,2
70492,36,china,11,2
70494,90,usa,0,0
70495,108,usa,0,0
70496,21,canada,6,2
70497,20,usa,0,2
70498,67,usa,0,1
70499,32,usa,0,2
70500,26,germany,9,2
70501,19,usa,0,2
70502,55,usa,0,1
70503,113,usa,0,0
70505,7,usa,0,2
70506,18,usa,0,2
70511,34,canada,6,2
70512,75,usa,0,0
70513,13,usa,0,2
70514,0,usa,0,2
70515,45,usa,0,1
70516,57,australia,4,1
70517,3,usa,0,2
70518,22,canada,6,2
70520,45,,8,1
70521,47,italy,13,1
70522,53,usa,0,1
70523,32,czech republic,118,2
70524,103,usa,0,0
70526,21,china,11,2
70527,62,usa,0,1
70528,24,china,11,2
70530,78,canada,6,0
70531,28,germany,9,2
70532,23,usa,0,2
70533,37,usa,0,2
70534,53,usa,0,1
70535,45,usa,0,1
70537,54,usa,0,1
70540,13,united kingdom,3,2
70542,49,usa,0,1
70543,25,usa,0,2
70544,35,germany,9,2
70545,100,germany,9,0
70546,75,usa,0,0
70547,100,usa,0,0
70548,21,usa,0,2
70549,28,usa,0,2
70551,38,usa,0,2
70552,76,usa,0,0
70553,107,usa,0,0
70555,12,usa,0,2
70558,48,usa,0,1
70561,23,usa,0,2
70562,40,usa,0,1
70563,41,australia,4,1
70565,33,usa,0,2
70566,22,usa,0,2
70568,56,usa,0,1
70570,49,canada,6,1
70573,1,usa,0,2
70575,68,canada,6,1
70576,25,spain,5,2
70577,23,turkey,32,2
70578,49,usa,0,1
70579,24,usa,0,2
70580,24,spain,5,2
70581,22,usa,0,2
70582,113,usa,0,0
70583,86,italy,13,0
70586,41,netherlands,14,1
70588,13,usa,0,2
70590,116,canada,6,0
70591,36,argentina,43,2
70592,35,france,20,2
70593,35,usa,0,2
70597,24,united kingdom,3,2
70598,34,usa,0,2
70602,40,australia,4,1
70604,63,usa,0,1
70605,33,,8,2
70607,88,usa,0,0
70608,54,united kingdom,3,1
70610,28,usa,0,2
70611,30,usa,0,2
70612,47,usa,0,1
70614,30,portugal,2,2
70615,46,united kingdom,3,1
70617,89,usa,0,0
70618,24,usa,0,2
70620,25,usa,0,2
70621,60,usa,0,1
70622,24,brazil,7,2
70623,28,portugal,2,2
70624,31,portugal,2,2
70625,36,brazil,7,2
70626,34,italy,13,2
70627,33,usa,0,2
70630,69,portugal,2,1
70631,27,germany,9,2
70632,80,malaysia,31,0
70633,116,usa,0,0
70636,31,usa,0,2
70637,64,usa,0,1
70638,45,usa,0,1
70640,93,portugal,2,0
70641,56,usa,0,1
70642,96,malta,215,0
70643,33,usa,0,2
70644,38,usa,0,2
70646,29,germany,9,2
70647,62,usa,0,1
70650,45,usa,0,1
70651,9,usa,0,2
70652,22,canada,6,2
70653,36,usa,0,2
70654,21,usa,0,2
70655,32,usa,0,2
70657,29,ecuador,98,2
70658,28,spain,5,2
70660,71,usa,0,1
70661,37,france,20,2
70662,114,canada,6,0
70663,27,usa,0,2
70664,27,usa,0,2
70665,26,usa,0,2
70668,61,australia,4,1
70669,58,usa,0,1
70671,57,united kingdom,3,1
70672,80,germany,9,0
70673,27,germany,9,2
70674,15,yugoslavia,71,2
70676,26,usa,0,2
70677,57,usa,0,1
70678,39,usa,0,1
70679,103,usa,0,0
70682,24,australia,4,2
70683,114,usa,0,0
70685,42,brazil,7,1
70686,55,usa,0,1
70687,35,usa,0,2
70689,29,usa,0,2
70690,18,spain,5,2
70691,49,usa,0,1
70693,41,canada,6,1
70695,38,usa,0,2
70697,61,usa,0,1
70698,60,usa,0,1
70701,33,usa,0,2
70702,33,usa,0,2
70704,47,usa,0,1
70705,104,usa,0,0
70706,14,usa,0,2
70707,14,united kingdom,3,2
70708,51,norway,36,1
70709,53,usa,0,1
70710,27,italy,13,2
70711,32,usa,0,2
70712,85,germany,9,0
70715,36,,8,2
70717,46,usa,0,1
70718,55,netherlands,14,1
70719,118,usa,0,0
70720,54,usa,0,1
70721,21,usa,0,2
70722,28,germany,9,2
70723,60,usa,0,1
70724,20,germany,9,2
70725,22,united kingdom,3,2
70726,92,united kingdom,3,0
70727,34,usa,0,2
70728,19,usa,0,2
70729,108,usa,0,0
70732,24,italy,13,2
70734,21,italy,13,2
70735,29,canada,6,2
70736,12,australia,4,2
70738,62,usa,0,1
70739,120,romania,57,0
70741,47,usa,0,1
70742,23,brazil,7,2
70743,27,usa,0,2
70745,48,united kingdom,3,1
70746,62,united kingdom,3,1
70747,39,united kingdom,3,1
70748,56,united kingdom,3,1
70750,79,usa,0,0
70751,46,usa,0,1
70752,23,australia,4,2
70753,35,australia,4,2
70754,106,netherlands,14,0
70756,24,usa,0,2
70757,42,spain,5,1
70758,95,usa,0,0
70759,18,usa,0,2
70760,29,spain,5,2
70761,23,spain,5,2
70762,47,usa,0,1
70763,25,canada,6,2
70764,15,australia,4,2
70765,75,usa,0,0
70766,100,honduras,110,0
70767,45,belgium,30,1
70768,33,canada,6,2
70769,26,australia,4,2
70771,28,united kingdom,3,2
70773,73,australia,4,1
70774,87,italy,13,0
70775,48,usa,0,1
70776,52,usa,0,1
70777,25,germany,9,2
70778,42,usa,0,1
70779,41,usa,0,1
70780,21,spain,5,2
70781,24,usa,0,2
70782,32,portugal,2,2
70783,81,usa,0,0
70784,23,france,20,2
70785,42,italy,13,1
70786,29,canada,6,2
70787,88,usa,0,0
70790,54,brazil,7,1
70792,48,germany,9,1
70793,14,italy,13,2
70794,24,sweden,42,2
70797,25,germany,9,2
70799,35,usa,0,2
70800,29,china,11,2
70802,29,spain,5,2
70803,17,canada,6,2
70804,20,france,20,2
70805,97,italy,13,0
70807,51,usa,0,1
70808,119,singapore,48,0
70809,58,usa,0,1
70810,18,portugal,2,2
70811,28,china,11,2
70812,102,usa,0,0
70814,46,canada,6,1
70815,27,new zealand,17,2
70816,26,spain,5,2
70817,0,italy,13,2
70818,25,usa,0,2
70821,33,spain,5,2
70823,25,usa,0,2
70824,114,germany,9,0
70825,26,united kingdom,3,2
70827,20,usa,0,2
70828,42,usa,0,1
70829,29,portugal,2,2
70830,74,united kingdom,3,1
70831,43,usa,0,1
70832,50,australia,4,1
70835,41,argentina,43,1
70838,12,italy,13,2
70839,26,usa,0,2
70842,30,ireland,62,2
70843,45,venezuela,63,1
70845,65,usa,0,1
70846,53,usa,0,1
70847,50,usa,0,1
70848,31,colombia,35,2
70849,25,spain,5,2
70850,49,canada,6,1
70852,32,usa,0,2
70854,119,usa,0,0
70856,15,usa,0,2
70857,73,usa,0,1
70858,30,united kingdom,3,2
70859,40,canada,6,1
70860,31,usa,0,2
70861,34,usa,0,2
70863,43,usa,0,1
70867,73,usa,0,1
70868,35,brazil,7,2
70870,23,new zealand,17,2
70871,46,usa,0,1
70874,82,usa,0,0
70875,59,,8,1
70876,46,usa,0,1
70877,27,usa,0,2
70879,89,usa,0,0
70880,64,usa,0,1
70881,22,australia,4,2
70883,35,usa,0,2
70885,38,australia,4,2
70886,16,croatia,74,2
70887,29,romania,57,2
70889,26,brazil,7,2
70890,7,united kingdom,3,2
70891,105,usa,0,0
70892,7,canada,6,2
70893,39,usa,0,1
70894,52,united kingdom,3,1
70895,55,united kingdom,3,1
70896,35,usa,0,2
70897,21,france,20,2
70899,17,usa,0,2
70901,72,united kingdom,3,1
70902,37,netherlands,14,2
70903,26,panama,96,2
70904,103,usa,0,0
70905,28,öð¹ú,124,2
70906,20,china,11,2
70907,56,usa,0,1
70908,28,usa,0,2
70909,91,usa,0,0
70910,47,usa,0,1
70911,106,usa,0,0
70913,95,canada,6,0
70914,112,germany,9,0
70917,30,israel,75,2
70919,20,usa,0,2
70920,43,usa,0,1
70921,31,spain,5,2
70923,15,usa,0,2
70924,40,usa,0,1
70925,1,usa,0,2
70926,38,usa,0,2
70927,68,usa,0,1
70928,27,usa,0,2
70929,12,australia,4,2
70930,41,austria,47,1
70933,42,usa,0,1
70934,0,usa,0,2
70936,36,usa,0,2
70938,48,usa,0,1
70939,26,usa,0,2
70942,23,spain,5,2
70943,31,,8,2
70944,39,france,20,1
70945,25,united kingdom,3,2
70946,3,united kingdom,3,2
70950,30,mexico,10,2
70952,35,united kingdom,3,2
70954,48,usa,0,1
70955,20,united kingdom,3,2
70956,65,usa,0,1
70957,7,usa,0,2
70958,34,brazil,7,2
70959,22,germany,9,2
70961,26,italy,13,2
70962,54,canada,6,1
70963,21,usa,0,2
70964,8,canada,6,2
70966,48,france,20,1
70967,5,canada,6,2
70968,49,usa,0,1
70970,32,spain,5,2
70971,120,united kingdom,3,0
70972,19,portugal,2,2
70973,99,canada,6,0
70974,34,usa,0,2
70975,83,usa,0,0
70976,71,israel,75,1
70977,44,italy,13,1
70978,56,usa,0,1
70979,63,usa,0,1
70980,32,united kingdom,3,2
70982,48,usa,0,1
70984,57,usa,0,1
70985,15,usa,0,2
70986,56,australia,4,1
70987,59,usa,0,1
70988,37,germany,9,2
70989,43,spain,5,1
70991,40,italy,13,1
70992,21,usa,0,2
70993,49,mexico,10,1
70995,37,,8,2
70997,40,usa,0,1
70998,24,usa,0,2
71000,21,usa,0,2
71001,24,usa,0,2
71002,22,spain,5,2
71003,38,usa,0,2
71004,46,austria,47,1
71005,19,usa,0,2
71007,21,canada,6,2
71008,31,portugal,2,2
71009,77,usa,0,0
71010,65,canada,6,1
71011,107,usa,0,0
71012,59,usa,0,1
71013,101,united kingdom,3,0
71014,20,usa,0,2
71015,92,usa,0,0
71016,63,new zealand,17,1
71017,119,india,18,0
71018,23,usa,0,2
71020,51,usa,0,1
71021,75,usa,0,0
71023,25,netherlands,14,2
71025,62,usa,0,1
71026,54,canada,6,1
71027,30,canada,6,2
71028,59,brazil,7,1
71029,21,china,11,2
71031,68,usa,0,1
71032,48,usa,0,1
71034,35,germany,9,2
71035,32,usa,0,2
71036,33,usa,0,2
71037,32,usa,0,2
71039,30,spain,5,2
71040,38,argentina,43,2
71041,14,spain,5,2
71042,28,brazil,7,2
71043,51,spain,5,1
71044,34,argentina,43,2
71045,1,canada,6,2
71046,35,guatemala,116,2
71047,24,portugal,2,2
71048,27,united kingdom,3,2
71049,57,netherlands,14,1
71050,60,spain,5,1
71051,45,spain,5,1
71052,56,spain,5,1
71053,60,spain,5,1
71054,28,spain,5,2
71055,39,brazil,7,1
71057,27,brazil,7,2
71058,88,portugal,2,0
71059,42,usa,0,1
71061,27,spain,5,2
71063,100,usa,0,0
71064,31,usa,0,2
71065,48,brazil,7,1
71066,53,venezuela,63,1
71067,54,jordan,90,1
71069,33,usa,0,2
71070,88,mexico,10,0
71071,49,usa,0,1
71072,14,spain,5,2
71077,53,usa,0,1
71078,26,usa,0,2
71080,25,brazil,7,2
71082,24,brazil,7,2
71084,53,usa,0,1
71085,45,portugal,2,1
71087,27,spain,5,2
71088,24,italy,13,2
71090,27,united kingdom,3,2
71091,74,germany,9,1
71092,24,portugal,2,2
71093,56,norway,36,1
71094,51,norway,36,1
71095,17,usa,0,2
71097,35,usa,0,2
71098,108,usa,0,0
71099,7,united kingdom,3,2
71100,55,australia,4,1
71103,36,united kingdom,3,2
71104,61,usa,0,1
71105,18,malaysia,31,2
71106,22,usa,0,2
71107,90,usa,0,0
71108,87,usa,0,0
71109,37,usa,0,2
71110,42,united kingdom,3,1
71111,113,usa,0,0
71112,78,united kingdom,3,0
71113,24,united kingdom,3,2
71115,112,canada,6,0
71116,31,usa,0,2
71117,39,united kingdom,3,1
71118,23,romania,57,2
71119,5,usa,0,2
71120,30,usa,0,2
71121,46,usa,0,1
71122,20,canada,6,2
71123,86,canada,6,0
71124,109,canada,6,0
71125,31,canada,6,2
71126,117,usa,0,0
71127,37,netherlands,14,2
71128,109,germany,9,0
71129,76,usa,0,0
71131,53,australia,4,1
71132,64,malaysia,31,1
71133,32,usa,0,2
71134,98,netherlands,14,0
71135,38,china,11,2
71136,25,united kingdom,3,2
71138,20,united kingdom,3,2
71139,25,colombia,35,2
71140,45,canada,6,1
71141,25,peru,24,2
71142,29,spain,5,2
71145,71,usa,0,1
71146,18,usa,0,2
71147,39,usa,0,1
71148,50,portugal,2,1
71149,46,usa,0,1
71150,29,usa,0,2
71151,21,poland,60,2
71152,55,united kingdom,3,1
71153,35,usa,0,2
71154,44,usa,0,1
71156,9,usa,0,2
71157,120,usa,0,0
71158,29,,8,2
71159,45,usa,0,1
71161,79,usa,0,0
71163,54,usa,0,1
71165,20,usa,0,2
71166,78,new zealand,17,0
71167,19,sweden,42,2
71168,53,canada,6,1
71169,30,usa,0,2
71170,24,usa,0,2
71172,21,united kingdom,3,2
71173,33,usa,0,2
71174,19,usa,0,2
71175,103,singapore,48,0
71176,30,germany,9,2
71177,42,usa,0,1
71180,29,singapore,48,2
71184,15,germany,9,2
71185,2,netherlands,14,2
71186,118,netherlands,14,0
71187,15,usa,0,2
71189,54,usa,0,1
71191,28,united kingdom,3,2
71192,48,usa,0,1
71194,56,new zealand,17,1
71195,96,usa,0,0
71198,58,usa,0,1
71199,48,canada,6,1
71200,22,australia,4,2
71202,99,usa,0,0
71203,43,canada,6,1
71204,112,usa,0,0
71205,19,sweden,42,2
71206,113,netherlands,14,0
71208,51,united kingdom,3,1
71209,29,malaysia,31,2
71210,34,egypt,50,2
71211,24,usa,0,2
71212,55,spain,5,1
71213,100,usa,0,0
71214,111,usa,0,0
71216,21,italy,13,2
71217,89,usa,0,0
71218,45,usa,0,1
71219,61,usa,0,1
71220,30,netherlands,14,2
71221,46,usa,0,1
71222,95,germany,9,0
71225,92,usa,0,0
71228,31,usa,0,2
71231,20,turkey,32,2
71232,16,usa,0,2
71235,30,usa,0,2
71236,59,netherlands,14,1
71237,113,usa,0,0
71238,34,italy,13,2
71240,32,finland,16,2
71241,103,estonia,68,0
71242,17,united kingdom,3,2
71243,36,usa,0,2
71244,21,finland,16,2
71245,20,finland,16,2
71246,85,finland,16,0
71247,23,united kingdom,3,2
71248,38,finland,16,2
71249,19,germany,9,2
71250,17,usa,0,2
71251,36,usa,0,2
71252,21,philippines,33,2
71254,32,usa,0,2
71256,29,usa,0,2
71257,20,united kingdom,3,2
71258,24,australia,4,2
71260,106,usa,0,0
71262,22,united kingdom,3,2
71263,43,usa,0,1
71264,38,united kingdom,3,2
71265,30,usa,0,2
71267,15,usa,0,2
71270,10,usa,0,2
71271,110,usa,0,0
71273,65,usa,0,1
71275,61,usa,0,1
71276,57,usa,0,1
71277,47,usa,0,1
71278,30,mexico,10,2
71279,65,usa,0,1
71280,79,germany,9,0
71282,23,germany,9,2
71283,34,peru,24,2
71284,88,canada,6,0
71286,43,usa,0,1
71288,52,portugal,2,1
71289,15,slovakia,72,2
71290,27,mexico,10,2
71291,48,spain,5,1
71293,55,usa,0,1
71294,38,united kingdom,3,2
71295,64,usa,0,1
71296,40,usa,0,1
71297,99,italy,13,0
71299,119,switzerland,21,0
71300,31,germany,9,2
71302,25,germany,9,2
71303,28,austria,47,2
71304,50,austria,47,1
71306,108,usa,0,0
71307,63,usa,0,1
71309,97,usa,0,0
71310,17,usa,0,2
71311,43,germany,9,1
71312,8,usa,0,2
71314,19,sweden,42,2
71315,28,italy,13,2
71318,50,germany,9,1
71319,25,usa,0,2
71320,22,usa,0,2
71321,14,united kingdom,3,2
71322,16,usa,0,2
71323,27,greece,34,2
71324,35,sweden,42,2
71325,25,south africa,80,2
71327,63,poland,60,1
71328,37,greece,34,2
71329,55,usa,0,1
71330,27,usa,0,2
71332,23,united kingdom,3,2
71333,15,usa,0,2
71334,109,italy,13,0
71335,66,usa,0,1
71337,28,usa,0,2
71338,30,france,20,2
71339,21,usa,0,2
71340,46,spain,5,1
71341,92,puerto rico,83,0
71342,79,italy,13,0
71343,65,usa,0,1
71344,9,usa,0,2
71345,55,israel,75,1
71346,30,israel,75,2
71347,50,usa,0,1
71348,21,usa,0,2
71350,46,united kingdom,3,1
71351,106,usa,0,0
71352,74,netherlands,14,1
71353,57,usa,0,1
71354,28,czech republic,118,2
71355,67,usa,0,1
71356,28,spain,5,2
71357,39,spain,5,1
71363,119,canada,6,0
71364,23,usa,0,2
71366,82,italy,13,0
71367,32,venezuela,63,2
71368,33,usa,0,2
71369,91,usa,0,0
71370,26,usa,0,2
71371,33,argentina,43,2
71372,21,costa rica,88,2
71373,50,usa,0,1
71374,23,spain,5,2
71375,27,usa,0,2
71376,21,canada,6,2
71377,31,canada,6,2
71378,56,usa,0,1
71380,37,spain,5,2
71381,40,usa,0,1
71383,29,canada,6,2
71384,117,canada,6,0
71385,68,canada,6,1
71386,40,united kingdom,3,1
71387,8,canada,6,2
71388,56,usa,0,1
71389,39,usa,0,1
71390,35,ireland,62,2
71392,29,usa,0,2
71394,15,sweden,42,2
71395,88,usa,0,0
71396,26,usa,0,2
71397,62,united kingdom,3,1
71398,52,usa,0,1
71399,20,usa,0,2
71400,39,usa,0,1
71401,53,germany,9,1
71402,37,canada,6,2
71403,24,usa,0,2
71404,22,usa,0,2
71405,15,australia,4,2
71406,45,usa,0,1
71408,12,vietnam,26,2
71409,103,united kingdom,3,0
71412,50,canada,6,1
71413,119,ireland,62,0
71414,36,usa,0,2
71416,0,usa,0,2
71417,66,usa,0,1
71419,39,usa,0,1
71421,30,usa,0,2
71422,26,spain,5,2
71424,59,usa,0,1
71425,34,austria,47,2
71426,38,,8,2
71427,23,venezuela,63,2
71428,70,japan,76,1
71429,91,usa,0,0
71431,95,usa,0,0
71432,34,spain,5,2
71433,13,canada,6,2
71434,93,usa,0,0
71435,45,austria,47,1
71436,21,italy,13,2
71437,50,united kingdom,3,1
71438,33,united kingdom,3,2
71439,71,italy,13,1
71441,7,italy,13,2
71442,47,canada,6,1
71443,21,spain,5,2
71444,36,italy,13,2
71445,51,italy,13,1
71446,82,canada,6,0
71447,26,spain,5,2
71448,30,portugal,2,2
71451,25,united kingdom,3,2
71452,21,usa,0,2
71453,35,usa,0,2
71454,25,spain,5,2
71455,23,spain,5,2
71456,20,usa,0,2
71457,58,usa,0,1
71458,43,usa,0,1
71460,16,usa,0,2
71462,50,australia,4,1
71463,27,belgium,30,2
71464,23,usa,0,2
71466,62,usa,0,1
71467,48,usa,0,1
71468,45,united kingdom,3,1
71471,39,usa,0,1
71472,19,germany,9,2
71473,85,india,18,0
71475,26,canada,6,2
71478,41,united kingdom,3,1
71479,27,usa,0,2
71480,100,usa,0,0
71481,18,usa,0,2
71483,59,australia,4,1
71484,21,australia,4,2
71485,30,usa,0,2
71487,32,usa,0,2
71488,72,usa,0,1
71489,23,portugal,2,2
71491,19,netherlands,14,2
71492,5,germany,9,2
71495,35,usa,0,2
71496,82,usa,0,0
71498,22,canada,6,2
71499,51,united kingdom,3,1
71500,58,usa,0,1
71502,82,usa,0,0
71503,38,usa,0,2
71504,26,usa,0,2
71505,23,usa,0,2
71506,27,canada,6,2
71507,19,usa,0,2
71508,22,spain,5,2
71510,22,spain,5,2
71511,14,germany,9,2
71512,24,usa,0,2
71515,66,australia,4,1
71516,56,usa,0,1
71518,119,usa,0,0
71519,23,india,18,2
71520,19,usa,0,2
71523,78,usa,0,0
71525,25,spain,5,2
71526,45,usa,0,1
71527,25,iran,23,2
71528,63,usa,0,1
71529,63,usa,0,1
71530,57,usa,0,1
71531,31,spain,5,2
71532,28,usa,0,2
71534,38,united kingdom,3,2
71535,21,united kingdom,3,2
71536,23,netherlands,14,2
71537,19,australia,4,2
71538,41,united kingdom,3,1
71540,30,canada,6,2
71541,55,usa,0,1
71542,22,united kingdom,3,2
71543,38,usa,0,2
71544,20,spain,5,2
71545,82,usa,0,0
71547,3,usa,0,2
71548,30,germany,9,2
71549,13,usa,0,2
71550,75,germany,9,0
71552,51,germany,9,1
71555,100,switzerland,21,0
71556,26,usa,0,2
71557,24,usa,0,2
71559,23,mexico,10,2
71560,32,united kingdom,3,2
71564,76,usa,0,0
71565,119,usa,0,0
71566,20,usa,0,2
71567,59,usa,0,1
71569,29,usa,0,2
71572,111,usa,0,0
71573,85,usa,0,0
71574,25,usa,0,2
71575,16,usa,0,2
71576,20,usa,0,2
71578,24,germany,9,2
71579,109,canada,6,0
71580,19,france,20,2
71581,104,usa,0,0
71583,8,norway,36,2
71584,50,spain,5,1
71586,44,usa,0,1
71588,85,usa,0,0
71589,73,ireland,62,1
71590,112,usa,0,0
71592,107,usa,0,0
71593,37,usa,0,2
71595,33,usa,0,2
71596,18,usa,0,2
71598,26,singapore,48,2
71599,27,germany,9,2
71601,113,usa,0,0
71602,55,usa,0,1
71603,25,united kingdom,3,2
71605,29,germany,9,2
71606,54,united kingdom,3,1
71607,53,netherlands,14,1
71609,41,germany,9,1
71610,26,germany,9,2
71611,34,usa,0,2
71613,34,usa,0,2
71617,34,austria,47,2
71619,59,usa,0,1
71621,37,usa,0,2
71622,49,usa,0,1
71623,34,usa,0,2
71624,16,united kingdom,3,2
71625,76,usa,0,0
71626,114,canada,6,0
71627,56,united kingdom,3,1
71629,31,usa,0,2
71631,53,usa,0,1
71632,91,usa,0,0
71633,27,usa,0,2
71635,35,usa,0,2
71636,63,usa,0,1
71638,56,australia,4,1
71639,31,usa,0,2
71640,10,united kingdom,3,2
71642,14,australia,4,2
71643,54,romania,57,1
71644,31,iran,23,2
71645,20,united kingdom,3,2
71646,32,spain,5,2
71647,20,germany,9,2
71650,96,ireland,62,0
71652,34,usa,0,2
71654,6,usa,0,2
71655,28,united kingdom,3,2
71656,77,usa,0,0
71657,27,usa,0,2
71658,36,usa,0,2
71659,20,australia,4,2
71661,112,canada,6,0
71663,33,portugal,2,2
71664,49,canada,6,1
71666,20,usa,0,2
71667,77,sweden,42,0
71668,43,estonia,68,1
71669,25,israel,75,2
71670,23,spain,5,2
71671,50,germany,9,1
71673,92,germany,9,0
71675,21,germany,9,2
71678,36,germany,9,2
71679,24,germany,9,2
71680,18,germany,9,2
71681,33,germany,9,2
71683,23,australia,4,2
71684,44,germany,9,1
71685,53,usa,0,1
71686,50,usa,0,1
71687,98,usa,0,0
71689,50,germany,9,1
71690,32,germany,9,2
71691,27,usa,0,2
71692,62,romania,57,1
71693,24,usa,0,2
71695,52,portugal,2,1
71696,19,usa,0,2
71697,75,croatia,74,0
71699,60,usa,0,1
71702,8,canada,6,2
71704,29,germany,9,2
71706,61,belgium,30,1
71707,22,canada,6,2
71708,67,canada,6,1
71710,23,spain,5,2
71715,94,ireland,62,0
71717,60,germany,9,1
71718,89,norway,36,0
71719,26,austria,47,2
71721,73,united kingdom,3,1
71723,12,ireland,62,2
71724,17,slovakia,72,2
71725,109,germany,9,0
71727,53,netherlands,14,1
71729,10,guernsey,144,2
71731,27,germany,9,2
71732,75,germany,9,0
71733,61,usa,0,1
71734,104,usa,0,0
71735,41,usa,0,1
71736,40,germany,9,1
71737,26,italy,13,2
71738,21,germany,9,2
71740,31,finland,16,2
71741,53,netherlands,14,1
71742,94,usa,0,0
71743,21,germany,9,2
71744,19,singapore,48,2
71746,63,usa,0,1
71747,34,austria,47,2
71748,54,denmark,29,1
71750,39,israel,75,1
71753,41,usa,0,1
71754,30,united kingdom,3,2
71755,39,switzerland,21,1
71756,20,spain,5,2
71757,73,usa,0,1
71758,21,usa,0,2
71759,18,spain,5,2
71760,103,usa,0,0
71761,102,usa,0,0
71762,96,,8,0
71763,62,australia,4,1
71764,49,usa,0,1
71766,104,usa,0,0
71768,26,usa,0,2
71770,30,united kingdom,3,2
71771,38,united kingdom,3,2
71772,19,pakistan,28,2
71773,103,australia,4,0
71774,59,usa,0,1
71775,15,denmark,29,2
71776,115,usa,0,0
71778,52,usa,0,1
71779,76,usa,0,0
71780,23,usa,0,2
71781,38,usa,0,2
71782,30,usa,0,2
71783,0,canada,6,2
71784,21,france,20,2
71785,105,usa,0,0
71787,18,peru,24,2
71788,67,china,11,1
71790,98,usa,0,0
71791,44,usa,0,1
71792,61,usa,0,1
71793,106,usa,0,0
71794,39,usa,0,1
71795,13,usa,0,2
71796,78,south korea,119,0
71797,45,usa,0,1
71801,18,canada,6,2
71802,56,usa,0,1
71803,30,united kingdom,3,2
71805,13,germany,9,2
