isbn,cluster,cluster_rating
0345348656,0,9.0
0345348656,1,9.0
0345348656,2,8.0
0345348680,0,0.0
0345349512,1,0.0
0345350022,0,0.0
0345350022,3,5.0
0345350162,0,0.0
0345350170,0,9.0
0345350472,0,5.4
0345350472,1,8.0
0345350499,0,10.0
0345350499,1,2.6666666666666665
0345350499,3,9.0
0345350561,0,0.0
0345350561,1,7.0
0345350685,0,7.5
0345350685,1,2.6666666666666665
0345351452,0,6.0
0345351525,0,5.333333333333333
0345351525,1,0.0
0345351525,2,0.0
0345351525,3,3.0
0345352025,2,6.0
0345352661,1,0.0
0345353145,0,1.875
0345353145,1,4.285714285714286
0345353145,2,3.4
0345353145,3,1.5
0345353617,2,5.0
0345353617,3,1.0
0345353625,0,0.0
0345353625,2,5.0
0345353625,3,8.0
0345353749,0,3.25
0345353749,2,0.0
0345353749,3,0.0
0345353889,0,6.0
0345354435,0,8.0
0345354575,2,8.0
0345354575,3,0.0
0345354621,0,6.333333333333333
0345354621,2,0.0
0345354648,0,5.0
0345354648,1,7.0
0345354729,1,0.0
0345354931,1,0.0
0345354931,3,10.0
0345356403,2,8.0
0345356535,0,3.5
0345356535,1,6.0
0345356535,3,5.0
0345356667,1,0.0
0345356748,2,0.0
0345356950,0,7.0
0345358619,1,0.0
0345358805,3,0.0
034535933X,3,0.0
0345359828,1,0.0
0345359925,0,2.0
0345359925,2,0.0
0345360001,1,0.0
0345360192,1,8.0
034536029X,0,0.0
0345360400,0,8.0
0345360761,3,6.0
0345361431,3,5.0
0345361571,0,9.0
0345361571,1,2.0
034536158X,1,0.0
034536161X,0,7.0
034536161X,2,0.0
034536161X,3,0.0
0345361792,0,6.0
0345361792,1,7.230769230769231
0345361792,2,6.818181818181818
0345361792,3,4.1
034536208X,2,5.0
0345362241,1,0.0
0345362241,2,8.0
0345362276,0,0.0
0345362462,0,5.0
0345362462,2,10.0
0345362470,1,0.0
034536273X,2,8.0
0345362861,1,6.0
0345363582,0,0.0
0345364716,2,0.0
0345364759,0,7.0
0345365186,3,10.0
0345365755,1,8.0
0345365917,1,0.0
0345365933,1,8.0
0345366239,1,8.0
0345366239,2,0.0
0345366239,3,4.0
0345366387,1,8.0
0345366387,2,5.0
0345366549,1,9.0
034536662X,1,10.0
034536676X,0,8.333333333333334
034536676X,1,2.6
034536676X,2,6.0
034536676X,3,3.0
0345367103,1,0.0
0345367413,1,0.0
0345367898,1,8.0
0345368436,0,6.0
0345368754,0,0.875
0345368754,1,2.2857142857142856
0345368754,2,5.0
0345368754,3,2.6666666666666665
0345368932,0,0.0
0345368932,2,7.0
0345369025,0,7.5
0345369068,0,0.0
0345369114,2,5.0
0345369432,1,0.0
0345369432,3,0.0
0345369491,0,7.0
0345369491,2,0.0
0345369947,0,5.666666666666667
0345369947,1,4.0
0345369947,2,4.5
0345369947,3,8.0
034536998X,0,4.5
0345370066,0,6.0
0345370066,3,7.0
0345370724,1,0.0
0345370724,2,0.0
0345370740,3,8.0
0345370805,0,2.5
0345370805,1,2.6666666666666665
0345370805,2,4.0
0345370805,3,5.0
0345371070,0,0.0
0345371984,0,4.5
0345371984,2,0.0
0345372050,0,0.0
0345372085,0,5.0
0345372328,3,0.0
0345372980,0,7.0
0345373162,3,0.0
0345373294,1,9.0
0345375211,0,8.0
0345375211,1,0.0
034537536X,0,0.0
034537536X,1,0.0
034537536X,3,0.0
0345376269,1,0.0
034537682X,2,7.0
034537682X,3,6.0
0345377168,0,8.0
0345377443,0,4.0
0345377443,1,0.0
0345377443,2,5.0
0345377494,2,0.0
0345377516,3,5.0
0345377648,0,7.5
0345377834,1,0.0
0345378024,1,0.0
0345378032,2,10.0
0345378482,0,3.3333333333333335
0345378482,1,6.0
0345378482,2,5.666666666666667
0345378490,0,3.0
0345378490,1,4.222222222222222
0345378490,2,2.3333333333333335
0345378490,3,7.0
0345379144,0,0.0
0345379330,1,7.5
0345379640,0,0.0
0345379748,3,5.0
0345379802,0,0.0
0345380010,3,5.0
0345380258,0,10.0
0345380274,1,0.0
0345380371,0,5.166666666666667
0345380371,1,2.6666666666666665
0345380371,2,4.0
0345380371,3,4.5
034538055X,0,10.0
0345380576,0,0.0
0345381017,1,0.0
0345381033,1,8.0
0345381432,0,2.3333333333333335
0345381432,1,2.6666666666666665
0345381769,1,7.0
034538184X,0,8.333333333333334
034538184X,1,0.0
034538184X,2,6.0
0345382315,1,0.0
0345382323,1,0.0
0345382323,2,8.0
0345382323,3,6.0
0345382536,1,9.0
0345383249,1,7.0
0345383389,0,9.0
0345384202,0,0.0
0345384210,3,0.0
034538430X,0,8.0
034538430X,1,8.5
034538430X,3,9.0
0345384350,0,1.75
0345384350,1,3.3333333333333335
0345384350,3,10.0
0345384369,0,5.5
0345384369,1,9.0
0345384369,2,3.5
0345384369,3,5.666666666666667
0345384377,0,4.0
0345384377,1,5.666666666666667
0345384377,2,7.0
0345384466,0,6.1
0345384466,1,2.3333333333333335
0345384466,3,3.4
0345384741,0,0.0
0345384911,0,0.0
0345384911,1,0.0
0345384911,2,8.0
0345384911,3,6.0
0345385209,0,5.0
0345385209,1,0.0
0345385209,2,7.0
0345385764,1,0.0
0345385977,2,0.0
0345386132,0,3.5
0345386132,2,4.0
0345386256,1,7.0
0345386310,1,7.0
034538640X,0,0.0
0345386574,0,0.0
0345386574,1,0.0
0345386574,2,8.0
0345386825,0,0.0
0345386825,1,0.0
0345386892,0,9.0
0345387554,0,2.5
0345387554,1,2.0
0345387554,2,0.0
0345387554,3,0.0
0345387651,0,5.3
0345387651,1,3.909090909090909
0345387651,2,2.5
0345387651,3,4.714285714285714
0345388666,0,0.0
0345388771,0,7.0
0345388771,1,2.6666666666666665
0345388968,0,7.0
0345389220,3,8.0
0345389247,0,10.0
0345389247,1,8.5
0345389409,0,6.0
0345389409,1,5.0
0345389409,3,0.0
0345389417,0,7.0
0345389417,2,0.0
0345389417,3,0.0
0345389425,3,0.0
0345389719,3,7.0
0345389964,0,0.0
0345389964,1,0.0
0345389964,2,0.0
0345389964,3,0.0
0345390458,0,4.0
0345390458,2,5.0
0345390458,3,0.0
0345390547,1,9.0
034539092X,2,8.0
034539092X,3,5.0
0345391233,1,9.0
0345391330,0,0.0
0345391373,1,10.0
0345391683,1,8.0
0345391691,0,8.5
0345391780,3,0.0
0345392469,1,0.0
0345392698,3,7.0
0345392876,0,0.0
0345394259,0,5.0
0345394259,1,6.0
0345395077,0,0.0
0345395190,3,8.0
0345395336,1,0.0
0345395379,1,0.0
0345395379,2,3.5
0345395379,3,0.0
0345395409,3,0.0
0345396065,0,0.0
0345396065,1,8.0
0345396456,1,0.0
0345396537,1,0.0
0345396537,3,7.0
0345396553,3,7.0
0345396685,0,0.0
0345396936,0,5.2
0345396936,1,7.5
0345396936,2,0.0
0345397266,0,0.0
0345397452,3,0.0
0345397703,0,0.0
0345397738,1,0.0
0345397819,0,3.3333333333333335
0345397819,1,8.0
0345400003,3,0.0
034540047X,0,5.25
034540047X,1,7.0
034540047X,3,3.5
0345400577,0,5.0
0345400577,1,0.0
0345400674,0,0.0
0345401123,0,0.0
0345401123,2,0.0
0345401344,3,0.0
0345402073,0,0.0
0345402308,0,0.0
0345402308,3,4.0
0345402383,3,7.0
0345402871,0,5.9
0345402871,1,4.571428571428571
0345402871,2,6.25
0345402871,3,1.6666666666666667
034540288X,0,4.0
034540288X,1,8.25
034540288X,2,8.0
034540288X,3,6.0
034540291X,2,8.0
034540324X,1,9.0
0345403959,0,0.0
0345403959,2,10.0
0345404114,0,5.75
0345404114,1,3.75
0345404114,2,9.0
0345404114,3,3.5
0345404319,0,8.0
0345404769,0,0.0
0345404769,1,4.333333333333333
0345404769,2,7.0
0345404769,3,8.0
0345404793,0,7.5
0345404793,3,8.0
0345404920,1,8.0
0345405412,0,0.0
0345405641,1,0.0
0345406141,2,0.0
0345406451,1,7.0
0345406931,2,10.0
0345407253,3,0.0
034540727X,1,0.0
0345407288,0,8.0
0345407288,2,10.0
0345407288,3,0.0
034540761X,0,3.0
034540761X,1,5.333333333333333
034540761X,3,0.0
0345407857,0,0.0
0345408578,1,0.0
0345408918,1,6.0
0345409051,1,3.5
0345409329,0,5.0
0345409469,1,10.0
0345409574,1,8.0
0345409574,2,0.0
0345409639,0,0.0
0345409671,0,0.0
0345409671,2,5.0
0345409876,0,4.0
0345409876,1,7.0
0345409876,3,10.0
0345409884,2,8.0
0345409906,2,7.0
0345410017,0,0.0
0345410017,1,6.0
0345410033,2,2.0
034541005X,0,0.0
034541005X,1,6.0
034541005X,2,10.0
0345410076,0,0.0
0345410092,2,9.0
0345410092,3,8.0
0345410157,0,10.0
034541019X,0,8.0
0345410203,3,5.0
034541103X,3,7.0
0345411447,0,0.0
0345412214,0,5.0
0345412419,0,9.0
0345412885,0,0.0
0345412923,0,5.0
0345412931,1,0.0
0345413105,0,6.0
0345413105,3,0.0
0345413350,0,6.0
0345413350,1,7.0
0345413350,2,7.6
0345413350,3,5.5
0345413369,0,6.666666666666667
0345413369,3,7.666666666666667
0345413377,3,0.0
034541389X,0,4.0
034541389X,1,1.6666666666666667
034541389X,2,4.333333333333333
034541389X,3,3.142857142857143
0345413903,0,4.0
0345413903,1,5.2727272727272725
0345413903,2,3.5
0345413903,3,6.5
0345414462,3,0.0
0345415000,2,7.0
0345415035,2,5.0
0345415094,0,0.0
0345415094,1,8.0
0345416260,0,2.5
0345416260,1,7.0
0345416260,2,7.0
0345416260,3,8.25
0345416872,0,5.0
0345417097,0,0.0
0345417186,0,0.0
0345417186,3,6.666666666666667
0345417623,0,5.285714285714286
0345417623,1,4.826086956521739
0345417623,2,4.333333333333333
0345417623,3,6.0
0345417941,2,0.0
034541795X,0,9.0
0345417976,1,4.5
0345417976,2,8.0
0345417976,3,0.0
0345417984,0,6.0
034541800X,0,7.0
0345418018,0,10.0
0345418018,1,0.0
0345418018,2,9.0
0345418018,3,6.0
0345418271,0,7.0
0345418409,0,0.0
0345418778,0,8.0
0345418786,1,8.0
0345418794,0,0.0
0345418794,2,10.0
0345418913,0,5.0
0345418913,1,9.0
0345419081,0,0.0
0345419081,1,8.0
0345419677,0,9.0
0345419995,2,6.0
0345420012,1,0.0
034542008X,1,7.0
034542008X,3,8.0
0345420438,1,6.5
0345420438,2,7.0
0345420438,3,3.5
0345420748,1,3.142857142857143
0345420748,2,5.0
0345420748,3,4.0
0345421027,2,7.0
0345421620,2,0.0
0345421825,1,8.0
0345421825,3,10.0
0345421868,2,5.0
0345421884,1,3.0
0345421949,2,2.5
0345421949,3,5.0
0345422317,0,6.8
0345422317,1,4.25
0345422317,2,0.0
0345422317,3,5.0
0345422384,0,8.0
0345422384,1,7.5
0345422384,2,7.0
0345422384,3,10.0
0345422392,1,7.0
0345422392,2,8.0
0345422392,3,0.0
0345422473,1,10.0
0345422538,3,6.0
0345422554,2,5.0
0345422570,0,0.0
0345422570,1,6.0
0345422570,2,8.0
0345422775,1,8.0
0345422953,0,0.0
0345423038,0,0.0
0345423097,0,4.333333333333333
0345423097,2,0.0
0345423097,3,6.0
0345423135,0,7.0
0345423135,1,6.0
034542316X,1,6.0
0345423291,0,8.0
0345423291,1,0.0
0345423291,3,2.6666666666666665
0345423399,0,9.0
0345423402,1,8.0
0345423402,2,7.0
0345423402,3,7.666666666666667
0345423607,0,8.0
0345423623,0,0.0
0345423747,0,8.0
0345423747,1,0.0
0345423852,2,7.0
0345423879,3,7.0
0345424549,0,8.0
034542459X,1,8.0
0345424719,0,4.2
0345424719,1,3.3333333333333335
0345424719,2,2.6666666666666665
0345424719,3,8.0
034542493X,3,5.0
0345425294,0,0.0
0345425294,2,0.0
0345425480,0,9.0
0345425537,2,9.0
0345425707,0,0.0
0345425707,1,8.0
0345425707,2,3.5
0345425707,3,8.0
0345426029,0,0.0
0345426029,2,0.0
0345426037,0,8.0
0345426037,1,0.0
0345426037,3,0.0
0345426258,0,8.0
0345426258,1,7.0
0345426258,3,8.0
0345426754,1,6.0
0345426800,0,7.5
0345426800,1,0.0
0345427025,0,9.0
0345427025,1,7.0
034542705X,2,8.0
034542705X,3,8.0
0345427513,3,9.0
0345427637,0,7.0
0345427637,1,4.666666666666667
0345427637,2,7.5
0345427637,3,0.0
0345427653,1,3.5
0345427653,2,0.0
0345427653,3,10.0
0345427998,2,5.0
0345428064,3,7.5
0345428145,1,0.0
0345428188,0,7.0
0345428196,1,3.0
034542820X,1,6.0
0345428285,1,8.0
0345428285,2,0.0
0345428307,0,4.0
0345428420,0,0.0
0345428420,1,0.0
0345428706,1,0.0
0345428811,0,7.0
0345428919,1,7.0
034543014X,0,8.0
0345430352,0,8.0
0345430476,2,5.0
0345430514,1,0.0
0345430514,2,0.0
0345430514,3,0.0
0345430573,1,5.666666666666667
0345431057,2,10.0
0345431693,3,0.0
0345431901,0,8.0
0345431901,1,10.0
0345431928,0,8.0
0345432401,1,6.5
0345432401,3,6.0
0345432479,0,8.0
0345432711,0,0.0
0345433068,1,0.0
0345433084,0,8.0
0345433084,1,6.0
0345433084,3,6.0
0345433106,0,0.0
0345433106,1,4.0
0345433106,3,8.0
0345433254,2,0.0
0345433262,0,0.0
0345433262,1,7.0
0345433300,1,8.0
0345433319,1,0.0
0345433475,1,6.0
0345433475,3,7.0
0345433483,0,0.0
0345433491,0,0.0
0345433491,1,8.571428571428571
0345433491,2,7.75
0345433491,3,0.0
034543353X,1,4.0
034543353X,3,7.0
0345434110,0,5.0
034543448X,0,7.0
034543448X,1,7.0
034543448X,3,8.0
0345434498,0,8.5
0345434676,2,8.0
0345434692,1,0.0
0345434765,1,0.0
0345434870,1,7.0
0345434943,1,7.0
0345435168,0,3.0
0345435168,1,5.571428571428571
0345435168,2,9.0
0345435168,3,4.833333333333333
0345435249,0,6.0
0345435249,1,6.0
0345435249,2,0.0
0345435249,3,7.333333333333333
0345435273,3,9.0
0345435419,0,7.0
0345435494,3,0.0
0345435648,0,7.0
0345435648,1,3.5
0345435729,2,9.0
0345435869,2,0.0
0345436822,3,7.0
0345436911,0,2.3333333333333335
0345436911,1,4.8
0345436911,2,8.5
0345436911,3,2.4
034543708X,3,0.0
034543739X,1,6.5
034543739X,2,0.0
034543739X,3,10.0
0345437594,1,8.0
0345437829,0,0.0
0345437829,1,6.0
0345437853,0,0.0
0345438663,0,8.0
0345438663,2,6.0
0345438663,3,6.0
0345438744,3,10.0
0345438825,0,8.0
0345438825,1,5.0
0345438825,2,0.0
0345438825,3,4.5
034543885X,0,9.0
0345439155,1,0.0
0345439244,0,4.5
0345439244,1,10.0
0345439465,1,0.0
0345439929,1,10.0
0345440005,1,8.0
0345440005,2,8.0
0345440056,1,0.0
0345440064,0,0.0
0345440064,3,4.0
0345440110,1,5.0
0345440110,2,0.0
0345440110,3,0.0
0345440145,1,10.0
0345440145,2,7.5
0345440145,3,4.0
034544017X,1,7.0
0345440404,1,0.0
0345440420,1,7.0
0345440633,1,9.0
0345440668,1,0.0
0345440757,0,7.0
0345440757,1,0.0
0345440773,0,7.5
0345440781,0,4.5
0345440781,1,7.0
0345440919,2,7.0
034544101X,1,0.0
0345441036,0,4.25
0345441036,1,4.5
0345441036,2,7.0
0345441044,3,5.0
0345441109,1,8.0
0345441109,3,8.0
0345441184,0,9.0
0345441265,0,0.0
0345441265,1,6.5
0345441265,2,0.0
0345441451,1,7.0
0345441613,2,0.0
0345441753,0,0.0
0345441761,3,8.0
034544177X,0,9.0
0345442253,3,0.0
0345442741,1,7.0
0345442741,3,9.0
0345442822,0,10.0
0345442822,1,4.0
0345442822,3,9.0
0345443020,1,10.0
0345443020,2,3.0
0345443055,3,9.0
0345443128,0,0.0
0345443128,1,4.666666666666667
0345443128,2,0.0
0345443225,3,7.0
0345443276,1,8.0
0345443284,0,3.857142857142857
0345443284,1,5.833333333333333
0345443284,2,3.4
0345443284,3,3.6363636363636362
0345443381,2,0.0
0345443381,3,7.0
0345443713,0,7.0
0345443799,1,6.0
0345444108,3,7.0
034544454X,2,8.0
0345444884,0,4.571428571428571
0345444884,1,0.0
0345444884,3,0.0
0345444892,1,0.0
0345445732,1,0.0
0345445759,1,0.0
0345445848,0,3.0
0345445848,1,5.333333333333333
0345446100,0,0.0
0345446593,0,5.0
0345446666,0,0.0
0345446666,1,0.0
0345446666,2,0.0
0345446666,3,3.0
0345446860,0,7.0
0345446860,1,5.666666666666667
0345446860,2,5.0
0345446860,3,7.5
034544695X,1,7.0
0345446984,1,0.0
0345446984,3,5.0
0345447212,1,0.0
0345447409,1,7.0
0345447409,3,6.0
0345447832,0,4.0
0345447832,3,6.666666666666667
0345447840,0,1.4
0345447840,1,4.1
0345447840,2,10.0
0345447840,3,5.0
0345447859,3,0.0
0345447867,0,2.6666666666666665
0345447867,1,3.6
0345447980,0,7.0
0345447980,1,0.0
0345448200,0,5.0
0345448200,3,6.0
0345448286,1,8.0
0345448359,0,0.0
0345448367,1,9.0
0345448820,1,10.0
0345448928,1,0.0
0345449126,1,8.0
0345449126,3,10.0
0345449347,0,0.0
0345449347,1,1.5
0345449347,2,5.0
0345449347,3,6.0
0345449835,1,0.0
0345450051,0,3.5
0345450183,1,0.0
0345450264,0,10.0
0345450264,1,10.0
0345450280,3,0.0
0345450647,0,6.0
0345450663,0,5.25
0345450698,1,9.5
0345450698,2,3.5
0345450698,3,4.0
034545071X,1,0.0
0345450728,0,8.0
0345450728,1,4.0
0345450728,3,5.0
0345450744,0,7.0
0345450744,1,0.0
0345450892,0,5.666666666666667
0345450892,1,4.2
0345450892,3,5.0
0345450914,0,4.666666666666667
0345450914,1,9.0
0345450930,1,5.0
034545104X,0,3.0
034545104X,1,0.0
034545104X,2,3.0
034545104X,3,4.0
0345451147,1,5.0
0345451260,0,4.0
0345451260,1,0.0
0345451325,2,0.0
0345451945,1,0.0
034545197X,0,0.0
0345452569,0,5.333333333333333
0345452569,1,0.0
0345452569,3,5.666666666666667
0345452577,0,8.0
0345452577,3,7.0
0345452593,1,7.0
0345452704,2,0.0
0345452704,3,0.0
0345452771,1,9.0
034545281X,1,4.0
034545328X,1,10.0
0345453328,1,0.0
0345453387,0,8.5
0345453417,0,6.0
0345453549,0,4.5
0345453743,0,6.333333333333333
0345453743,1,8.0
0345453808,0,0.0
0345453816,0,9.5
0345453816,1,2.3333333333333335
0345453816,2,7.0
0345453816,3,2.3333333333333335
0345454073,0,5.5
0345455207,1,6.0
0345455622,1,0.0
0345455762,1,0.0
0345455762,2,0.0
0345456335,0,8.5
0345456521,1,4.0
0345456939,0,10.0
0345456939,1,0.0
0345457633,0,0.0
0345457684,0,8.0
0345457684,1,0.0
0345458303,0,6.0
0345458303,1,8.5
0345458303,2,0.0
0345458842,0,8.0
0345458915,0,0.0
0345458915,1,8.0
0345459679,0,3.0
0345459806,2,0.0
0345460359,1,0.0
0345461029,1,4.0
0345461967,2,6.0
0345462327,0,9.0
0345463153,0,9.0
0345463153,1,2.5
0345465083,0,5.0
0345465083,1,2.8
0345465083,2,5.0
0345465083,3,3.8333333333333335
0345466632,1,0.0
0345467493,3,5.0
0345467507,1,0.0
0345468236,0,0.0
0345468694,3,0.0
0345476875,2,0.0
0349105715,0,4.0
0349105715,1,0.0
0349105715,3,9.0
0349105847,0,0.0
0349105995,0,8.0
0349106673,0,0.0
0349106851,0,2.0
0349106851,1,8.0
0349106851,2,7.0
0349107343,1,0.0
0349107688,1,4.0
0349107688,2,6.0
0349108552,0,0.0
0349108552,2,7.0
0349109028,0,7.0
0349109699,0,7.0
0349109699,1,5.0
0349112231,1,0.0
0349112363,0,10.0
0349112851,0,0.0
0349112894,2,0.0
0349112940,1,7.0
034911319X,1,8.0
034911319X,3,7.0
0349114021,2,0.0
0349115125,2,0.0
0349130124,3,0.0
0373028350,3,10.0
0373029772,0,0.0
0373029780,1,10.0
0373030274,1,0.0
0373030940,0,6.0
0373031343,1,0.0
0373033443,0,6.0
0373033613,0,0.0
037303458X,1,6.0
0373036434,1,0.0
0373036736,2,8.0
0373037104,1,0.0
0373076444,2,0.0
0373077513,0,5.0
0373078234,1,8.0
0373078358,0,7.0
0373079273,0,0.0
0373079303,0,5.0
0373079680,0,10.0
0373079737,0,0.0
0373079737,1,6.0
0373079737,3,7.0
0373098847,3,5.0
0373108540,2,5.0
0373109040,1,5.0
0373114346,1,0.0
0373114982,0,8.0
0373115350,2,6.0
0373118708,1,6.0
0373121873,0,0.0
0373122551,1,7.0
0373122624,0,0.0
0373122810,2,9.0
037312287X,3,2.5
0373122926,0,7.0
0373123272,2,8.0
0373123329,1,7.0
0373123337,3,0.0
0373163215,2,0.0
0373165633,2,8.0
037316601X,3,0.0
0373166192,0,0.0
0373166265,1,10.0
0373166931,1,10.0
0373167261,0,0.0
037316775X,1,10.0
0373167784,1,3.0
0373167784,2,0.0
0373168284,1,6.0
0373168594,1,0.0
0373168918,0,8.0
0373169337,1,5.0
0373169426,1,9.0
0373169469,1,0.0
0373169655,1,0.0
0373169736,2,5.0
0373185111,2,8.0
0373185154,0,9.0
0373185189,1,6.0
0373191456,0,5.0
0373191758,0,5.0
0373192940,0,7.0
0373195087,1,0.0
0373195095,0,0.0
0373195222,1,8.0
0373195443,0,0.0
0373196040,0,10.0
0373196148,0,8.0
0373196164,2,0.0
0373196431,0,6.0
0373196652,0,0.0
0373196660,1,7.0
0373196946,3,0.0
0373201249,1,9.0
0373201788,1,10.0
0373217374,0,0.0
037321815X,0,10.0
0373218192,0,7.666666666666667
0373218192,1,6.5
0373218192,2,6.0
0373218192,3,6.0
0373218397,1,4.666666666666667
0373218397,2,4.0
0373218397,3,4.333333333333333
0373218400,0,7.333333333333333
0373218400,1,4.5
0373218400,2,3.5
0373218400,3,8.0
0373218419,0,8.0
0373218427,1,0.0
0373218427,3,6.0
0373218443,3,7.0
0373218486,0,5.0
0373218486,1,7.0
0373218486,2,0.0
0373218575,3,8.0
0373218818,1,0.0
0373218966,1,7.0
0373218974,0,7.0
0373218974,3,7.0
0373222343,0,5.0
0373222734,2,7.0
0373222882,0,7.0
0373223005,0,7.0
037322348X,3,7.0
037322365X,0,10.0
0373224044,1,0.0
0373224435,2,10.0
0373224834,0,7.0
0373225199,1,2.0
0373225350,1,8.0
037322561X,1,0.0
037322592X,1,0.0
0373225954,1,5.0
0373225962,1,0.0
0373226055,0,0.0
0373226101,0,0.0
0373226136,1,0.0
0373226136,3,0.0
0373226144,0,0.0
0373226144,1,0.0
0373226144,3,0.0
0373226152,1,0.0
0373226306,0,0.0
0373226373,1,5.0
037322639X,1,4.0
0373226594,1,0.0
0373226659,2,6.0
0373226667,0,0.0
0373226705,0,6.0
0373226861,1,8.0
0373226985,1,0.0
037322706X,1,0.0
0373227078,1,0.0
0373227086,1,0.0
0373227205,1,2.0
0373227698,1,0.0
0373230079,1,5.0
0373242026,3,0.0
0373242328,1,9.0
0373242417,1,8.0
0373242913,1,8.0
0373243286,2,0.0
0373243286,3,9.0
0373243758,0,0.0
0373243758,2,0.0
0373243758,3,0.0
0373243871,1,5.0
0373244320,3,10.0
0373244401,1,0.0
0373244487,1,0.0
0373244487,3,7.0
0373244614,3,0.0
0373244622,1,5.0
0373244665,3,0.0
0373244770,0,0.0
0373244894,1,0.0
0373245165,0,0.0
0373245319,1,7.0
0373245343,0,0.0
0373245599,0,0.0
0373245599,1,5.0
0373245998,1,0.0
0373250118,0,8.0
0373250118,1,0.0
0373250134,0,7.0
0373250134,1,6.0
0373250134,3,7.0
0373250142,0,6.0
0373250142,3,6.0
0373250150,0,6.5
0373250150,1,7.0
0373250177,0,0.0
0373250177,1,0.0
0373250177,3,5.0
0373250193,1,0.0
0373250207,0,2.3333333333333335
0373250207,1,5.0
0373250207,3,3.5
0373250223,1,3.0
0373250231,1,0.0
0373250258,0,3.0
0373250258,1,5.0
0373250258,3,0.0
0373250266,0,0.0
0373250266,1,8.0
0373250266,2,5.0
0373250282,1,6.0
0373250290,0,5.0
0373250290,1,8.0
0373250304,1,7.5
0373250371,0,9.0
037325041X,0,10.0
037325041X,3,0.0
0373250452,0,0.0
0373250460,1,6.0
0373250509,1,0.0
037325055X,0,1.0
037325055X,3,4.0
0373250614,0,0.0
0373255837,1,0.0
0373257058,0,0.0
0373257961,1,0.0
0373259328,1,10.0
0373259824,3,10.0
0373260474,0,2.5
0373260636,3,5.0
0373261020,0,8.0
0373261152,1,6.0
037326142X,1,2.0
0373261527,0,0.0
0373261551,1,0.0
0373261861,0,5.0
0373262175,1,9.0
0373262183,2,8.0
0373262361,3,7.0
037326271X,1,0.0
0373262833,0,8.0
037326285X,3,9.0
0373262949,1,1.0
037326299X,3,8.0
0373263023,0,5.0
0373263406,1,3.5
0373263597,3,0.0
0373263708,0,0.0
0373263856,3,8.0
0373264011,0,7.0
0373264151,3,0.0
0373264313,3,8.0
0373264372,3,7.0
0373264488,0,0.0
037326464X,1,5.0
0373271395,1,0.0
0373271670,1,0.0
0373271913,2,6.0
0373272154,0,0.0
0373272324,1,0.0
037328702X,0,0.0
0373288689,1,0.0
0373289073,3,8.0
0373289421,0,6.0
037328974X,1,0.0
0373289936,3,3.0
0373290012,2,8.0
0373290055,1,0.0
0373290519,1,0.0
0373290527,3,0.0
0373290551,0,8.0
0373290608,1,7.0
0373290683,0,0.0
0373290705,0,0.0
0373291221,2,0.0
0373291639,2,0.0
0373291639,3,4.0
0373291906,2,10.0
0373292252,1,8.0
0373292309,3,5.0
0373292406,3,0.0
0373292414,0,5.0
0373292643,0,7.0
0373292902,1,0.0
0373292945,0,5.0
0373303025,2,0.0
0373303092,0,0.0
037338713X,2,0.0
0373440502,0,10.0
0373441622,3,0.0
0373441819,0,7.0
0373451628,1,6.0
0373482345,1,0.0
0373482922,0,0.0
0373482949,0,0.0
0373483171,0,0.0
0373483422,0,0.0
0373483503,1,7.0
0373483503,3,7.0
037348366X,1,0.0
0373483694,0,10.0
0373483872,0,5.0
0373483899,1,9.0
0373483899,2,0.0
0373483902,1,3.0
0373484003,0,3.25
0373484003,2,8.333333333333334
0373484003,3,4.5
0373484046,0,0.0
0373484070,0,0.0
0373484070,3,10.0
0373484178,0,9.0
0373484224,1,0.0
0373484224,3,0.0
0373484410,0,4.5
0373484410,1,4.0
0373484429,0,3.0
0373484429,1,6.333333333333333
0373484429,2,8.0
0373484429,3,8.0
0373484577,0,0.0
0373484577,2,8.0
0373484712,0,8.0
037348478X,0,2.0
0373484887,0,9.0
0373484887,1,0.0
0373484887,2,5.0
0373484887,3,0.0
0373484895,0,8.0
0373484895,3,7.0
0373501730,0,8.0
0373511809,0,9.0
0373511809,1,0.0
0373511892,1,0.0
0373512260,0,0.0
037360078X,1,0.0
0373612575,0,0.0
0373614853,0,0.0
0373614896,2,0.0
0373619316,1,0.0
037362560X,2,0.0
0373638116,1,0.0
0373650248,3,7.0
0373702604,2,7.0
0373704526,1,9.0
0373704526,3,7.5
0373704887,1,0.0
0373705603,1,0.0
0373706197,1,0.0
0373706367,2,8.0
0373706391,1,5.0
0373706642,3,0.0
0373706758,3,7.0
0373706863,1,5.0
0373706871,2,0.0
037370688X,0,5.0
0373706898,2,5.0
0373707002,1,6.0
0373707169,3,8.0
0373707576,1,0.0
0373707738,1,0.0
0373708122,2,8.0
0373708173,2,10.0
0373708556,1,3.0
0373709021,0,5.0
0373709250,1,0.0
0373709366,1,7.0
0373709633,0,9.0
0373709722,2,7.0
037371016X,0,7.0
0373710178,3,0.0
0373710607,3,0.0
0373710666,3,0.0
0373710690,1,8.0
037371078X,0,0.0
0373710828,3,8.0
0373711018,0,0.0
0373711034,2,0.0
0373711093,1,9.0
037371114X,1,3.0
0373711239,0,0.0
0373711263,1,7.0
0373711409,1,10.0
0373711417,1,0.0
0373711476,0,8.0
0373711530,1,7.0
0373711735,1,8.0
0373712006,3,8.0
0373712022,3,0.0
037375020X,0,8.0
