User_ID,Age,Country,Country_ID
89344,71,usa,0
89345,61,canada,6
89349,120,usa,0
89350,21,usa,0
89351,46,germany,9
89352,81,canada,6
89353,47,italy,13
89354,28,germany,9
89355,21,spain,5
89356,57,germany,9
89358,56,spain,5
89359,23,spain,5
89362,5,germany,9
89363,17,usa,0
89364,26,germany,9
89365,20,canada,6
89366,59,usa,0
89367,20,usa,0
89369,80,germany,9
89370,57,australia,4
89371,29,china,11
89373,45,new zealand,17
89375,12,usa,0
89377,70,usa,0
89378,19,france,20
89379,26,united kingdom,3
89380,29,united kingdom,3
89381,22,iraq,15
89382,69,usa,0
89383,17,united kingdom,3
89384,15,singapore,48
89385,118,belgium,30
89387,84,usa,0
89389,4,usa,0
89390,25,austria,47
89392,35,usa,0
89393,53,usa,0
89395,28,el salvador,252
89396,69,usa,0
89398,48,united kingdom,3
89399,23,spain,5
89400,48,usa,0
89401,45,canada,6
89402,110,,8
89404,51,canada,6
89405,45,new zealand,17
89407,20,usa,0
89408,115,india,18
89409,63,usa,0
89410,21,italy,13
89411,106,usa,0
89413,65,australia,4
89416,40,spain,5
89418,37,argentina,43
89419,11,germany,9
89420,23,germany,9
89421,72,usa,0
89422,14,usa,0
89423,64,usa,0
89424,19,germany,9
89426,39,germany,9
89427,94,usa,0
89428,46,sweden,42
89429,62,united kingdom,3
89430,61,usa,0
89431,41,canada,6
89432,34,usa,0
89433,32,usa,0
89434,59,usa,0
89435,33,canada,6
89436,33,spain,5
89437,112,australia,4
89438,31,germany,9
89439,58,usa,0
89440,1,usa,0
89441,26,usa,0
89442,17,canada,6
89443,46,usa,0
89444,27,usa,0
89445,23,brazil,7
89446,57,usa,0
89448,98,canada,6
89449,25,spain,5
89451,43,italy,13
89452,24,usa,0
89454,25,usa,0
89455,45,united kingdom,3
89456,114,usa,0
89457,26,usa,0
89458,40,usa,0
89459,24,usa,0
89460,46,hong kong,84
89461,113,usa,0
89462,65,usa,0
89464,38,australia,4
89465,58,usa,0
89468,86,usa,0
89469,28,spain,5
89471,72,canada,6
89472,16,usa,0
89473,34,rmi,290
89476,57,usa,0
89477,53,canada,6
89478,55,usa,0
89479,45,italy,13
89480,32,spain,5
89481,43,usa,0
89483,77,usa,0
89486,40,france,20
89487,56,united kingdom,3
89488,44,italy,13
89489,90,united kingdom,3
89490,36,usa,0
89491,81,canada,6
89492,94,usa,0
89494,29,spain,5
89495,33,usa,0
89496,48,usa,0
89497,54,usa,0
89498,42,spain,5
89499,57,usa,0
89500,50,usa,0
89501,47,usa,0
89502,63,usa,0
89503,36,usa,0
89505,48,usa,0
89506,106,italy,13
89508,33,mexico,10
89510,29,usa,0
89512,20,usa,0
89513,30,usa,0
89515,22,india,18
89516,76,usa,0
89517,29,usa,0
89518,64,usa,0
89519,35,usa,0
89524,24,portugal,2
89526,32,usa,0
89527,21,usa,0
89528,24,iran,23
89529,111,usa,0
89530,23,canada,6
89531,37,spain,5
89532,113,usa,0
89534,49,france,20
89535,23,portugal,2
89536,34,usa,0
89537,88,usa,0
89539,27,spain,5
89540,71,usa,0
89541,67,united kingdom,3
89542,98,usa,0
89543,50,usa,0
89544,39,australia,4
89546,13,canada,6
89547,30,,8
89550,21,mexico,10
89552,40,united kingdom,3
89553,6,malaysia,31
89554,44,usa,0
89556,87,usa,0
89557,22,pakistan,28
89559,5,usa,0
89560,36,china,11
89561,27,australia,4
89562,56,philippines,33
89563,40,bahrain,105
89564,37,italy,13
89565,74,usa,0
89566,34,usa,0
89567,54,spain,5
89569,43,usa,0
89570,74,slovenia,22
89571,35,united kingdom,3
89572,23,france,20
89574,73,india,18
89575,0,united kingdom,3
89579,98,italy,13
89580,38,zimbabwe,217
89582,70,usa,0
89583,26,usa,0
89584,54,usa,0
89586,84,usa,0
89587,19,germany,9
89589,98,usa,0
89590,19,canada,6
89593,20,italy,13
89594,22,italy,13
89595,46,usa,0
89596,23,usa,0
89598,8,usa,0
89601,120,italy,13
89603,20,united kingdom,3
89604,1,italy,13
89605,44,canada,6
89606,58,usa,0
89607,105,italy,13
89608,32,romania,57
89609,65,italy,13
89611,32,usa,0
89612,104,usa,0
89613,57,netherlands,14
89614,46,united kingdom,3
89615,22,germany,9
89616,89,canada,6
89617,55,usa,0
89618,29,canada,6
89619,45,usa,0
89620,38,poland,60
89621,44,usa,0
89626,88,usa,0
89627,35,australia,4
89628,45,usa,0
89629,37,south africa,80
89630,58,usa,0
89636,33,italy,13
89637,116,usa,0
89638,20,bulgaria,46
89639,44,germany,9
89641,25,germany,9
89642,50,usa,0
89643,45,usa,0
89645,33,usa,0
89646,21,new zealand,17
89647,120,usa,0
89648,30,germany,9
89649,43,usa,0
89650,35,usa,0
89652,15,australia,4
89654,35,australia,4
89655,31,usa,0
89656,9,israel,75
89657,16,canada,6
89662,118,usa,0
89663,13,new zealand,17
89664,109,usa,0
89665,45,usa,0
89666,44,usa,0
89668,63,usa,0
89669,2,usa,0
89672,38,germany,9
89673,28,usa,0
89674,105,usa,0
89675,41,usa,0
89676,31,spain,5
89677,8,germany,9
89678,25,usa,0
89679,55,usa,0
89680,27,pakistan,28
89681,24,germany,9
89683,49,usa,0
89684,18,united arab emirates,106
89685,85,usa,0
89686,10,germany,9
89688,38,united kingdom,3
89691,36,,8
89692,16,canada,6
89693,101,netherlands,14
89694,99,usa,0
89696,37,united kingdom,3
89697,60,usa,0
89698,20,italy,13
89699,10,usa,0
89700,120,spain,5
89701,74,usa,0
89702,2,usa,0
89703,66,usa,0
89705,29,italy,13
89707,71,italy,13
89709,26,usa,0
89710,82,usa,0
89711,44,usa,0
89712,22,australia,4
89713,45,italy,13
89714,18,spain,5
89717,32,italy,13
89718,25,italy,13
89720,35,italy,13
89722,61,germany,9
89723,72,usa,0
89724,17,italy,13
89725,24,italy,13
89726,114,philippines,33
89728,35,usa,0
89730,36,italy,13
89731,23,europe,228
89732,42,spain,5
89736,15,usa,0
89737,34,italy,13
89738,24,spain,5
89739,28,iran,23
89740,24,spain,5
89741,38,italy,13
89742,100,italy,13
89743,25,italy,13
89745,98,italy,13
89747,39,mexico,10
89748,64,italy,13
89749,84,italy,13
89750,21,italy,13
89751,96,,8
89752,25,australia,4
89754,31,switzerland,21
89756,71,usa,0
89757,25,italy,13
89758,27,romania,57
89759,71,usa,0
89760,78,italy,13
89763,28,italy,13
89764,91,italy,13
89765,34,italy,13
89766,43,italy,13
89767,36,germany,9
89768,55,usa,0
89769,49,italy,13
89770,18,germany,9
89771,21,,8
89772,42,italy,13
89773,72,usa,0
89775,24,italy,13
89776,1,italy,13
89777,8,italy,13
89779,2,italy,13
89782,58,pakistan,28
89783,104,australia,4
89784,25,usa,0
89785,27,china,11
89786,36,usa,0
89787,52,united kingdom,3
89788,57,usa,0
89789,26,united kingdom,3
89791,47,singapore,48
89792,32,usa,0
89793,23,italy,13
89794,21,italy,13
89795,67,france,20
89797,21,malaysia,31
89798,76,italy,13
89799,34,usa,0
89800,62,usa,0
89801,27,usa,0
89802,106,canada,6
89804,25,united kingdom,3
89805,86,usa,0
89806,36,usa,0
89807,28,new zealand,17
89808,41,usa,0
89809,24,usa,0
89811,33,italy,13
89812,14,new zealand,17
89813,94,italy,13
89814,118,italy,13
89815,104,usa,0
89816,31,germany,9
89817,14,mexico,10
89818,97,australia,4
89819,55,spain,5
89820,18,spain,5
89822,82,canada,6
89823,67,usa,0
89824,46,canada,6
89825,22,usa,0
89826,99,new zealand,17
89827,30,portugal,2
89828,31,ecuador,98
89829,19,usa,0
89830,75,italy,13
89831,31,usa,0
89832,48,usa,0
89833,12,australia,4
89834,103,italy,13
89837,51,australia,4
89839,34,usa,0
89840,14,united kingdom,3
89841,51,australia,4
89842,46,usa,0
89844,27,usa,0
89845,104,usa,0
89846,55,australia,4
89848,7,canada,6
89849,59,usa,0
89850,116,canada,6
89853,18,usa,0
89855,62,italy,13
89857,73,italy,13
89858,22,usa,0
89859,82,usa,0
89860,24,canada,6
89861,27,ireland,62
89862,30,italy,13
89864,90,usa,0
89865,81,usa,0
89866,25,spain,5
89868,68,italy,13
89871,13,usa,0
89872,47,usa,0
89873,66,usa,0
89877,36,germany,9
89878,6,usa,0
89879,16,usa,0
89880,19,usa,0
89881,30,germany,9
89884,28,canada,6
89885,30,brazil,7
89886,21,usa,0
89887,90,taiwan,40
89888,79,spain,5
89889,28,italy,13
89890,49,china,11
89893,47,germany,9
89894,24,australia,4
89895,2,usa,0
89896,64,italy,13
89898,60,italy,13
89899,21,canada,6
89902,18,united kingdom,3
89903,36,usa,0
89904,16,usa,0
89906,83,usa,0
89908,34,australia,4
89909,14,canada,6
89910,49,usa,0
89912,34,usa,0
89914,91,usa,0
89915,14,usa,0
89916,94,usa,0
89918,17,australia,4
89919,30,canada,6
89920,6,usa,0
89923,24,sweden,42
89924,78,usa,0
89925,119,usa,0
89926,53,usa,0
89927,33,canada,6
89928,118,usa,0
89929,103,usa,0
89931,19,usa,0
89932,24,brazil,7
89933,41,usa,0
89934,49,new zealand,17
89935,34,usa,0
89936,26,usa,0
89938,48,usa,0
89940,19,italy,13
89941,1,usa,0
89942,28,netherlands antilles,291
89944,18,usa,0
89946,48,usa,0
89947,23,belgium,30
89948,80,usa,0
89949,44,usa,0
89951,61,canada,6
89952,54,usa,0
89953,31,portugal,2
89954,12,italy,13
89955,57,usa,0
89956,28,usa,0
89957,20,italy,13
89958,29,usa,0
89959,38,netherlands,14
89961,56,brazil,7
89962,41,australia,4
89963,70,united kingdom,3
89966,59,usa,0
89967,25,italy,13
89968,36,italy,13
89969,17,usa,0
89971,94,usa,0
89973,25,china,11
89974,28,switzerland,21
89975,46,canada,6
89976,44,canada,6
89977,47,argentina,43
89978,36,canada,6
89981,35,new zealand,17
89982,19,netherlands,14
89983,49,germany,9
89984,14,italy,13
89985,61,usa,0
89986,16,spain,5
89987,17,romania,57
89989,30,usa,0
89990,102,brazil,7
89991,42,austria,47
89993,40,israel,75
89994,27,australia,4
89996,51,usa,0
89998,8,germany,9
89999,115,usa,0
90000,109,netherlands,14
90001,62,usa,0
90003,0,usa,0
90005,18,portugal,2
90006,77,italy,13
90007,31,italy,13
90008,76,usa,0
90009,44,usa,0
90010,92,hongkong,292
90012,36,usa,0
90013,19,united kingdom,3
90015,70,usa,0
90016,32,italy,13
90017,22,greece,34
90018,18,usa,0
90020,30,brazil,7
90021,35,brazil,7
90022,80,united kingdom,3
90023,39,australia,4
90024,107,canada,6
90025,54,united kingdom,3
90027,15,canada,6
90029,72,usa,0
90030,25,australia,4
90032,120,united kingdom,3
90033,23,united kingdom,3
90034,10,usa,0
90035,39,germany,9
90036,65,canada,6
90038,10,usa,0
90040,50,usa,0
90041,28,israel,75
90042,18,finland,16
90044,19,spain,5
90046,25,usa,0
90047,35,united kingdom,3
90048,26,united kingdom,3
90050,49,australia,4
90052,43,germany,9
90053,34,united kingdom,3
90054,33,united kingdom,3
90055,19,philippines,33
90057,41,canada,6
90058,52,germany,9
90059,45,germany,9
90060,113,usa,0
90061,46,united kingdom,3
90064,32,belgium,30
90065,41,germany,9
90067,35,canada,6
90068,10,usa,0
90069,109,usa,0
90070,57,usa,0
90071,15,united kingdom,3
90073,41,usa,0
90074,84,germany,9
90076,37,united kingdom,3
90078,38,scotland,121
90079,77,malaysia,31
90080,62,australia,4
90081,55,usa,0
90082,4,usa,0
90083,23,usa,0
90085,32,usa,0
90086,25,united kingdom,3
90087,96,united kingdom,3
90089,21,italy,13
90091,52,united kingdom,3
90093,51,usa,0
90094,24,united kingdom,3
90095,29,united kingdom,3
90096,47,canada,6
90099,86,usa,0
90100,17,usa,0
90101,34,united kingdom,3
90102,20,canada,6
90103,35,france,20
90104,25,basque country,293
90106,12,united kingdom,3
90107,36,united kingdom,3
90108,31,italy,13
90109,31,italy,13
90113,28,united kingdom,3
90114,64,usa,0
90115,67,new zealand,17
90116,48,united kingdom,3
90117,19,usa,0
90119,118,usa,0
90120,44,united kingdom,3
90121,22,usa,0
90122,83,usa,0
90124,9,united kingdom,3
90125,57,united kingdom,3
90126,61,ireland,62
90127,32,united kingdom,3
90129,61,usa,0
90131,30,china,11
90132,14,australia,4
90133,38,usa,0
90135,35,,8
90136,9,australia,4
90140,2,usa,0
90141,32,israel,75
90142,43,peru,24
90143,53,south africa,80
90144,29,spain,5
90145,24,italy,13
90147,36,portugal,2
90149,44,germany,9
90150,48,usa,0
90151,34,italy,13
90152,40,argentina,43
90153,32,usa,0
90155,34,italy,13
90157,14,usa,0
90158,56,united kingdom,3
90160,65,usa,0
90161,18,spain,5
90163,18,spain,5
90164,2,germany,9
90168,58,usa,0
90169,77,usa,0
90171,21,usa,0
90172,40,switzerland,21
90178,75,usa,0
90179,110,italy,13
90180,35,switzerland,21
90181,40,usa,0
90182,72,usa,0
90183,18,usa,0
90184,15,canada,6
90185,107,canada,6
90186,76,netherlands,14
90187,25,united kingdom,3
90188,24,australia,4
90190,25,canada,6
90191,12,usa,0
90193,29,usa,0
90194,25,usa,0
90195,75,united kingdom,3
90196,13,australia,4
90199,46,usa,0
90200,16,usa,0
90201,45,usa,0
90202,12,usa,0
90203,18,spain,5
90204,28,belgium,30
90205,16,usa,0
90206,32,usa,0
90207,36,usa,0
90208,28,usa,0
90209,45,usa,0
90210,43,usa,0
90211,66,usa,0
90212,23,usa,0
90214,97,usa,0
90215,41,usa,0
90216,35,usa,0
90218,30,usa,0
90219,87,usa,0
90220,29,usa,0
90222,17,usa,0
90224,39,united kingdom,3
90225,35,usa,0
90229,27,usa,0
90230,19,united kingdom,3
90233,89,germany,9
90234,62,usa,0
90235,44,usa,0
90236,47,united kingdom,3
90237,49,usa,0
90238,39,usa,0
90240,68,usa,0
90241,34,usa,0
90242,13,usa,0
90243,114,usa,0
90245,100,usa,0
90248,41,spain,5
90249,54,usa,0
90250,64,usa,0
90251,83,usa,0
90252,19,usa,0
90253,49,usa,0
90254,64,usa,0
90255,53,usa,0
90256,103,usa,0
90257,28,australia,4
90258,78,italy,13
90260,88,usa,0
90261,59,usa,0
90262,40,,8
90263,34,usa,0
90264,30,italy,13
90265,18,spain,5
90266,22,usa,0
90267,35,spain,5
90270,50,usa,0
90271,29,usa,0
90272,115,united kingdom,3
90273,27,italy,13
90275,120,italy,13
90276,23,canada,6
90278,2,usa,0
90280,56,new zealand,17
90281,120,usa,0
90283,28,usa,0
90284,43,usa,0
90287,36,usa,0
90288,76,usa,0
90290,36,usa,0
90291,110,usa,0
90292,37,united kingdom,3
90293,25,usa,0
90295,89,usa,0
90296,120,usa,0
90298,53,usa,0
90299,33,canada,6
90301,47,usa,0
90302,70,usa,0
90303,69,usa,0
90304,43,usa,0
90305,14,usa,0
90306,31,canada,6
90307,24,usa,0
90310,49,usa,0
90312,32,usa,0
90313,35,usa,0
90315,82,canada,6
90316,33,usa,0
90317,33,usa,0
90318,23,new zealand,17
90319,26,usa,0
90323,63,usa,0
90324,33,usa,0
90325,104,usa,0
90326,63,usa,0
90327,53,usa,0
90329,24,usa,0
90331,33,usa,0
90336,8,usa,0
90338,59,france,20
90339,51,usa,0
90340,87,usa,0
90341,23,united kingdom,3
90342,60,usa,0
90344,50,usa,0
90345,48,united kingdom,3
90346,15,usa,0
90347,27,australia,4
90348,63,united kingdom,3
90349,46,usa,0
90350,24,united kingdom,3
90351,15,united kingdom,3
90352,26,united kingdom,3
90354,48,usa,0
90355,47,canada,6
90356,44,usa,0
90360,5,united kingdom,3
90361,93,usa,0
90363,35,usa,0
90364,20,usa,0
90365,31,united kingdom,3
90366,26,united kingdom,3
90367,24,united kingdom,3
90368,0,germany,9
90369,34,usa,0
90370,1,united kingdom,3
90371,105,usa,0
90373,24,usa,0
90374,51,usa,0
90375,26,usa,0
90376,106,usa,0
90379,41,germany,9
90380,37,australia,4
90381,30,germany,9
90382,29,united kingdom,3
90383,23,usa,0
90384,59,usa,0
90385,80,usa,0
90386,40,usa,0
90387,85,usa,0
90389,61,usa,0
90390,50,usa,0
90392,12,canada,6
90393,30,spain,5
90394,12,germany,9
90395,19,usa,0
90396,50,usa,0
90398,7,canada,6
90399,44,usa,0
90400,38,canada,6
90401,103,usa,0
90402,64,usa,0
90403,11,benin,235
90406,38,germany,9
90407,64,usa,0
90408,80,china,11
90409,27,germany,9
90410,55,usa,0
90411,35,portugal,2
90413,30,usa,0
90414,57,usa,0
90415,49,usa,0
90416,54,usa,0
90419,109,india,18
90420,34,usa,0
90421,79,finland,16
90422,59,usa,0
90424,24,usa,0
90425,27,usa,0
90428,24,usa,0
90429,16,canada,6
90430,70,usa,0
90431,68,usa,0
90432,113,canada,6
90433,46,usa,0
90435,75,usa,0
90436,52,usa,0
90438,96,germany,9
90439,35,usa,0
90441,110,usa,0
90443,114,usa,0
90444,118,usa,0
90446,30,usa,0
90447,39,ireland,62
90448,55,usa,0
90449,65,usa,0
90450,86,usa,0
90452,27,philippines,33
90453,54,usa,0
90455,33,italy,13
90456,59,usa,0
90457,40,italy,13
90458,91,italy,13
90459,4,italy,13
90460,97,denmark,29
90462,117,italy,13
90464,35,austria,47
90466,96,italy,13
90468,90,usa,0
90469,24,new zealand,17
90470,6,usa,0
90472,54,usa,0
90473,14,usa,0
90475,37,usa,0
90476,71,usa,0
90477,27,portugal,2
90478,33,usa,0
90479,43,usa,0
90480,37,usa,0
90482,21,canada,6
90484,84,canada,6
90486,54,canada,6
90487,23,usa,0
90490,67,usa,0
90491,23,,8
90492,18,philippines,33
90493,40,usa,0
90494,51,spain,5
90495,73,usa,0
90496,68,usa,0
90497,92,italy,13
90499,84,italy,13
90500,38,italy,13
90502,38,italy,13
90503,19,italy,13
90504,27,italy,13
90505,38,italy,13
90506,94,italy,13
90507,80,italy,13
90508,40,italy,13
90509,9,italy,13
90511,70,usa,0
90513,24,germany,9
90515,26,italy,13
90516,37,canada,6
90518,16,spain,5
90520,11,italy,13
90521,26,italy,13
90523,0,italy,13
90524,34,italy,13
90525,32,italy,13
90526,13,italy,13
90527,53,usa,0
90528,11,italy,13
90529,67,italy,13
90530,45,italy,13
90532,56,italy,13
90535,26,italy,13
90536,0,italy,13
90537,16,italy,13
90538,31,italy,13
90539,3,argentina,43
90540,37,italy,13
90541,20,italy,13
90543,18,italy,13
90544,32,italy,13
90545,33,italy,13
90546,108,italy,13
90547,18,italy,13
90548,10,italy,13
90549,60,italy,13
90550,50,italy,13
90552,39,italy,13
90554,27,italy,13
90555,106,italy,13
90556,49,italy,13
90557,26,usa,0
90558,114,italy,13
90559,85,italy,13
90560,107,italy,13
90562,7,france,20
90563,19,italy,13
90564,38,canada,6
90566,47,italy,13
90567,22,germany,9
90568,41,usa,0
90571,18,italy,13
90572,0,italy,13
90573,72,france,20
90574,33,italy,13
90575,5,italy,13
90576,52,usa,0
90577,26,italy,13
90578,77,italy,13
90581,66,usa,0
90582,54,united kingdom,3
90583,43,usa,0
90584,37,italy,13
90585,28,brazil,7
90588,26,united kingdom,3
90590,62,italy,13
90592,44,italy,13
90593,55,brazil,7
90594,28,italy,13
90595,65,usa,0
90596,48,germany,9
90598,93,france,20
90599,57,usa,0
90601,103,usa,0
90603,47,spain,5
90604,47,germany,9
90605,46,australia,4
90606,33,usa,0
90607,32,spain,5
90609,20,usa,0
90610,28,portugal,2
90611,42,usa,0
90612,114,usa,0
90613,61,germany,9
90615,24,usa,0
90618,42,united kingdom,3
90619,38,usa,0
90622,57,usa,0
90623,12,australia,4
90624,42,usa,0
90625,50,usa,0
90627,25,portugal,2
90628,33,spain,5
90629,28,italy,13
90630,74,france,20
90631,32,spain,5
90632,84,switzerland,21
90633,26,italy,13
90634,20,spain,5
90636,29,portugal,2
90637,49,germany,9
90638,7,usa,0
90639,57,usa,0
90640,23,belgium,30
90641,26,spain,5
90642,9,germany,9
90643,33,canada,6
90646,27,usa,0
90647,113,germany,9
90648,39,netherlands,14
90649,21,united kingdom,3
90650,98,usa,0
90651,76,usa,0
90652,30,usa,0
90654,22,new zealand,17
90656,39,usa,0
90663,19,canada,6
90664,38,usa,0
90665,8,usa,0
90666,10,usa,0
90667,26,australia,4
90668,33,usa,0
90669,46,australia,4
90670,13,saint vincent and the grenadines,220
90671,29,usa,0
90672,5,usa,0
90673,22,usa,0
90674,55,usa,0
90675,18,usa,0
90676,49,canada,6
90678,103,usa,0
90679,32,usa,0
90680,45,usa,0
90682,18,usa,0
90683,29,usa,0
90684,38,usa,0
90686,28,usa,0
90689,42,usa,0
90691,22,canada,6
90692,24,germany,9
90695,22,australia,4
90698,22,brazil,7
90699,104,australia,4
90701,76,usa,0
90702,13,canada,6
90703,75,germany,9
90704,110,usa,0
90705,81,usa,0
90706,29,united kingdom,3
90707,119,usa,0
90709,44,germany,9
90710,14,australia,4
90711,44,usa,0
90713,20,brazil,7
90714,27,new zealand,17
90715,27,united kingdom,3
90717,29,canada,6
90718,28,germany,9
90720,15,usa,0
90722,19,united kingdom,3
90723,29,france,20
90724,32,australia,4
90725,24,usa,0
90727,9,usa,0
90728,28,usa,0
90729,39,usa,0
90730,21,,8
90732,17,usa,0
90733,37,usa,0
90734,29,usa,0
90735,78,canada,6
90738,50,united kingdom,3
90739,112,usa,0
90740,79,canada,6
90741,24,usa,0
90742,20,australia,4
90744,20,usa,0
90745,73,usa,0
90746,30,usa,0
90747,56,australia,4
90748,62,usa,0
90750,5,australia,4
90751,33,canada,6
90752,35,usa,0
90753,44,usa,0
90754,113,usa,0
90755,51,usa,0
90757,15,usa,0
90758,112,germany,9
90759,40,usa,0
90760,66,usa,0
90765,97,australia,4
90767,30,united kingdom,3
90768,75,germany,9
90769,70,new zealand,17
90770,5,usa,0
90771,22,usa,0
90772,3,usa,0
90773,48,usa,0
90774,62,usa,0
90775,18,usa,0
90777,19,usa,0
90778,26,germany,9
90779,89,canada,6
90781,21,egypt,50
90782,60,usa,0
90786,39,usa,0
90788,50,usa,0
90789,61,usa,0
90790,6,usa,0
90791,27,usa,0
90792,27,usa,0
90794,28,usa,0
90795,73,usa,0
90796,27,france,20
90797,30,usa,0
90798,31,australia,4
90799,30,usa,0
90800,31,italy,13
90801,43,france,20
90803,44,brazil,7
90804,27,spain,5
90806,107,,8
90808,30,brazil,7
90810,22,brazil,7
90811,35,peru,24
90813,25,portugal,2
90814,40,venezuela,63
90815,35,germany,9
90816,31,argentina,43
90817,73,canada,6
90818,96,germany,9
90819,32,spain,5
90820,27,italy,13
90821,33,italy,13
90822,25,peru,24
90824,36,italy,13
90825,71,usa,0
90827,25,brazil,7
90828,34,mexico,10
90831,52,italy,13
90832,95,usa,0
90833,32,usa,0
90834,46,denmark,29
90835,24,usa,0
90836,67,denmark,29
90837,34,iceland,78
90838,32,germany,9
90840,35,spain,5
90841,35,usa,0
90842,22,usa,0
90844,38,united kingdom,3
90845,37,canada,6
90846,55,italy,13
90849,20,australia,4
90850,111,usa,0
90851,27,lithuania,87
90852,38,usa,0
90854,62,netherlands,14
90855,20,usa,0
90857,48,usa,0
90858,84,spain,5
90859,105,canada,6
90860,45,canada,6
90861,26,spain,5
90863,25,portugal,2
90864,32,usa,0
90865,33,italy,13
90866,38,costa rica,88
90867,17,germany,9
90868,54,usa,0
90869,73,usa,0
90870,27,kenya,189
90871,40,australia,4
90873,98,netherlands,14
90874,51,usa,0
90875,38,denmark,29
90876,33,denmark,29
90878,23,germany,9
90879,116,denmark,29
90880,18,germany,9
90881,25,germany,9
90884,31,spain,5
90885,95,italy,13
90888,78,,8
90889,106,italy,13
90891,47,italy,13
90892,2,italy,13
90894,33,italy,13
90896,11,italy,13
90898,116,italy,13
90899,26,italy,13
90900,22,france,20
90901,7,italy,13
90902,102,italy,13
90903,32,italy,13
90904,75,italy,13
90906,33,italy,13
90907,25,italy,13
90910,25,italy,13
90913,6,italy,13
90914,12,italy,13
90917,21,italy,13
90918,29,italy,13
90919,75,usa,0
90921,16,italy,13
90922,34,italy,13
90923,67,united kingdom,3
90924,101,switzerland,21
90927,28,italy,13
90928,56,italy,13
90929,32,united kingdom,3
90930,52,italy,13
90931,120,italy,13
90932,50,italy,13
90933,73,italy,13
90934,29,,8
90937,21,italy,13
90938,18,italy,13
90939,95,italy,13
90943,31,italy,13
90944,27,italy,13
90945,102,italy,13
90946,56,italy,13
90947,31,italy,13
90948,56,australia,4
90949,36,united kingdom,3
90950,32,italy,13
90951,87,usa,0
90954,93,italy,13
90955,74,italy,13
90956,30,italy,13
90957,109,,8
90958,26,usa,0
90960,35,italy,13
90961,26,italy,13
90962,49,switzerland,21
90964,99,canada,6
90965,20,usa,0
90967,28,norway,36
90968,45,netherlands,14
90969,47,usa,0
90970,24,usa,0
90972,33,south korea,119
90973,62,,8
90974,65,usa,0
90975,38,united kingdom,3
90976,27,usa,0
90977,27,usa,0
90978,22,portugal,2
90979,27,usa,0
90980,55,usa,0
90981,53,usa,0
90982,52,usa,0
90983,46,usa,0
90985,38,usa,0
90987,75,italy,13
90988,26,belgium,30
90989,31,new zealand,17
90990,25,belgium,30
90992,71,usa,0
90994,11,usa,0
90995,112,usa,0
90997,25,spain,5
90998,22,spain,5
90999,16,philippines,33
91000,28,trinidad,146
91003,58,usa,0
91006,6,usa,0
91007,14,australia,4
91008,58,usa,0
91009,22,spain,5
91011,29,netherlands,14
91013,13,australia,4
91014,21,germany,9
91015,31,united kingdom,3
91018,22,spain,5
91019,76,usa,0
91020,102,usa,0
91021,34,usa,0
91022,49,usa,0
91025,67,usa,0
91027,74,usa,0
91028,77,usa,0
91029,61,united kingdom,3
91030,26,usa,0
91032,44,australia,4
91033,42,usa,0
91034,38,usa,0
91035,56,usa,0
91036,112,usa,0
91037,29,germany,9
91038,65,canada,6
91039,32,united kingdom,3
91040,42,australia,4
91042,39,usa,0
91043,26,usa,0
91044,53,spain,5
91045,53,usa,0
91046,35,united kingdom,3
91053,86,usa,0
91054,15,usa,0
91056,8,usa,0
91057,34,usa,0
91060,115,canada,6
91062,45,united kingdom,3
91063,34,usa,0
91064,57,usa,0
91065,112,usa,0
91066,32,usa,0
91067,35,usa,0
91068,48,usa,0
91069,22,usa,0
91070,24,peru,24
91072,26,united kingdom,3
91073,5,france,20
91074,43,australia,4
91075,46,united kingdom,3
91077,39,usa,0
91079,62,singapore,48
91080,44,usa,0
91081,37,switzerland,21
91082,85,usa,0
91084,18,usa,0
91086,63,usa,0
91088,84,usa,0
91089,40,usa,0
91091,56,usa,0
91092,42,usa,0
91093,36,malaysia,31
91094,18,usa,0
91095,32,usa,0
91096,97,usa,0
91098,43,usa,0
91099,37,usa,0
91101,31,usa,0
91102,52,usa,0
91104,34,greece,34
91105,32,usa,0
91106,14,,8
91107,117,usa,0
91109,22,usa,0
91110,37,usa,0
91111,40,usa,0
91117,97,usa,0
91118,21,australia,4
91120,33,usa,0
91121,40,usa,0
91122,29,usa,0
91124,36,united kingdom,3
91125,36,usa,0
91126,66,usa,0
91128,30,usa,0
91129,74,latvia,147
91131,60,usa,0
91132,35,sweden,42
91133,20,united kingdom,3
91134,55,usa,0
91136,24,iran,23
91137,84,usa,0
91138,25,china,11
91139,32,usa,0
91140,39,sweden,42
91141,23,brazil,7
91142,103,canada,6
91145,35,brazil,7
91146,61,usa,0
91147,39,usa,0
91149,61,usa,0
91150,61,usa,0
91151,55,usa,0
91152,25,usa,0
91153,24,spain,5
91154,39,usa,0
91156,13,singapore,48
91157,21,new zealand,17
91159,33,united kingdom,3
91160,42,usa,0
91161,47,australia,4
91163,111,new zealand,17
91164,31,usa,0
91166,20,australia,4
91167,39,usa,0
91168,29,usa,0
91170,28,spain,5
91171,30,canada,6
91172,67,usa,0
91173,29,united kingdom,3
91174,76,italy,13
91176,40,usa,0
91177,20,canada,6
91178,24,italy,13
91180,81,usa,0
91181,83,canada,6
91182,17,australia,4
91183,25,australia,4
91185,40,new zealand,17
91186,44,united kingdom,3
